reaction,bnumber,gene_name,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,pyruvate_heinmann,succinate_heinmann,Chemostat_vilu_04,fumarate_heinmann,glycerol_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,NaCl_50mM_heinmann,42Cdeg_henimann
3OAR121,b1093,fabG,,,,,,,,,,,,,,,,,,,,,
3OAR140,b1093,fabG,1432038433689600,1562223745843200,2213150306611200,2603706243072000,2733891555225600,3775374052454400,4035744676761600,4556485925376000,5077227173990400,5207412486144000,5207412486144000,5207412486144000,6118709671219200,6118709671219200,6379080295526400,6509265607680000,6509265607680000,7160192168448000,7811118729216000,8462045289984000,8462045289984000
3OAR141,b1093,fabG,,,,,,,,,,,,,,,,,,,,,
3OAR160,b1093,fabG,,,,,,,,,,,,,,,,,,,,,
3OAR161,b1093,fabG,,,,,,,,,,,,,,,,,,,,,
3OAR180,b1093,fabG,,,,,,,,,,,,,,,,,,,,,
3OAR181,b1093,fabG,,,,,,,,,,,,,,,,,,,,,
3OAR40,b1093,fabG,,,,,,,,,,,,,,,,,,,,,
3OAR60,b1093,fabG,,,,,,,,,,,,,,,,,,,,,
3OAR80,b1093,fabG,,,,,,,,,,,,,,,,,,,,,
3OAS121,b2323,fabB,,,,,,,,,,,,,,,,,,,,,
3OAS141,b2323,fabB,,,,,,,,,,,,,,,,,,,,,
3OAS161,b2323,fabB,,,,,,,,,,,,,,,,,,,,,
3OAS181,b1095,fabF,,,,,,,,,,,,,,,,,,,,,
3OXCOAT,b1397,paaJ,,,,,,,,,,,,,,,,,,,,,
42A12BOOXpp,b1386,tynA,,,,,,,,,,,,,,,,,,,,,
4HTHRS,b0004,thrC,,,,,,,,,,,,,,,,,,,,,
4PCP,b1192,ldcA,,,,,,,,,,,,,,,,,,,,,
5DGLCNR,b4266,idnO,,,,,,,,,,,,,,,,,,,,,
5DGLCNt2rpp,b4265,idnT,,,,,,,,,,,,,,,,,,,,,
5DOAN,b0159,mtnN,4140222136875,4516605967500,6398525120625,7527676612500,7904060443125,10915131088125,11667898749375,13173434071875,14678969394375,15055353225000,15055353225000,15055353225000,17690040039375,17690040039375,18442807700625,18819191531250,18819191531250,20701110684375,22583029837500,24464948990625,24464948990625
AADDGT,b4481,wecF,,,,,,,,,,,,,,,,,,,,,
AAMYL,b1927,amyA,,,,,,,,,,,,,,,,,,,,,
AAMYLpp,b3571,malS,,,,,,,,,,,,,,,,,,,,,
AB6PGH,b2901,bglA,,,,,,,,,,,,,,,,,,,,,
ABUTD,b1444,prr,,,,,,,,,,,,,,,,,,,,,
ABUTt2pp,b2663,gabP,,,,,,,,,,,,,,,,,,,,,
ACACt2pp,b2223,atoE,,,,,,,,,,,,,,,,,,,,,
ACALDtpp,s0001,,,,,,,,,,,,,,,,,,,,,,
ACANTHAT,b1463,nhoA,,,,,,,,,,,,,,,,,,,,,
ACBIPGT,b1993,cobU,,,,,,,,,,,,,,,,,,,,,
ACCOAL,b4069,acs,,,,,,,,,,,,,,,,,,,,,
ACGAMK,b1119,nagK,,,,,,,,,,,,,,,,,,,,,
ACGAMT,b3784,wecA,,,,,,,,,,,,,,,,,,,,,
ACGK,b3959,argB,5442864828046800,5937670721505600,8411700188799600,9896117869176000,10390923762634800,14349370910305200,15338982697222800,17318206271058000,19297429844893200,19792235738352000,19792235738352000,19792235738352000,23255876992563600,23255876992563600,24245488779481200,24740294672940000,24740294672940000,27214324140234000,29688353607528000,32162383074822000,32162383074822000
ACGS,b2818,argA,5442864828046800,5937670721505600,8411700188799600,9896117869176000,10390923762634800,14349370910305200,15338982697222800,17318206271058000,19297429844893200,19792235738352000,19792235738352000,19792235738352000,23255876992563600,23255876992563600,24245488779481200,24740294672940000,24740294672940000,27214324140234000,29688353607528000,32162383074822000,32162383074822000
ACM6PH,b2428,murQ,,,,,,,,,,,,,,,,,,,,,
ACMAMUT,b3794,wecG,,,,,,,,,,,,,,,,,,,,,
ACNAMt2pp,b3224,nanT,,,,,,,,,,,,,,,,,,,,,
ACNML,b3225,nanA,,,,,,,,,,,,,,,,,,,,,
ACOAD1f,b0221,fadE,,,,,,,,,,,,,,,,,,,,,
ACOAD2f,b0221,fadE,,,,,,,,,,,,,,,,,,,,,
ACOAD3f,b0221,fadE,,,,,,,,,,,,,,,,,,,,,
ACOAD4f,b0221,fadE,,,,,,,,,,,,,,,,,,,,,
ACOAD5f,b0221,fadE,,,,,,,,,,,,,,,,,,,,,
ACOAD6f,b0221,fadE,,,,,,,,,,,,,,,,,,,,,
ACOAD7f,b0221,fadE,,,,,,,,,,,,,,,,,,,,,
ACOAD8f,b0221,fadE,,,,,,,,,,,,,,,,,,,,,
ACODA,b3957,argE,5442864828046800,5937670721505600,8411700188799600,9896117869176000,10390923762634800,14349370910305200,15338982697222800,17318206271058000,19297429844893200,19792235738352000,19792235738352000,19792235738352000,23255876992563600,23255876992563600,24245488779481200,24740294672940000,24740294672940000,27214324140234000,29688353607528000,32162383074822000,32162383074822000
ACONIs,s0001,,,,,,,,,,,,,,,,,,,,,,
ACONMT,b1519,tam,,,,,,,,,,,,,,,,,,,,,
ACS,b4069,acs,,,,,,,,,,,,,,,,,,,,,
ACt4pp,b4067,actP,,,,,,,,,,,,,,,,,,,,,
ADA,b1623,add,,,,,,,,,,,,,,,,,,,,,
ADCL,b1096,pabC,12310260486972.7,13429375076702.1,19024948025325.5,22382291794503,23501406384224.2,32454323102021.8,34692552281466.5,39169010640374.5,43645468999282.6,44764583588996.8,44764583588996.8,44764583589006.1,52598385717089.4,52598385717075.4,54836614896527.1,55955729486246,55955729486246,61551302434877.6,67146875383485.9,72742448332140.7,72742448332140.7
ADD,b3665,ade,,,,,,,,,,,,,,,,,,,,,
ADK1,b0474,adk,48301910760345400,52692993556743300,74648407538715700,87821655927900400,92212738724295600,127341401095455000,136123566688245000,153687897873827000,171252229059411000,175643311855799000,175643311855804000,175643311855802000,206380891430568000,206380891430569000,215163057023362000,219554139819753000,219554139819753000,241509553801728000,263464967783704000,285420381765679000,285420381765679000
ADK3,b0474,adk,,,,,,,,,,,,,,,,,,,,,
ADK4,b0474,adk,,,,,,,,,,,,,,,,,,,,,
ADMDC,b0120,speD,,,,,,,,,,,,,,,,,,,,,
ADNCYC,b3806,cyaA,,,,,,,,,,,,,,,,,,,,,
ADNK1,b0474,adk,12383864436075,13509670293900,19138699583025,22516117156500,23641923014325,32648369876925,34899981592575,39403205023875,43906428455175,45032234313000,45032234313000,45032234313000,52912875317775,52912875317775,55164487033425,56290292891250,56290292891250,61919322180375,67548351469500,73177380758625,73177380758625
ADNUC,b0030,rihC,,,,,,,,,,,,,,,,,,,,,
ADNt2rpp,b2406,xapB,,,,,,,,,,,,,,,,,,,,,
ADNtex,b0411,tsx,,,,,,,,,,,,,,,,,,,,,
ADOCBIK,b1993,cobU,,,,,,,,,,,,,,,,,,,,,
ADOCBLS,b1992,cobS,,,,,,,,,,,,,,,,,,,,,
ADPT,b0469,apt,,,,,,,,,,,,,,,,,,,,,
ADSK,b2750,cysC,4561089517828800,4975734019449610,7048956527553590,8292890032415980,8707534534036790,12024690547003200,12853979550244800,14512557556728000,16171135563211200,16585780064832000,16585780064832000,16585780064832000,19488291576177600,19488291576177600,20317580579419200,20732225081040100,20732225081040100,22805447589143900,24878670097247900,26951892605352000,26951892605352000
ADSL1r,b1131,purB,5502576031753980,6002810216460310,8503981139983460,10004683694098000,10504917878803000,14506791356441900,15507259725851800,17508196464672100,19509133203493500,20009367388195100,20009367388197900,20009367388196400,23511006681131600,23511006681131800,24511475050543000,25011709235245500,25011709235245500,27512880158770400,30014051082295300,32515222005819600,32515222005819600
ADSL2r,b1131,purB,8243918314008920,8993365433465710,12740601030741100,14988942389107000,15738389508562500,21733966464205000,23232860703115700,26230649180937900,29228437658761000,29977884778213100,29977884778215900,29977884778214400,35224014614402700,35224014614403000,36722908853315100,37472355972768000,37472355972768000,41219591570045100,44966827167322300,48714062764598800,48714062764598800
ADSS,b4177,purA,5502576031753980,6002810216460310,8503981139983460,10004683694098000,10504917878803000,14506791356441900,15507259725851800,17508196464672100,19509133203493500,20009367388195100,20009367388197900,20009367388196400,23511006681131600,23511006681131800,24511475050543000,25011709235245500,25011709235245500,27512880158770400,30014051082295300,32515222005819600,32515222005819600
AGDC,b0677,nagA,,,,,,,,,,,,,,,,,,,,,
AGM3PA,b0110,ampD,,,,,,,,,,,,,,,,,,,,,
AGM3PH,b1107,nagZ,,,,,,,,,,,,,,,,,,,,,
AGM3Pt2pp,b0433,ampG,,,,,,,,,,,,,,,,,,,,,
AGM4PA,b0110,ampD,,,,,,,,,,,,,,,,,,,,,
AGM4PCP,b1192,ldcA,,,,,,,,,,,,,,,,,,,,,
AGM4PH,b1107,nagZ,,,,,,,,,,,,,,,,,,,,,
AGM4Pt2pp,b0433,ampG,,,,,,,,,,,,,,,,,,,,,
AGMH,b1107,nagZ,,,,,,,,,,,,,,,,,,,,,
AGMHE,b3619,hldD,,,,,,,,,,,,,,,,,,,,,
AGMT,b2937,speB,,,,,,,,,,,,,,,,,,,,,
AGMt2pp,b0433,ampG,,,,,,,,,,,,,,,,,,,,,
AGPAT120,b3018,plsC,,,,,,,,,,,,,,,,,,,,,
AGPAT140,b3018,plsC,,,,,,,,,,,,,,,,,,,,,
AGPAT141,b3018,plsC,,,,,,,,,,,,,,,,,,,,,
AGPAT160,b3018,plsC,1174240601966850,1280989747600200,1814735475766950,2134982912667000,2241732058300350,3095725223367150,3309223514633850,3736220097167250,4163216679700650,4269965825334000,4269965825334000,4269965825334000,5017209844767450,5017209844767450,5230708136034150,5337457281667500,5337457281667500,5871203009834250,6404948738001000,6938694466167750,6938694466167750
AGPAT161,b3018,plsC,1384011856901850,1509831116620200,2138927415211950,2516385194367000,2642204454085350,3648758531832150,3900397051268850,4403674090142250,4906951129015650,5032770388734000,5032770388734000,5032770388734000,5913505206762450,5913505206762450,6165143726199150,6290962985917500,6290962985917500,6920059284509250,7549155583101000,8178251881692750,8178251881692750
AGPAT180,b3018,plsC,,,,,,,,,,,,,,,,,,,,,
AGPAT181,b3018,plsC,,,,,,,,,,,,,,,,,,,,,
AGPR,b3958,argC,,,,,,,,,,,,,,,,,,,,,
AHCYSNS,b0159,mtnN,8243642299200,8993064326400,12740174462400,14988440544000,15737862571200,21733238788800,23232082843200,26229770952000,29227459060800,29976881088000,29976881088000,29976881088000,35222835278400,35222835278400,36721679332800,37471101360000,37471101360000,41218211496000,44965321632000,48712431768000,48712431768000
AICART,b4006,purH,9987191046467870,10895117505239100,15434749799086800,18158529175396000,19066455634165900,26329867304324000,28145720221863700,31777426056943600,35409131892024600,36317058350791100,36317058350793900,36317058350792400,42672543562181900,42672543562182100,44488396479723100,45396322938490500,45396322938490500,49935955232339900,54475587526189300,59015219820038100,59015219820038100
AIRC2,b0522,purK,8243918314008920,8993365433465710,12740601030741100,14988942389107000,15738389508562500,21733966464205000,23232860703115700,26230649180937900,29228437658761000,29977884778213100,29977884778215900,29977884778214400,35224014614402700,35224014614403000,36722908853315100,37472355972768000,37472355972768000,41219591570045100,44966827167322300,48714062764598800,48714062764598800
AIRC3,b0523,purE,,,,,,,,,,,,,,,,,,,,,
AKGt2rpp,b2587,kgtP,,,,,,,,,,,,,,,,,,,,,
ALAALAD,b1488,ddpX,,,,,,,,,,,,,,,,,,,,,
ALAGLUE,b1325,ycjG,,,,,,,,,,,,,,,,,,,,,
ALATRS,b2697,alaS,,,,,,,,,,,,,,,,,,,,,
ALAt2pp,b4208,cycA,,,,,,,,,,,,,,,,,,,,,
ALAt4pp,b0007,yaaJ,0,104484151381500,148019214457125,174140252302500,182847264917625,0,269917391068875,304745441529375,339573491989875,0,0,348280504605000,409229592910875,0,426643618141125,435350630756250,435350630756250,0,522420756907500,565955819983125,565955819983125
ALCD19,b0356,frmA,,,,,,,,,,,,,,,,,,,,,
ALDD19xr,b1385,feaB,,,,,,,,,,,,,,,,,,,,,
ALDD2x,b1300,puuC,,,,,,,,,,,,,,,,,,,,,
ALDD2y,b3588,aldB,,,,,,,,,,,,,,,,,,,,,
ALDD3y,b3588,aldB,,,,,,,,,,,,,,,,,,,,,
ALLK,b4084,alsK,,,,,,,,,,,,,,,,,,,,,
ALLPI,b4090,rpiB,,,,,,,,,,,,,,,,,,,,,
ALLTAMH,b0516,allC,,,,,,,,,,,,,,,,,,,,,
ALLTN,b0512,allB,,,,,,,,,,,,,,,,,,,,,
ALLTNt2rpp,b0511,ybbW,,,,,,,,,,,,,,,,,,,,,
ALLULPE,b4085,alsE,,,,,,,,,,,,,,,,,,,,,
ALR4x,b3945,gldA,,,,,,,,,,,,,,,,,,,,,
ALTRH,b3091,uxaA,,,,,,,,,,,,,,,,,,,,,
AM3PA,b0110,ampD,,,,,,,,,,,,,,,,,,,,,
AM4PA,b0110,ampD,,,,,,,,,,,,,,,,,,,,,
AM4PCP,b1192,ldcA,,,,,,,,,,,,,,,,,,,,,
AMALT1,b3416,malQ,,,,,,,,,,,,,,,,,,,,,
AMALT2,b3416,malQ,,,,,,,,,,,,,,,,,,,,,
AMALT3,b3416,malQ,,,,,,,,,,,,,,,,,,,,,
AMALT4,b3416,malQ,,,,,,,,,,,,,,,,,,,,,
AMANAPEr,b3223,nanE,,,,,,,,,,,,,,,,,,,,,
AMANK,b3222,nanK,,,,,,,,,,,,,,,,,,,,,
AMAOTr,b0774,bioA,36801974550,40147608600,56875778850,66912681000,70258315050,97023387450,103714655550,117097191750,130479727950,133825362000,133825362000,133825362000,157244800350,157244800350,163936068450,167281702500,167281702500,184009872750,200738043000,217466213250,217466213250
AMMQLT8,b3833,ubiE,,,,,,,,,,,,,,,,,,,,,
AMPMS2,b3994,thiC,4103420162325,4476458358900,6341649341775,7460763931500,7833802128075,10818107700675,11564184093825,13056336880125,14548489666425,14921527863000,14921527863000,14921527863000,17532795239025,17532795239025,18278871632175,18651909828750,18651909828750,20517100811625,22382291794500,24247482777375,24247482777375
AMPN,b1982,amn,,,,,,,,,,,,,,,,,,,,,
ANHMK,b1640,anmK,,,,,,,,,,,,,,,,,,,,,
ANPRT,b1263,trpGD,1045967319672830,1141055257824900,1616494948585280,1901758763041500,1996846701193570,2757550206410170,2947726082714320,3328077835322620,3708429587930920,3803517526083000,3803517526083000,3803517526083000,4469133093147520,4469133093147520,4659308969451670,4754396907603750,4754396907603750,5229836598364130,5705276289124500,6180715979884870,6180715979884870
AOBUTDs,s0001,,,,,,,,,,,,,,,,,,,,,,
AOXSr2,b0776,bioF,36801974550,40147608600,56875778850,66912681000,70258315050,97023387450,103714655550,117097191750,130479727950,133825362000,133825362000,133825362000,157244800350,157244800350,163936068450,167281702500,167281702500,184009872750,200738043000,217466213250,217466213250
AP4AH,b0049,apaH,,,,,,,,,,,,,,,,,,,,,
AP4AS,b4129,lysU,,,,,,,,,,,,,,,,,,,,,
AP5AH,b0049,apaH,,,,,,,,,,,,,,,,,,,,,
APCS,b0121,speE,,,,,,,,,,,,,,,,,,,,,
APG3PAT120,b3059,plsY,,,,,,,,,,,,,,,,,,,,,
APG3PAT140,b3059,plsY,,,,,,,,,,,,,,,,,,,,,
APG3PAT141,b3059,plsY,,,,,,,,,,,,,,,,,,,,,
APG3PAT160,b3059,plsY,,,,,,,,,,,,,,,,,,,,,
APG3PAT161,b3059,plsY,,,,,,,,,,,,,,,,,,,,,
APG3PAT180,b3059,plsY,,,,,,,,,,,,,,,,,,,,,
APG3PAT181,b3059,plsY,,,,,,,,,,,,,,,,,,,,,
APH120,b0968,yccX,,,,,,,,,,,,,,,,,,,,,
APH140,b0968,yccX,,,,,,,,,,,,,,,,,,,,,
APH141,b0968,yccX,,,,,,,,,,,,,,,,,,,,,
APH160,b0968,yccX,,,,,,,,,,,,,,,,,,,,,
APH161,b0968,yccX,,,,,,,,,,,,,,,,,,,,,
APH180,b0968,yccX,,,,,,,,,,,,,,,,,,,,,
APH181,b0968,yccX,,,,,,,,,,,,,,,,,,,,,
APPLDHr,b3945,gldA,,,,,,,,,,,,,,,,,,,,,
APRAUR,b0414,ribD,8206840324649.14,8952916717800.11,12683298683555,14921527862991.7,15667604256151.9,21636215401348.1,23128368187654.7,26112673760258.6,29096979332853.3,29843055726001.9,29843055726001.9,29843055725997.3,35065590478023.9,35065590478061.1,36557743264358.4,37303819657502.4,37303819657502.4,41034201623250.3,44764583588993.6,48494965554755.5,48494965554755.5
ARAI,b0062,araA,,,,,,,,,,,,,,,,,,,,,
ARBTNexs,s0001,,,,,,,,,,,,,,,,,,,,,,
ARBt2rpp,b2841,araE,,,,,,,,,,,,,,,,,,,,,
ARBt3ipp,b1528,sotB,,,,,,,,,,,,,,,,,,,,,
ARGAGMt7pp,b4115,adiC,,,,,,,,,,,,,,,,,,,,,
ARGDC,b4117,adiA,,,,,,,,,,,,,,,,,,,,,
ARGDCpp,b2938,speA,,,,,,,,,,,,,,,,,,,,,
ARGORNt7pp,b1605,ydgI,,,,,,,,,,,,,,,,,,,,,
ARGSL,b3960,argH,5442864828046800,5937670721505600,8411700188799600,9896117869176000,10390923762634800,14349370910305200,15338982697222800,17318206271058000,19297429844893200,19792235738352000,19792235738352000,19792235738352000,23255876992563600,23255876992563600,24245488779481200,24740294672940000,24740294672940000,27214324140234000,29688353607528000,32162383074822000,32162383074822000
ARGSS,b3172,argG,5442864828046800,5937670721505600,8411700188799600,9896117869176000,10390923762634800,14349370910305200,15338982697222800,17318206271058000,19297429844893200,19792235738352000,19792235738352000,19792235738352000,23255876992563600,23255876992563600,24245488779481200,24740294672940000,24740294672940000,27214324140234000,29688353607528000,32162383074822000,32162383074822000
ARGTRS,b1876,argS,,,,,,,,,,,,,,,,,,,,,
ARGt3pp,b2923,argO,,,,,,,,,,,,,,,,,,,,,
ASAD,b3433,asd,,,,,,,,,,,,,,,,,,,,,
ASCBPL,b4192,ulaG,,,,,,,,,,,,,,,,,,,,,
ASNNpp,b2957,ansB,,,,,,,,,,,,,,,,,,,,,
ASNS1,b0674,asnB,,,,,,,,,,,,,,,,,,,,,
ASNS2,b3744,asnA,4435649987575130,4838890895536500,6855095435343380,8064818159227500,8468059067188870,11693986330879900,12500468146802600,14113431778648100,15726395410493600,16129636318455000,16129636318455000,16129636318455000,18952322674184600,18952322674184600,19758804490107400,20162045398068700,20162045398068700,22178249937875600,24194454477682500,26210659017489400,26210659017489400
ASNTRS,b0930,asnS,,,,,,,,,,,,,,,,,,,,,
ASNt2rpp,b1453,ansP,,,,,,,,,,,,,,,,,,,,,
ASO3t8pp,b3502,arsB,,,,,,,,,,,,,,,,,,,,,
ASP1DC,b0131,panD,10598968670402.1,11562511276805.6,16380224308795.6,19270852127978.4,20234394734391.3,27942735585601.2,29869820798352.6,33723991224041.2,37578161649581.1,38541704255994,38541704256031.1,38541704255994,45286502500809.6,45286502500809.6,47213587713635.3,48177130320085.3,48177130320085.3,52994843351889.6,57812556383879.5,62630269416018.1,62630269416018.1
ASPO3,b2574,nadB,,,,,,,,,,,,,,,,,,,,,
ASPO4,b2574,nadB,,,,,,,,,,,,,,,,,,,,,
ASPO5,b2574,nadB,,,,,,,,,,,,,,,,,,,,,
ASPO6,b2574,nadB,41917449012431.5,45728126195400,64781512110131.5,76213543659000.1,80024220841894.4,110509638305494,118130992671432,133373701403232,148616410135032,152427087318000,152427087317814,152427087318000,179101827598520,179101827598780,186723181964569,190533859147537,190533859147537,209587245062380,228640630977075,247694016891769,247694016891769
ASPT,b4139,aspA,,,,,,,,,,,,,,,,,,,,,
ASPTA,b0928,aspC,,,,,,,,,,,,,,,,,,,,,
ASPTRS,b1866,aspS,,,,,,,,,,,,,,,,,,,,,
ASPt2_2pp,b3528,dctA,,,,,,,,,,,,,,,,,,,,,
ASPt2pp,b4077,gltP,,,,,,,,,,,,,,,,,,,,,
AST,b1747,astA,,,,,,,,,,,,,,,,,,,,,
ATHRDHr,b1539,ydfG,,,,,,,,,,,,,,,,,,,,,
ATPHs,s0001,,,,,,,,,,,,,,,,,,,,,,
ATPPRT,b2019,hisG,1743272732458950,1901752071773400,2694148768345650,3169586786289000,3328066125603450,4595900840119050,4912859518747950,5546776876005750,6180694233263550,6339173572578000,6339173572578000,6339173572578000,7448528947779150,7448528947779150,7765487626408050,7923966965722500,7923966965722500,8716363662294750,9508760358867000,10301157055439300,10301157055439300
BALAt2pp,b4208,cycA,,,,,,,,,,,,,,,,,,,,,
BETALDHx,b0312,betB,,,,,,,,,,,,,,,,,,,,,
BETALDHy,b0312,betB,,,,,,,,,,,,,,,,,,,,,
BMOCOS,b0827,moeA,2244920447550,2449004124600,3469422509850,4081673541000,4285757218050,5918426634450,6326593988550,7142928696750,7959263404950,8163347082000,8163347082000,8163347082000,9591932821350,9591932821350,10000100175450,10204183852500,10204183852500,11224602237750,12245020623000,13265439008250,13265439008250
BPNT,b4214,cysQ,4561089517828800,4975734019449610,7048956527553590,8292890032415980,8707534534036790,12024690547003200,12853979550244800,14512557556728000,16171135563211200,16585780064832000,16585780064832000,16585780064832000,19488291576177600,19488291576177600,20317580579419200,20732225081040100,20732225081040100,22805447589143900,24878670097247900,26951892605352000,26951892605352000
BSORx,b3551,bisC,,,,,,,,,,,,,,,,,,,,,
BSORy,b3551,bisC,,,,,,,,,,,,,,,,,,,,,
BTS5,b0775,bioB,36801974550,40147608600,56875778850,66912681000,70258315050,97023387450,103714655550,117097191750,130479727950,133825362000,133825362000,133825362000,157244800350,157244800350,163936068450,167281702500,167281702500,184009872750,200738043000,217466213250,217466213250
BUTt2rpp,b2223,atoE,,,,,,,,,,,,,,,,,,,,,
BWCOS,b0827,moeA,,,,,,,,,,,,,,,,,,,,,
CA2t3pp,b1216,chaA,,,,,,,,,,,,,,,,,,,,,
CADVtpp,b4132,cadB,,,,,,,,,,,,,,,,,,,,,
CAt6pp,b3196,yrbG,,,,,,,,,,,,,,,,,,,,,
CBIAT,b1270,btuR,,,,,,,,,,,,,,,,,,,,,
CBLAT,b1270,btuR,,,,,,,,,,,,,,,,,,,,,
CBMD,s0001,,,,,,,,,,,,,,,,,,,,,,
CCGS,b0444,queC,,,,,,,,,,,,,,,,,,,,,
CD2abcpp,b3469,zntA,,,,,,,,,,,,,,,,,,,,,
CD2tpp,b3040,,,,,,,,,,,,,,,,,,,,,,
CDAPPA120,b3918,cdh,,,,,,,,,,,,,,,,,,,,,
CDAPPA140,b3918,cdh,,,,,,,,,,,,,,,,,,,,,
CDAPPA141,b3918,cdh,,,,,,,,,,,,,,,,,,,,,
CDAPPA160,b3918,cdh,,,,,,,,,,,,,,,,,,,,,
CDAPPA161,b3918,cdh,,,,,,,,,,,,,,,,,,,,,
CDAPPA180,b3918,cdh,,,,,,,,,,,,,,,,,,,,,
CDAPPA181,b3918,cdh,,,,,,,,,,,,,,,,,,,,,
CDGR,b2794,queF,,,,,,,,,,,,,,,,,,,,,
CDPMEK,b1208,ispE,43959958599975.1,47956318472699.6,67938117836324.6,79927197454499.5,83923557327224.9,115894436309027,123887156054474,139872595545374,155858035036273,159854394908999,159854394908999,159854394908999,187828914018074,187828914018074,195821633763524,199817993636250,199817993636250,219799792999875,239781592363498,259763391727127,259763391727127
CFAS160E,b1661,cfa,,,,,,,,,,,,,,,,,,,,,
CFAS160G,b1661,cfa,,,,,,,,,,,,,,,,,,,,,
CFAS180E,b1661,cfa,,,,,,,,,,,,,,,,,,,,,
CFAS180G,b1661,cfa,,,,,,,,,,,,,,,,,,,,,
CHOLD,b0311,betA,,,,,,,,,,,,,,,,,,,,,
CHORS,b2329,aroC,7012965869260720,7650508221011700,10838219979766600,12750847035019500,13388389386770500,18488728200778300,19763812904280200,22313982311284100,24864151718288000,25501694070039000,25501694070039000,25501694070039000,29964490532295800,29964490532295800,31239575235797800,31877117587548700,31877117587548700,35064829346303600,38252541105058500,41440252863813400,41440252863813400
CHRPL,b4039,ubiC,4103420162325,4476458358900,6341649341775,7460763931500,7833802128075,10818107700675,11564184093825,13056336880125,14548489666425,14921527863000,14921527863000,14921527863000,17532795239025,17532795239025,18278871632175,18651909828750,18651909828750,20517100811625,22382291794500,24247482777375,24247482777375
CHTBSptspp,b2416,ptsI,,,,,,,,,,,,,,,,,,,,,
CITt7pp,b0612,citT,,,,,,,,,,,,,,,,,,,,,
CO2tpp,s0001,,,,,,,,,,,,,,,,,,,,,,
COBALT2abcpp,b3469,zntA,,,,,,,,,,,,,,,,,,,,,
COLIPAKpp,b2174,yeiU,,,,,,,,,,,,,,,,,,,,,
COLIPAabcpp,b0914,msbA,,,,,,,,,,,,,,,,,,,,,
CPGNexs,s0001,,,,,,,,,,,,,,,,,,,,,,
CPH4S,b2765,queD,,,,,,,,,,,,,,,,,,,,,
CPPPGO,b2436,hemF,4103420162325,4476458358900,6341649341775,7460763931500,7833802128075,10818107700675,11564184093825,13056336880125,14548489666425,14921527863000,14921527863000,14921527863000,17532795239025,17532795239025,18278871632175,18651909828750,18651909828750,20517100811625,22382291794500,24247482777375,24247482777375
CPPPGO2,b3867,hemN,,,,,,,,,,,,,,,,,,,,,
CRNBTCT,b0038,caiB,,,,,,,,,,,,,,,,,,,,,
CRNCAL2,b0037,caiC,,,,,,,,,,,,,,,,,,,,,
CRNCAR,b0036,caiD,,,,,,,,,,,,,,,,,,,,,
CRNCBCT,b0038,caiB,,,,,,,,,,,,,,,,,,,,,
CRNCDH,b0036,caiD,,,,,,,,,,,,,,,,,,,,,
CRNDCAL2,b0037,caiC,,,,,,,,,,,,,,,,,,,,,
CRNDt2rpp,b4111,proP,,,,,,,,,,,,,,,,,,,,,
CRNt2rpp,b4111,proP,,,,,,,,,,,,,,,,,,,,,
CRNt7pp,b0040,caiT,,,,,,,,,,,,,,,,,,,,,
CRNt8pp,b0040,caiT,,,,,,,,,,,,,,,,,,,,,
CS,b0720,gltA,131867331867810000,139064931466020000,175086936551665000,196645728251699000,203843327849910000,261482136738134000,275819323832009000,304609722224849000,332783682190963000,490851878959650000,343445564066869000,340597720215899000,432739982677998000,271332896230988000,405376116599789000,412573716197999000,412573716197999000,448671737142152000,484549712180100000,520537710171149000,520537710171149000
CSND,b0337,codA,,,,,,,,,,,,,,,,,,,,,
CSNt2pp,b0336,codB,,,,,,,,,,,,,,,,,,,,,
CTBTCAL2,b0037,caiC,,,,,,,,,,,,,,,,,,,,,
CTBTt2rpp,b4111,proP,,,,,,,,,,,,,,,,,,,,,
CTECOAI6,b3846,fadB,,,,,,,,,,,,,,,,,,,,,
CTECOAI7,b3846,fadB,,,,,,,,,,,,,,,,,,,,,
CTECOAI8,b3846,fadB,,,,,,,,,,,,,,,,,,,,,
CTPS2,b2780,pyrG,2953818482319380,3222347435257500,4564992199948130,5370579058762500,5639108011700620,7787339635205620,8324397541081880,9398513352834370,10472629164586900,10741158117525000,10741158117525000,10741158117525000,12620860788091900,12620860788091900,13157918693968100,13426447646906200,13426447646906200,14769092411596900,16111737176287500,17454381940978100,17454381940978100
CU1Opp,b0123,cueO,,,,,,,,,,,,,,,,,,,,,
CU1abcpp,b0484,copA,,,,,,,,,,,,,,,,,,,,,
CU2abcpp,b3469,zntA,,,,,,,,,,,,,,,,,,,,,
CU2tpp,b3040,,13046299977975,14232327248700,20162463602325,23720545414500,24906572685225,34394790851025,36766845392475,41510954475375,46255063558275,47441090829000,47441090829000,47441090829000,55743281724075,55743281724075,58115336265525,59301363536250,59301363536250,65231499889875,71161636243500,77091772597125,77091772597125
CYANST,b3425,glpE,,,,,,,,,,,,,,,,,,,,,
CYANSTpp,b1308,pspE,,,,,,,,,,,,,,,,,,,,,
