reactions,bnumber,gene_name,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,pyruvate_heinmann,succinate_heinmann,Chemostat_vilu_04,fumarate_heinmann,glycerol_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,NaCl_50mM_heinmann,42Cdeg_henimann
H2Otex,nan,nan,8360431055201.74,9120470299955.887,13402629191667.229,15200783756099.342,15960822849603.125,22863308494282.883,23561214692737.44,26601371550218.86,27659459776114.473,30988700159841.766,30678279340318.05,30401567603721.504,35695143045209.81,36287513828814.01,37241920482910.305,172942.4618712727,172942.4618712727,-383920.37927437166,30309.50362692408,-93900.03084419618,-93900.03084419618
H2Otpp,nan,nan,8360430995845.629,9120470272172.176,13402629188398.559,15200783806466.61,15960822861266.34,22863308559210.594,23561214807883.836,26601371498811.562,27659459766679.895,30988700164949.062,30678279288613.605,30401567591389.69,35695143331367.19,36287513846940.28,37241920450669.31,196268.89358415056,196268.89358415056,-311118.1401704854,21097.7917403099,-86619.80693380754,-86619.80693380754
H2SO,nan,nan,365283715416.0847,398491329915.04846,574090844801.7573,664152210492.2762,697359825051.0184,979331438832.0078,1029435926341.901,1162266367741.3525,1183925508862.939,1325157953537.7693,1314079431722.7375,1328304426003.6353,1528972767999.435,1515487822633.2134,1627172915220.9412,0.0,0.0,0.0,0.0,0.0,0.0
H2St1pp,s0001,nan,381809323942.2073,416519266080.20526,599809986415.2981,694198771518.9297,728908714445.6573,1023205268382.6512,1076008095173.8514,1214847849443.9756,1233936581953.3518,1280687215494.337,1302917544593.0098,1388397547643.7153,1469439866734.8362,1580581368345.8572,1700786988473.5786,0.0,0.0,0.0,0.0,0.0,0.0
H2Stex,nan,nan,8360431055113.45,9120470300014.037,13402629191568.93,15200783756664.338,15960822910974.297,22863308494171.453,23561214692138.59,26601371549168.902,27659459776290.906,30988700160307.98,30678279340858.562,30401567719109.336,35695143044587.65,36287513828978.55,37241920483356.03,172348.1578785879,172348.1578785879,-384880.02932505944,30881.72163062291,-92753.92172451442,-92753.92172451442
H2tex,nan,nan,8360431030538.124,9120470278560.943,13402629177998.238,15200783760853.775,15960822909330.676,22863308579565.508,23561214644895.97,26601371516937.836,27659459746102.117,30988700114674.656,30678279409257.312,30401567588269.594,35695143329881.43,36287513805636.15,37241920357512.16,164027.9019810009,164027.9019810009,-223458.30124947953,-65373.43919532645,0.0,0.0
H2tpp,s0001,nan,8360431055796.045,9120470280046.703,13402629180078.3,15200783775711.375,15960822903981.94,22863308548067.395,23561214627066.844,26601371560916.332,27659459754422.38,30988700177670.88,30678279392022.504,30401567595995.55,35695143104640.21,36287513743828.54,37241920263612.125,71316.4791221743,71316.4791221743,-414824.18689398054,-71316.4791221743,-17829.119780543577,-17829.119780543577
HACD1,nan,nan,6556903782433940.0,7152985944535466.0,1.0133878717744618e+16,1.1921643240922248e+16,1.2517725402890582e+16,1.7287204871428052e+16,1.847854702327192e+16,2.0862875671591044e+16,2.3245222251197972e+16,2.384387361440341e+16,2.384356319368848e+16,2.3843286481852224e+16,2.801583491756283e+16,2.8016427287967868e+16,2.920802594038261e+16,2.976610614305555e+16,2.976610614305555e+16,3.2742716756844984e+16,3.571932737142656e+16,3.869593798576778e+16,3.869593798576778e+16
HACD2,nan,nan,6556903782432453.0,7152985944558940.0,1.0133878717752046e+16,1.192164324093226e+16,1.251772540289264e+16,1.7287204871425078e+16,1.8478547023214652e+16,2.0862875671506652e+16,2.324522225117063e+16,2.3843873614490176e+16,2.3843563193626076e+16,2.3843286481863336e+16,2.8015834917538464e+16,2.8016427288104836e+16,2.9208025940395532e+16,2.976610614304842e+16,2.976610614304842e+16,3.2742716756841684e+16,3.5719327371417052e+16,3.869593798542308e+16,3.869593798542308e+16
HACD3,nan,nan,6556903782463654.0,7152985944560129.0,1.013387871771936e+16,1.1921643240914728e+16,1.2517725402891154e+16,1.7287204871387636e+16,1.8478547023233076e+16,2.0862875671535776e+16,2.3245222251119524e+16,2.384387361447473e+16,2.3843563193620136e+16,2.384328648183243e+16,2.801583491754322e+16,2.801642728810959e+16,2.9208025940405044e+16,2.976610614303891e+16,2.976610614303891e+16,3.274271675684644e+16,3.5719327371513332e+16,3.869593798553362e+16,3.869593798553362e+16
HACD4,nan,nan,6556903782454740.0,7152985944558940.0,1.013387871775264e+16,1.1921643240923644e+16,1.2517725402887588e+16,1.7287204871438156e+16,1.8478547023235456e+16,2.0862875671594016e+16,2.324522225112487e+16,2.3843873614377856e+16,2.3843563193615384e+16,2.3843286481840748e+16,2.8015834917547976e+16,2.8016427288114344e+16,2.920802594041455e+16,2.9766106143029404e+16,2.9766106143029404e+16,3.274271675685119e+16,3.5719327371509764e+16,3.8695937985525304e+16,3.8695937985525304e+16
HACD5,nan,nan,6556903782433344.0,7152985944560129.0,1.0133878717746402e+16,1.192164324090522e+16,1.2517725402896206e+16,1.7287204871436964e+16,1.8478547023238428e+16,2.0862875671497736e+16,2.3245222251119524e+16,2.384387361442064e+16,2.384356319361063e+16,2.384328648184313e+16,2.801583491755273e+16,2.80164272881191e+16,2.9208025940425244e+16,2.976610614302108e+16,2.976610614302108e+16,3.2742716756854756e+16,3.571932737145628e+16,3.869593798551579e+16,3.869593798551579e+16
HACD6,nan,nan,5124865348825349.0,5590762198698572.0,7920728411137648.0,9317936997848982.0,9783833847658020.0,1.3511830818921784e+16,1.4442802346595288e+16,1.6306389746085802e+16,1.8167995077132532e+16,1.863646112826775e+16,1.863615070745952e+16,1.863587399572649e+16,2.1897125246195144e+16,2.189771761692249e+16,2.282894564470852e+16,2.32568405352799e+16,2.32568405352799e+16,2.558252458840768e+16,2.7908208642145224e+16,3.0233892695795996e+16,3.0233892695795996e+16
HACD7,nan,nan,5124865348736798.0,5590762198698572.0,7920728411132893.0,9317936997851358.0,9783833847661882.0,1.3511830818978244e+16,1.4442802346476444e+16,1.630638974610601e+16,1.8167995077127776e+16,1.863646112836165e+16,1.8636150707153452e+16,1.863587399578057e+16,2.189712524611907e+16,2.1897717616829776e+16,2.2828945644878492e+16,2.3256840535555656e+16,2.3256840535555656e+16,2.5582524588406492e+16,2.7908208642178504e+16,3.023389269579362e+16,3.023389269579362e+16
HACD8,nan,nan,8360431027566.6045,9120470254788.783,13402629229108.38,15200783784625.936,15960822895958.836,22863308551633.22,23561214826158.684,26601371534766.957,27659459641504.617,30988700108137.312,30678279376570.594,30401567662557.6,35695143120092.12,36287513749771.58,37241920519162.85,344696.3157571758,344696.3157571758,-271002.6206642624,-130746.8783906529,-103408.89472715276,-103408.89472715276
HADPCOADH3,b1395,paaH,8360431020732.109,9120470294310.0,13402629210387.805,15200783778385.742,15960822893581.62,22863308621761.09,23561214826158.684,26601371546058.734,27659459806126.82,30988700142606.945,30678279223834.473,30401567591241.12,35695143334635.86,36287514005322.3,37241920564329.95,448105.2104843286,448105.2104843286,-287643.13245943637,-98654.46278567445,-93900.03084419618,-93900.03084419618
HBZOPT,b4040,ubiA,4103426213846.0137,4476464964534.993,6341658749837.719,7460774937492.443,7833813680592.7,10818123769061.754,11564201182138.129,13056356128974.422,14548511479575.006,14921550231141.531,14921550356748.873,14921549954371.56,17532821754761.691,17532821450538.006,18278898624110.973,18651909828749.79,18651909828749.79,20517100811627.316,22382291794495.96,24247482777373.723,24247482777373.723
HCINNMt2rpp,b0353,mhpT,8360431031132.429,9120470252708.72,13402629204741.916,15200783711526.545,15960822909330.676,22863308552821.83,23561214683525.723,26601371507428.97,27659459700340.71,30988700099222.75,30678279377759.203,30401567653643.035,35695143059473.11,36287513704604.47,37241920482316.0,382731.77128900215,382731.77128900215,-304283.6442546104,-125992.44644917462,-108163.32666863104,-108163.32666863104
HCINNMtex,nan,nan,8360431028458.06,9120470252708.72,13402629203553.309,15200783711823.697,15960822909330.676,22863308597988.934,23561214723344.094,26601371507428.97,27659459700340.71,30988700174699.36,30678279273756.004,30401567653643.035,35695143059473.11,36287513704604.47,37241920482316.0,382731.77128900215,382731.77128900215,-304283.6442546104,-130746.8783906529,-103408.89472715276,-103408.89472715276
HCO3E,b0126,can,9684280376729618.0,1.0564669501965858e+16,1.496709709080479e+16,1.7607782503260066e+16,1.848817162837086e+16,2.5532106801897404e+16,2.7292062879999276e+16,3.0813619380720476e+16,3.4333193812713812e+16,3.521615213915893e+16,3.521584171816561e+16,3.521556500659872e+16,4.137826218379502e+16,4.137885455473551e+16,4.313906713331795e+16,4.40194562589227e+16,4.40194562589227e+16,4.838033576797938e+16,5.277854811053897e+16,5.717676045314778e+16,5.717676045314778e+16
HCYSMT,b0261,mmuM,591365592719.9105,645126100186.9427,887836327143.1786,1075210172869.044,1128970673998.381,1514544313312.521,1666575751369.7673,1881617787178.6143,2489040243440.438,2030938939863.9253,2032234900076.3745,2150420348263.88,2364569258630.3896,2586832683027.4087,2634264925396.224,2688025457357.4023,2688025457357.4023,-20977.65411678866,0.0,0.0,0.0
HCYSMT2,b0261,mmuM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDCAtexi,b2344,fadL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDCEAtexi,b2344,fadL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEMEOS,b0428,cyoE,6051036.980455049,6608210.474605801,9406839.358408507,11002629.011348765,11547831.157309,16064390.788742557,17074503.3729559,19252862.63846653,21818768.310983155,22374861.750586066,22506136.763828773,22091367.933444977,26518765.099869926,26204090.7659155,26991936.788429223,0.0,0.0,0.0,0.0,0.0,0.0
HEPK1,b3630,rfaP,17723573096.436028,19447020479.837746,79766344318.11436,101256989751.68134,106319839640.3444,0.0,50080962237.354836,56393187593.87191,75599835414.08203,62397559928.542175,0.0,0.0,71327502938.90112,151276764211.89526,162441159562.1586,0.0,0.0,0.0,0.0,0.0,0.0
HEPK2,b3625,rfaY,17723573130.678154,60754194035.103745,79766344318.11436,101256989751.68134,106319839640.3444,0.0,50072647256.154854,0.0,75271516860.53973,62397559928.542175,0.0,0.0,71327502938.90112,151276764211.89526,162441159562.1586,0.0,0.0,0.0,0.0,0.0,0.0
HEPT1,b3621,rfaC,55691344674.29172,60754194035.103745,79766344318.11436,101256989751.68134,106319839640.3444,0.0,0.0,0.0,75271516860.53973,62397559928.542175,0.0,0.0,71327502938.90112,151276764211.89526,162441159562.1586,0.0,0.0,0.0,0.0,0.0,0.0
HEPT2,b3620,rfaF,17723573195.099777,19334807262.226837,79766344318.11436,101256989751.68134,106319839640.3444,0.0,0.0,0.0,75271516860.53973,62397559928.542175,0.0,0.0,71327502938.90112,151276764211.89526,162441159562.1586,0.0,0.0,0.0,0.0,0.0,0.0
HEPT3,b3632,rfaQ,17723573057.550903,60754194035.103745,79766344318.11436,101256989751.68134,106319839640.3444,0.0,0.0,0.0,75271516860.53973,62397559928.542175,0.0,0.0,71327502938.90112,151276764211.89526,162441159562.1586,0.0,0.0,0.0,0.0,0.0,0.0
HEPT4,b3623,waaU,55691344641.79071,60754194035.103745,79766344318.11436,101256989751.68134,106319839640.3444,0.0,0.0,0.0,75271516860.53973,62397559928.542175,0.0,0.0,71327502938.90112,151276764211.89526,162441159562.1586,0.0,0.0,0.0,0.0,0.0,0.0
HETZK,b2104,thiM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEX1,b2388,glk,8439551856332.559,9206783884811.535,13388682681548.148,15344639770106.035,16111871643734.002,-18997.938246905975,-98691.60678521727,-60266.13925819157,8413523873164.243,41283072292430.86,-68864.97515234957,113567.77860210832,35657999436199.02,24417766438286.77,37594367611199.85,332568.7999064519,332568.7999064519,0.0,-176786.8658239524,170695.24989893334,170695.24989893334
HEX4,nan,nan,2414564916923.51,2634070856793.156,3824769339169.965,4390118048260.9297,4609623924679.506,0.0,0.0,0.0,8413523852040.457,8879869359764.965,-34555.844521148654,0.0,10186485594537.809,10535084655026.127,10755789233999.705,0.0,0.0,-71716.68383105299,0.0,0.0,0.0
HEX7,b0394,mak,8439551901885.669,9206783919631.635,13388682603127.232,15344639782587.697,16111871693021.484,-37995.87649381195,0.0,0.0,8413523873164.243,41283072302534.02,-108683.34266223022,0.0,35657999375208.57,17132465609265.178,37594367617576.91,0.0,0.0,-288934.0242180279,0.0,0.0,0.0
HEXt2rpp,b2223,atoE,8360431042721.356,9120470251222.959,13402629171163.742,15200783748076.24,15960822854357.555,0.0,-131341.18238333767,-27932.28765618494,27659459798995.18,30988700073073.38,69533.56714411995,191960.18963718583,35695143083245.266,36287513737885.5,37241920323042.53,278134.2685764798,278134.2685764798,-209195.00542504466,-43978.49545867416,36846.847546456724,36846.847546456724
HG2abcpp,b3469,zntA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HG2t3pp,b3915,fieF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HG2tex,nan,nan,8360431057078.6,9120470274996.79,13402629177566.793,15200783785636.66,15960822804668.172,-102443.15073903996,-149755.4652504286,-26515.12754521062,27659459752104.14,30988700130889.934,-160179.65077690373,163972.18598168672,35695143126601.6,36287513722969.86,37241920351420.54,174083.18891973165,174083.18891973165,-140108.843921902,-121832.31850038111,170862.39789687595,170862.39789687595
HISTD,b2020,hisD,1743465362183648.5,1901962213290871.0,2694449877015766.5,3169937022153847.5,3328433873259446.0,4595900840118453.0,4912859518744098.0,5546776876001217.0,6181369806835277.0,6339909136803582.0,6339173572578672.0,6339173572582436.0,7449387197522135.0,7449361150677299.0,7766345704276998.0,7923966965726053.0,7923966965726053.0,8716363662286454.0,9508760358864214.0,1.0301157055442024e+16,1.0301157055442024e+16
HISTP,b2022,hisB,1743465362183648.5,1901962213290871.0,2694449877015766.5,3169937022153847.5,3328433873259446.0,4595900840118453.0,4912859518744098.0,5546776876001217.0,6181369806835277.0,6339909136803582.0,6339173572578672.0,6339173572582436.0,7449387197522135.0,7449361150677299.0,7766345704276998.0,7923966965726053.0,7923966965726053.0,8716363662286454.0,9508760358864214.0,1.0301157055442024e+16,1.0301157055442024e+16
HISTRS,b2514,hisS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISabcpp,nan,nan,2813183944017.33,3068927952896.673,4462894216279.709,5114879912824.426,5370623892991.458,18997.938246905975,-50887.279373634796,0.0,9737103551193.09,10356052734140.31,-36610.610163308345,41006.975495250226,11885999824893.219,12266201865067.58,12531455878670.682,110540.54263937018,110540.54263937018,-138447.5532711384,-76145.1990627382,0.0,0.0
HISt2rpp,b0112,aroP,8360431038561.228,9120470246468.53,13402629175918.174,15200783741241.744,15960822857031.924,0.0,0.0,-117077.88655890283,27659459790080.613,30988700056432.867,53487.35934163073,177102.5898200662,35695143099291.48,36287513646362.69,37241920349191.91,216326.65333726208,216326.65333726208,-287643.13245943637,0.0,0.0,0.0
HIStex,nan,nan,8360431002011.533,9120470235771.057,13402629202959.004,15200783804237.967,15960822857031.924,27932.28765618494,0.0,-74287.99908559825,27659459772845.8,30988700146172.77,0.0,122426.6224930659,35695143099291.48,36287513712924.734,37241920542935.01,215138.0453518925,215138.0453518925,-300717.8202985017,-149764.60615656606,-217515.26132263165,-217515.26132263165
HKNDDH,b0349,mhpC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKNTDH,b0349,mhpC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMBS,b3805,hemC,8256070008614.306,9006621827919.236,12759130429698.611,15011036378660.535,15761588197415.271,21636215401718.418,23128368187027.93,26112673759682.914,29275226213864.99,30025049915604.344,29843055725337.973,29843055726874.805,35309194834494.46,35278593982739.52,36777039129781.664,37303819659652.11,37303819659652.11,41034201619598.59,44764583586857.81,48494965554068.28,48494965554068.28
HMPK1,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMt2pp,nan,nan,487933237785.7698,532290807680.5695,749841140441.8574,887151346103.3292,931508902786.4725,0.0,0.0,0.0,1683665036216.412,1806086337376.5295,0.0,0.0,2532038098738.2993,2065376281206.7039,2173520779080.5225,20271.337750482617,20271.337750482617,-23103.56771562105,0.0,0.0,0.0
HOMtex,nan,nan,8360431057078.6,9120470274996.79,13402629177566.793,15200783785636.66,15960822804668.172,-102443.15073903996,-149755.4652504286,-26515.12754521062,27659459752104.14,30988700130889.934,-160179.65077690373,163972.18598168672,35695143126601.6,36287513615684.06,37241920351420.54,171705.97294899248,171705.97294899248,-140108.843921902,-121832.31850038111,170862.39789687595,170862.39789687595
HOPNTAL,b0352,mhpE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPPK2,b0142,folK,12310284734709.014,13429401503749.438,19024985680550.832,22382335802490.875,23501452598669.51,32454323102026.973,34692552281490.414,39169010640379.31,43645556287841.22,44764673050684.5,44764583588998.8,44764583588987.19,52598491788957.08,52598490564468.56,54836722918396.75,55955729486233.99,55955729486233.99,61551302434879.44,67146875383480.79,72742448332122.75,72742448332122.75
HPPPNDO,b0348,mhpB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPPPNt2rpp,b0353,mhpT,8360431007063.116,9120470244388.463,13402629199393.18,15200783750156.305,15960822855546.164,74882.30307828303,0.0,-67750.6551660656,27659459776411.62,30988700193122.78,-64779.13520264167,134312.7023467616,35695143165853.52,36287513601195.586,37241920487070.43,306660.86022534955,306660.86022534955,-281700.0925325885,58241.79128310902,204440.57348356635,204440.57348356635
HPPPNtex,nan,nan,8360431007063.116,9120470244388.463,13402629199393.18,15200783750156.305,15960822855546.164,74882.30307828303,0.0,-67750.6551660656,27659459723577.547,30988700193122.78,-73099.39110022866,134312.7023467616,35695143121726.445,36287513601195.586,37241920487070.43,306660.86022534955,306660.86022534955,-140108.843921902,58241.79128310902,204440.57348356635,204440.57348356635
HPYRI,b0508,hyi,8360431033212.492,9120470239039.729,13402629184238.43,15200783824444.303,15960822905764.854,84391.1669612396,-98060.15879298966,-86768.38293197873,27659459773440.105,30988700042169.574,-267436.7967081537,95682.94282225054,35695143079085.14,36287513519181.625,37241920426451.43,278134.2685764798,278134.2685764798,-284077.30850332766,17829.119780543577,-93900.03084419618,-93900.03084419618
HPYRRx,nan,nan,5573620695593.299,6080313490018.784,8935086136296.51,10133855834428.043,10640548592749.562,49327.231392837224,-50218.687381864416,-55270.27131968509,18439639858369.883,20659133364417.902,-179479.80579080535,65373.43919532645,23796762045591.777,24191675677077.203,24827946982861.93,147981.6941785117,147981.6941785117,-187205.75769570758,128369.66241991376,-57053.183297739444,-57053.183297739444
HPYRRy,nan,nan,4945171787315.466,5394732874598.135,7879071661046.838,8991221451955.764,9440782492232.701,-41925.18062295643,-25852.22368178819,50515.8393782068,12310190744577.053,17740236830464.547,0.0,37738.30353548391,20984284940664.18,18143756872694.293,22028492639404.0,217069.53332811806,217069.53332811806,-265773.59302096267,-97465.85480030489,36995.42354462793,36995.42354462793
HSDy,nan,nan,8360430993131.796,9120470247062.832,13402629158980.512,15200783746980.49,15960822851915.34,62856.93322630181,-71813.28011605925,0.0,27659459792457.832,30988700111294.555,-89182.74290226068,134275.55834721882,35695143095131.34,36287513608596.52,37241920519162.85,322066.3340357255,322066.3340357255,-235390.81110260374,130700.44839122439,0.0,0.0
HSK,b0003,thrB,1.0014791832694706e+16,1.09252274538543e+16,1.5477434245342394e+16,1.8208712423076296e+16,1.911914804423065e+16,2.640083991224504e+16,2.8221587492381036e+16,3.1863082652700828e+16,3.55067072553681e+16,3.6417412447315896e+16,3.641495160310654e+16,3.641495160310507e+16,4.279128295149873e+16,4.279044397402859e+16,4.461134543653299e+16,4.55186895038948e+16,4.55186895038948e+16,5.007055845423548e+16,5.462242740464398e+16,5.917429635499928e+16,5.917429635499928e+16
HSST,b4013,metA,2832224826275101.0,3089699810482721.0,4376983046352016.5,5149392666522998.0,5406862299847902.0,7466618137895722.0,7981558633109909.0,9011437166412624.0,1.0041315962795162e+16,1.029877572323148e+16,1.029879369954244e+16,1.0298785333047566e+16,1.2101078813726014e+16,1.2101071485544518e+16,1.2616012032978576e+16,1.2873481666310364e+16,1.2873481666310364e+16,1.4160571762412636e+16,1.5447896468086496e+16,1.6735221173760376e+16,1.6735221173760376e+16
HSTPT,b2021,hisC,1743465362183609.8,1901962213290693.8,2694449877015014.0,3169937022155378.5,3328433873261415.0,4596414496082240.0,4913402384333763.0,5547389788768156.0,6181369806834224.0,6339909136804659.0,6339891875743331.0,6339874044310803.0,7449387197522988.0,7449361150675927.0,7766345704274036.0,7924842555391973.0,7924842555391973.0,8716363662286454.0,9508760358866728.0,1.0301157055438718e+16,1.0301157055438718e+16
HXAND,nan,nan,1684721616226.8467,1837878140213.726,2678293948403.9224,3063130231778.176,3216286740549.944,4568854322769.012,4747851827729.041,5360477892029.871,5777432851524.27,6210446809050.963,6130547074614.54,6126260473278.793,7133084435153.381,7339047722394.494,7504669070002.757,7657825691409.06,7657825691409.06,-73749.41109222766,-23103.56771562105,0.0,0.0
HXAtex,nan,nan,8360431046584.332,9120470305898.926,13402629199096.03,15200783757882.256,15960822952714.87,22863308647910.465,23561214715023.84,26601371505646.06,27659459740159.08,30988700067724.645,30678279317140.2,30401567603721.504,35695143082056.66,36287513781863.99,37241920431205.85,38001959882480.64,38001959882480.64,-311415.29216682777,-77259.51904902216,0.0,0.0
HXCT,nan,nan,2445464270485.7534,2667779231532.118,3591994430265.75,4446298727497.119,4668613672032.976,6127519930601.773,6891762949324.233,7781022691605.13,10220585568081.324,11195732694269.645,9799084403891.822,8892597451056.973,12943281434047.396,10087648613788.465,10893431902571.027,11115747015889.219,11115747015889.219,-80788.19900558809,22472.119723393465,0.0,0.0
HXPRT,nan,nan,1684721609943.927,1837878140458.7896,2678293933611.6143,3063130230595.2256,3216286734810.906,4568854322829.37,4747851822410.194,5360477884595.558,5777432849777.341,6210446816071.179,6130547090010.729,6126260472206.26,7133084403803.846,7339047733906.523,7504669090249.999,7657825668358.887,7657825668358.887,-73737.05998691094,0.0,-35447.88989961382,-35447.88989961382
HYD1pp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYD2pp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYD3pp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYPOE,nan,nan,2414564918970.3193,2634070852699.539,3824769324889.005,4390118052354.546,4609623949241.21,6524606497640.643,6804682934482.309,7682706595714.074,8413523885520.336,8879869340598.662,8754800269294.893,8780236108802.71,10186485612753.828,10535084625050.92,10755789201250.764,10975295270069.357,10975295270069.357,-97329.78519928618,0.0,0.0,0.0
HYXNtex,nan,nan,8360431095614.411,9120470306493.23,13402629197313.117,15200783774225.615,15960822960440.818,22863308608686.406,23561214690063.066,26601371560322.027,27659459738376.168,30988700057621.473,30678279371816.164,30401567669689.246,35695143081462.36,36287513785429.82,37241920449034.98,38001959872971.78,38001959872971.78,-303095.03626924084,-76070.9110636526,0.0,0.0
HYXNtpp,nan,nan,8360431021029.26,9120470317190.703,13402629202661.854,15200783822364.24,15960822960440.818,22863308605714.883,23561214690063.066,26601371418877.68,27659459845945.19,30988700028500.58,30678279444915.555,30401567560337.312,35695143082056.66,36287513747394.36,37241920246971.62,38001959846822.41,38001959846822.41,-287643.13245943637,-82013.95099050045,-17829.119780543577,-17829.119780543577
Htex,nan,nan,8360431036221.155,9120470305973.215,13402629187098.518,15200783830833.07,15960823023734.195,22863308545541.61,23561214633455.613,26601371512183.406,27659459812218.44,30988700057621.473,30678279371816.164,30401567458117.023,35695143077302.23,36287513688855.42,37241920465675.49,38001959809084.1,38001959809084.1,-136987.07031384317,-78893.85502890534,-167593.72593710964,-167593.72593710964
I2FE2SR,nan,nan,36801974384.83875,40147608521.294754,56875778850.0,66912681296.28986,70258314914.58717,97023387449.99998,103714655317.1173,117097191777.51057,130479728555.48459,133825361999.99998,133825361999.99998,133825362637.15298,157244800349.99997,157244801232.97726,163936068621.8614,167281705223.75034,167281705223.75034,184009871757.97583,200738041742.8764,217466214060.4196,217466214060.4196
I2FE2SS,nan,nan,5262689781762.223,5741116109903.677,8133247898504.679,9568526852629.012,10046953196256.596,13874364078126.973,14831216653509.957,16744922030671.09,18658627797510.395,19137054114286.008,19137054312266.062,19137053733780.465,22486038913749.35,22486038538976.867,23442890846455.676,23921283457499.996,23921283457499.996,26313411803250.0,28705540148999.992,31097668494749.996,31097668494749.996
I2FE2SS2,nan,nan,4784263514567.131,5219196546952.443,7393861844854.154,8698660914152.092,9133593960775.557,12613058455906.55,13482924446297.166,15222656635228.178,16962389182435.07,17397322204368.148,17397322386393.246,17397321854528.12,20441853893044.07,20441853548476.31,21311719292552.137,21746621325000.0,21746621325000.0,23921283457499.98,26095945589999.98,28270607722499.977,28270607722499.977
I2FE2ST,nan,nan,515227643534.8387,562066520321.2947,796260904104.998,936777534388.2214,983616410564.587,1358327424659.3716,1452005132859.0686,1639360684287.9312,1826716191868.3403,1873555068057.2427,1873555067650.98,1873555068637.153,2201427205662.259,2201427205782.977,2295104958258.283,2341943837863.04,2341943837863.04,2576138217366.827,2810332602804.3677,3044526986904.723,3044526986904.723
I4FE4SR,b2529,nifU,4784263514567.131,5219196546952.443,7393861844854.154,8698660914152.15,9133593960775.615,12613058460439.627,13482924448152.451,15222656651417.254,16962389182435.07,17397322204368.148,17397322386393.246,17397321854528.082,20441853893044.07,20441853548476.31,21311719292552.285,21746621325000.0,21746621325000.0,23921283457499.98,26095945589999.996,28270607722499.996,28270607722499.996
I4FE4ST,nan,nan,4866271955867.51,5308660316568.995,7519036345034.962,8847767193682.514,9290155552818.729,12613058460439.627,13482924448865.988,15222656651417.254,16962389182435.07,17397322204368.148,17397322386393.246,17397321854528.082,20441853893044.07,20441853548476.31,21311719292552.285,21746621325000.0,21746621325000.0,23921283457499.98,26095945589999.996,28270607722499.996,28270607722499.996
