reactions,bnumber,gene_name,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,pyruvate_heinmann,succinate_heinmann,Chemostat_vilu_04,fumarate_heinmann,glycerol_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,NaCl_50mM_heinmann,42Cdeg_henimann
EX_cpgn_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpgn_un_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_crn_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_crn_D_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_csn_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cu2_e,nan,nan,8360431071753.962,9120470270075.975,13402629238260.086,15200783772097.672,15960822968059.547,22863308543182.13,-83966.47756021706,26601371532825.543,27659459764733.1,30988700093820.223,30678279279087.65,30401567607205.492,35695142878378.18,36287513717252.66,37241920449737.52,136553.82038167596,136553.82038167596,-423814.7124298017,-68961.34914042112,0.0,0.0
EX_cyan_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cynt_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cys_D_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cys_L_e,nan,nan,249100365902.086,271745854441.6436,385456082308.872,452909757444.2861,475555244166.89355,657542730908.2479,0.0,792592071878.1027,846178494880.5507,886768397867.2577,882299224403.9464,905819514769.0148,1026582913006.6569,1044662534052.5236,1109628901857.1267,0.0,0.0,0.0,0.0,0.0,0.0
EX_cytd_e,nan,nan,207599746315.71414,226472453031.7652,320613092604.7336,377454086992.6015,396326786621.69354,546928218249.1255,0.0,660544648737.3914,767452273954.2708,786535647612.9374,824719570670.8488,754908173411.7925,989341802492.115,906243840861.0956,924762510299.4115,0.0,0.0,0.0,0.0,0.0,0.0
EX_dad_2_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_damp_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dca_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dcmp_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dcyt_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ddca_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dgmp_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dgsn_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dha_e,nan,nan,4777389172440.321,5211697344843.284,5956724105746.703,8686162109909.524,9120470239151.16,10161470427338.93,-69533.56714411995,15200783710189.36,110637839015460.88,13056661413664.99,13634790808381.38,17372324342394.246,15864508115652.377,19644368462264.8,21281097354058.586,301386.41229027207,301386.41229027207,-196714.62157866414,-107791.88667320304,0.0,0.0
EX_dimp_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_din_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dms_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dmso_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dopa_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_doxrbcn_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dtmp_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_dump_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_duri_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_eca4colipa_e,nan,nan,17837726839.190636,19459338440.937416,26881085579.189556,32157784517.248825,33765673739.629013,45491011493.65179,0.0,0.0,75855976520.9882,63006287971.63842,62078872177.88236,64315569039.14064,73001956817.82797,76272106230.66875,78786572182.17387,0.0,0.0,0.0,0.0,0.0,0.0
EX_enlipa_e,nan,nan,21893467443.409336,24114472668.33393,33653163025.252026,40190787336.83347,42200326814.81961,56567261601.694534,0.0,0.0,90262261694.08032,78462311832.6952,76796794014.00249,82395817351.49146,90853780623.17386,94717988304.60172,97525446352.878,0.0,0.0,0.0,0.0,0.0,0.0
EX_enter_e,nan,nan,70894292539.17003,77339229304.39836,108760906737.3128,128898715334.24986,135343650901.97113,185533311141.9703,0.0,0.0,262774311267.67496,252593235573.9979,252644499298.52087,257797431245.77942,296693328096.55597,309286889644.5414,315801855407.8358,0.0,0.0,0.0,0.0,0.0,0.0
EX_etha_e,nan,nan,219830561477.6609,239815159810.4988,346153458395.01697,399691930184.54254,419676526699.21075,590497074082.6833,0.0,0.0,761051346050.8813,798128064133.6816,792336513249.5763,799383864343.493,921908462398.7322,958437640326.0662,979245229987.4457,22759.985719850163,22759.985719850163,-28209.126527777364,0.0,0.0,0.0
EX_ethso3_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_etoh_e,nan,nan,1581168996387.145,1724911632971.2695,2332582315800.1206,2874852713890.509,3018595342546.7104,3979111003367.8657,-27830.14165744224,0.0,6980305299402.017,5497541667790.22,5339221972343.478,5749705444272.953,6212352672497.819,6716455000628.677,7043389192336.542,101876.70474601228,101876.70474601228,-94380.78295738541,-30699.515622123472,0.0,0.0
EX_f6p_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fald_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe2_e,nan,nan,8360431042743.707,9120470211664.715,13402629159589.096,15200783831186.9,15960822925682.938,22863308533802.25,-35382.1261582358,58702.493405856265,27659459589097.7,30988700119969.6,30678279366014.152,30401567562939.316,35695143014279.945,36287513727018.555,37241920437333.72,115038.15864650958,115038.15864650958,-277764.5062275155,-138563.07860694424,39206.65226741019,39206.65226741019
EX_fe3_e,nan,nan,8360431042758.827,9120470211665.018,13402629159589.096,15200783831186.518,15960822925711.834,22863308533802.25,-35339.468596260864,64201.51699100149,27659459589095.45,30988700119969.6,30678279363600.375,30401567562938.55,35695143014279.945,36287513727083.414,37241920437336.64,115041.93108396315,115041.93108396315,-277763.11876854824,-138554.66316954786,39203.46020494948,39203.46020494948
EX_fe3dcit_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe3dhbzs_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe3hox_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe3hox_un_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fecrm_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fecrm_un_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_feenter_e,nan,nan,70298182506.1768,76688926708.46953,107885428467.19598,127814877721.31436,134205621405.52568,184039847308.25937,0.0,0.0,260301359510.5835,250550959821.57663,250580892678.85754,255629756281.46405,294247581112.3644,306673044135.0776,313146451831.2845,0.0,0.0,0.0,0.0,0.0,0.0
EX_feoxam_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_feoxam_un_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_for_e,nan,nan,7003502440972.186,7640184543305.948,10664338212122.174,12733640848665.084,13370322873154.309,18192106278558.137,-59649.128093911284,-54177.135020640366,29701433303603.723,68552089256781.86,46747854391773.055,25467281852225.29,125982857810437.0,31103583255539.27,31197420305530.457,600831.6515966252,600831.6515966252,-369547.2837559759,-173899.42768761853,0.0,0.0
EX_fru_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_frulys_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fruur_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fuc_L_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fum_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.840969888986662e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fusa_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_g1p_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_g3pc_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_g3pe_e,nan,nan,189498363631.51514,206725491973.46582,295009035088.65106,344542485405.97784,361769604768.3145,503250706566.4295,0.0,0.0,674518145415.7797,665371519345.5415,666458811365.9113,689084970867.6626,0.0,847729072161.7642,844129088027.7043,16863.3757924308,16863.3757924308,0.0,0.0,0.0,0.0
EX_g3pg_e,nan,nan,199295138513.64062,217412878562.23212,308460973054.71313,362354797489.5798,380472534977.55676,526198126530.64557,561649930690.4677,0.0,726924039745.4972,695945300676.6556,696433979327.1586,724709596490.1113,0.0,917380968174.4896,887769254740.9264,26687.528390256528,26687.528390256528,-18926.9353529682,0.0,0.0,0.0
EX_g3pi_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_g3ps_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_g6p_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gal_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gal_bD_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gal1p_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_galct_D_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_galctn_D_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_galctn_L_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_galt_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_galur_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gam_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.87372224810751e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gam6p_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gbbtn_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gdp_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glc_e,nan,nan,-2.097039619677908e+17,-2.267719836509291e+17,13402629215360.812,-3.633161571161474e+17,-3.803841787994136e+17,22863308545279.742,-5.510643956309112e+17,-6.193641508137363e+17,27659459595207.883,30988700199288.684,30678279456599.26,-7.046765907791837e+17,103945.03879770187,36287513869366.984,-8.582887859273316e+17,-8.753963339682147e+17,-8.753963339682147e+17,-9.607392195612308e+17,-1.0460844560714469e+18,-1.1314285171228991e+18,-1.1314285171228991e+18
EX_glcn_e,nan,nan,4677164209792.303,5102360978935.348,4881078931601.27,8503934964690.276,8929131692334.188,8326546375274.995,13181099109607.1,17938.23027920055,9336526467754.102,16701008619688.219,14300144820984.555,17007870000699.354,153924.7341053596,12934163366385.545,20834640848120.71,266236.58122292696,266236.58122292696,-73057.60410074302,-99736.28177235849,0.0,0.0
EX_glcr_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glcur_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glcur1p_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gln_L_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glu_L_e,nan,nan,670174835203.6173,731099823088.0198,1013431323262.2644,1218499694473.64,1279424683694.029,1728794604223.5166,1888674526306.403,0.0,2627977159568.4233,2694220175056.632,3327061478845.8013,2436999401467.056,0.0,2955544135138.5312,2985324278604.4673,41178.76649313568,41178.76649313568,-23368.218712363494,0.0,-20582.41874665356,-20582.41874665356
EX_gly_e,nan,nan,1344053219225.7544,1466239886752.534,2069737649237.1536,2443733132925.0723,2565919786051.9316,3530728907198.749,3787786337201.854,0.0,4811648344072.073,5479516878671.462,5221834789145.987,4887466286920.078,68010.66316286518,5877842540404.35,5987146218632.749,98933.04278224544,98933.04278224544,-64059.97803961868,0.0,0.0,0.0
EX_glyald_e,nan,nan,1305679817041.2908,1424377990357.5996,1926991772637.5693,2373963298037.1646,2492661456010.97,3287221240410.402,3679643097961.7456,0.0,5234196966357.701,4358482637596.8906,4410835431378.493,4747926610555.846,21422.801736309393,19644368459441.86,5816210097158.433,107569.02267594625,107569.02267594625,-57796.063288595426,-36846.847546456724,-21394.943736652294,-21394.943736652294
EX_glyb_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyc_e,nan,nan,1269135650004.0686,1384511622399.99,1858250145376.4045,2307519352243.6133,2422895339200.273,3169956121560.219,3576654982932.5117,23071.066716021105,5357764608927.078,4220702522533.254,4253487604616.3296,4615038719939.13,0.0,-1.2485748057309798e+18,5653422478934.997,81099.28000175903,81099.28000175903,-96950.48180664856,0.0,0.0,0.0
EX_glyc_R_e,nan,nan,1001624087384.4297,1092680829995.7012,1523927996773.4585,1821134703716.7524,1912191453236.8079,2599641861413.874,2822758782050.8145,0.0,4277925138969.574,3765837369864.9517,10766276032629.771,3642269440621.669,60126.84925990607,5073205803703.6875,4461780047009.846,42204.86948050549,42204.86948050549,-56848.093284638875,0.0,0.0,0.0
EX_glyc2p_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyc3p_e,nan,nan,262159522663.74573,285992212144.73834,409435929289.2877,476653679433.556,500486364287.05554,698449521416.4075,738813201341.3179,0.0,936121324568.4427,945112754480.4883,937188489215.9083,953307356435.504,1090448290844.5494,1183824650047.7134,1167801520239.296,0.0,0.0,-22616.052721621818,0.0,0.0,0.0
EX_glyclt_e,nan,nan,2746753521694.706,2996458416740.569,4095010845643.0938,4994097346881.994,5243802169283.48,6985606701107.869,7740850836946.264,0.0,13289830477347.014,12220455652446.184,51055547604768.01,9988194702307.11,60524218370214.7,14844891956436.996,12235538516121.371,106798.28468543316,106798.28468543316,-145342.83790630553,-52725.90735100335,-31795.263608636044,-31795.263608636044
EX_gmp_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gsn_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gthox_e,nan,nan,68107683814.620155,74299291591.86118,105141853613.67249,123832152749.73439,130023760276.8338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gthrd_e,nan,nan,135662783730.9924,147995764434.64902,209462105886.31915,246659607597.30826,258992587804.16388,357317709241.3382,382322391787.95764,0.0,479223970113.5676,503331848671.14124,516632427833.9646,493319216900.91895,612660682578.0487,580664739910.7252,604316041856.0183,0.0,0.0,0.0,0.0,0.0,0.0
EX_gtp_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gua_e,nan,nan,125481950536.94623,136889401515.83685,198598845832.85498,228149003136.94925,239556451599.33386,338786264117.4149,353630951603.1175,0.0,430717395154.39105,490838012900.1408,475755172199.4466,456298005089.93353,570039213603.905,548713848847.57935,558965059333.5585,0.0,0.0,0.0,0.0,0.0,0.0
EX_h_e,nan,nan,1.798010357970355e+17,1.9614658450595085e+17,2.7787421887141606e+17,3.26910974176489e+17,3.432565228852098e+17,4.740207263099612e+17,5.06712009973474e+17,5.72067088964184e+17,6.375114544084901e+17,34251821133612.094,51086119963344.32,6.538219483529124e+17,36669168036267.6,7.682397206539785e+17,8.00931886732614e+17,8.172386985207955e+17,8.172386985207955e+17,8.989625683716298e+17,9.806864382241311e+17,1.0624103080764303e+18,1.0624103080764303e+18
EX_h2_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2o_e,nan,nan,9.67478164449801e+17,1.0434548756981277e+18,1.4233388775701274e+18,1.6512685656843622e+18,1.7272452769326144e+18,2.335059727112215e+18,2.4870123894153083e+18,2.790896127656264e+18,2.405901556635565e+18,2.97706673792339e+18,3.113237729217752e+18,3.17080279064997e+18,3.3469045681275674e+18,4.3699462687077135e+18,3.8545931918844503e+18,3.9305368934867994e+18,3.9305368934867994e+18,4.3104100960095575e+18,4.690297404040064e+18,5.070177659316911e+18,5.070177659316911e+18
EX_h2o2_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396871.4472399586,396871.4472399586,-156768.37660063096,-325574.1839710634,89060.60117134225,89060.60117134225
EX_h2s_e,nan,nan,381809324040.2907,416519266199.7626,599809990231.844,694198772830.5773,728908710427.141,1023205273547.9888,1076008091679.994,0.0,1233936583483.2202,1280687217546.543,1302917549923.1736,1388397552168.3188,1469439857690.2722,1580581360756.8735,1700786997936.0125,24559.148197704493,24559.148197704493,-20201.69275133987,0.0,0.0,0.0
EX_hacolipa_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_halipa_e,nan,nan,20608136026.048454,22603221114.858395,30851274725.66885,36750712382.85973,38862781330.69731,52417241089.793236,58247299533.80412,0.0,83499467978.71648,72549277158.84267,71307782776.31686,73402156329.60014,83515013468.17609,86783398588.79991,92029209235.56502,0.0,0.0,0.0,0.0,0.0,0.0
EX_hdca_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hdcea_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hg2_e,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_his_L_e,nan,nan,192629722969.62683,210141517396.72495,301108671128.25024,350235864998.47046,367747653631.68506,513655965567.15137,542865585105.39764,0.0,675573570111.4406,735564228219.1726,718303165626.925,700471730554.101,858249741907.3683,832202896914.4548,858077871887.9456,0.0,0.0,0.0,0.0,0.0,0.0
EX_hom_L_e,nan,nan,487933237600.04987,532290808887.74945,749841138213.2175,887151335294.4253,931508902052.8784,1279140763549.913,1375084571420.3228,0.0,1683665040989.416,1806086345158.1975,2120084092576.6702,1774302678760.5305,2532038097661.1235,2065376276461.5579,2173520797912.5303,30309.50362692408,30309.50362692408,0.0,0.0,-17021.237790487696,-17021.237790487696
EX_hxa_e,nan,nan,506884792074.84717,552965230681.7251,756231577541.8187,921608710506.4006,967689144245.0945,1290042097241.78,1428493504816.0806,0.0,2106384359637.3044,1873384364089.0657,1791704843520.9058,1843217433115.5562,2131119602740.6223,2146837307121.4585,2257941351748.306,28402.781339846817,28402.781339846817,0.0,0.0,0.0,0.0
EX_hxan_e,nan,nan,146944108517.03235,160302665214.65195,232145063513.09964,267171108263.25348,280529660470.947,396012164358.3932,414115219310.8659,0.0,506830079634.433,570756123487.6322,554442393812.4254,534342217213.67096,662984291646.1676,643284744174.9119,654569223630.5773,0.0,0.0,0.0,0.0,0.0,0.0
EX_idon_L_e,nan,nan,2324359624414.934,2535665050323.734,2949008487552.956,4226108407189.724,4437413804924.8,5030661526377.22,6550468055246.813,0.0,6561176513195.886,8587230174512.507,7777934299769.274,8452216854123.527,9994848341520.232,8428067753245.801,10353965671423.664,109203.35865582942,109203.35865582942,0.0,-44572.79945135895,0.0,0.0
