,acetate_heinmann,fumarate_heinmann,galactose_heinmann,glucose_heinmann,glucosamine_heinmann,glycerol_heinmann,pyruvate_heinmann,succinate_heinmann,anaerobic_heinmann,Chemostat_heinmann_035,Chemostat_heinmann_05,Chemostat_heinmann_02,Chemostat_heinmann_012,42Cdeg_henimann,pH6_heinmann,NaCl_50mM_heinmann,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
"('EX_23cgmp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_23cump_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_23cump_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_23dappa_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_23dappa_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_26dap_M_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_26dap_M_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_2ddglcn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_2ddglcn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_34dhpac_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_34dhpac_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3amp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3amp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3cmp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3cmp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3gmp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3gmp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3hcinnm_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3hcinnm_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3hpp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3hpp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3hpppn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3hpppn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3ump_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_3ump_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_4abut_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_4abut_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_4hoxpacd_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_4hoxpacd_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_5dglcn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_5dglcn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_5mtr_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_5mtr_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_LalaDglu_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_LalaDglu_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_LalaDgluMdap_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_LalaDgluMdap_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_LalaDgluMdapDala_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_LalaDgluMdapDala_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_LalaLglu_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_LalaLglu_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ac_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ac_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acac_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acac_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acald_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acald_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acgal_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acgal_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acgal1p_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acgal1p_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acgam_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acgam_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acgam1p_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acgam1p_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acmana_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acmana_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acmum_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acmum_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acnam_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acnam_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acolipa_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acolipa_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acser_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_acser_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ade_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ade_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_adn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_adn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_adocbl_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_adocbl_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ag_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ag_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_agm_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_agm_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_akg_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_akg_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ala_B_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ala_B_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ala_D_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ala_D_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ala_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ala_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_alaala_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_alaala_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_all_D_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_all_D_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_alltn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_alltn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_amp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_amp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_anhgm_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_anhgm_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arab_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arab_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arbt_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arbt_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arbtn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arbtn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arbtn_fe3_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arbtn_fe3_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arg_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_arg_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ascb_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ascb_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_asn_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_asn_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_aso3_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_aso3_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_asp_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_asp_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_btn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_btn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_but_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_but_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_butso3_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_butso3_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ca2_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ca2_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cbi_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cbi_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cbl1_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cbl1_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cd2_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cd2_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cgly_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cgly_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_chol_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_chol_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_chtbs_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_chtbs_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cit_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cit_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cl_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cl_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cm_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cm_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cmp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cmp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_co2_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_co2_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cobalt2_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cobalt2_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_colipa_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_colipa_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_colipap_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_colipap_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cpgn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cpgn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cpgn_un_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cpgn_un_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_crn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_crn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_crn_D_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_crn_D_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_csn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_csn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cu_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cu_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cu2_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cu2_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cyan_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cyan_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cynt_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cynt_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cys_D_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cys_D_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cys_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cys_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cytd_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_cytd_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dad_2_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dad_2_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_damp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_damp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dca_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dca_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dcmp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dcmp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dcyt_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dcyt_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ddca_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ddca_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dgmp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dgmp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dgsn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dgsn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dha_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dha_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dimp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dimp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_din_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_din_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dms_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dms_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dmso_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dmso_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dopa_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dopa_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_doxrbcn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_doxrbcn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dtmp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dtmp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dump_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_dump_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_duri_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_duri_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_eca4colipa_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_eca4colipa_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_enlipa_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_enlipa_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_enter_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_enter_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_etha_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_etha_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ethso3_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_ethso3_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_etoh_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_etoh_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_f6p_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_f6p_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fald_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fald_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe2_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe2_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3dcit_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3dcit_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3dhbzs_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3dhbzs_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3hox_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3hox_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3hox_un_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fe3hox_un_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fecrm_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fecrm_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fecrm_un_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fecrm_un_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_feenter_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_feenter_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_feoxam_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_feoxam_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_feoxam_un_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_feoxam_un_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_for_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_for_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fru_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fru_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_frulys_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_frulys_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fruur_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fruur_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fuc_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fuc_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fum_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fum_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fusa_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_fusa_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g1p_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g1p_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3pc_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3pc_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3pe_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3pe_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3pg_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3pg_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3pi_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3pi_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3ps_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g3ps_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g6p_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_g6p_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gal_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gal_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gal_bD_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gal_bD_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gal1p_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gal1p_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galct_D_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galct_D_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galctn_D_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galctn_D_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galctn_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galctn_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galt_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galt_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galur_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_galur_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gam_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gam_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gam6p_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gam6p_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gbbtn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gbbtn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gdp_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gdp_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glc_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glc_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glcn_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glcn_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glcr_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glcr_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glcur_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glcur_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glcur1p_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glcur1p_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gln_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_gln_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glu_L_e', 'minimum')",,,,,,,,,,,,,,,,,,,,,
"('EX_glu_L_e', 'maximum')",,,,,,,,,,,,,,,,,,,,,
