,glc,glyc,ac,std
PPCK,-0.3259112660948933,1.5084011757441012,3.0545020643576564,
EX_hdca_e,0.0,0.0,0.0,
CDAPPA181,0.0,0.0,0.0,
CDAPPA180,0.0,0.0,0.0,
EX_3hpppn_e,0.0,0.0,0.0,
PPPGO,25.671235301676557,25.671235301676557,25.671235301676557,
SELNPS,-155.36390493624893,-156.64883999288918,-155.8075158208808,
PFL,-23.144936936534126,-25.638636368671204,-25.518160961855802,
GF6PTA,11.30923323255833,15.199951267360632,13.584251904110868,
LPLIPAL2E181,0.0,0.0,0.0,
CTECOAI6,0.000852320703870646,0.000852320703870646,0.000852320703870646,
GRXR,0.0,0.0,0.0,
GLYAT,38.56536939293881,41.05906882507588,40.93859341826048,
ADSL1r,20.099893079466987,20.790336408890205,19.7977930784698,
CDPMEK,-15.821865539101564,-18.906853594433056,-16.39923591227853,
EX_glc_e,0.0,0.0,0.0,
CTECOAI8,0.0008523207034158986,0.0008523207034158986,0.0008523207034158986,
