bnumber,reaction,gene_name,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b1702,PPS,ppsA,8859079952903466.0,5922535612871733.0,9790909443093900.0,6875351223745200.0,3405053260226032.5,1550258588543699.8,4187160067863933.5,2279317301643133.0,5627785176340799.0,5592539466283965.0,8503901275225234.0,8602077970597598.0,9573869442746400.0,7743794930295200.0,1980780826053332.8,2381917085492800.0,5166666666666667.0,5773333333333334.0,3710000000000000.0,2290000000000000.0,2046666666666666.8
b4005,PRAGSr_reverse,purD,1.88833512083168e+16,1.3529461283227866e+16,1.59367816156253e+16,1.3653600321893464e+16,1.0075168054106368e+16,1565111442455400.0,6760464994437267.0,2539121129373766.5,4092493467369600.0,6847454572954967.0,1.29633943190117e+16,7274116032999200.0,8190685686068000.0,5618486114811499.0,2017138853427866.5,3175031501483200.0,1570000000000000.0,1866666666666666.8,2310000000000000.0,3206666666666667.0,3770000000000000.0
b2499,PRAIS,purM,2.7638818220642136e+16,2.1076077979253736e+16,3.083635104984076e+16,1.8957304242115868e+16,1.1509466839143002e+16,5891231974754699.0,1.1644928563610334e+16,6496731218697934.0,7399645488779998.0,1.515655079723423e+16,1.994625741628124e+16,1.2814234916365598e+16,1.3058005194354398e+16,7827991621633398.0,4033080736116667.0,5979732385695999.0,2263333333333333.0,2820000000000000.0,3336666666666667.0,3756666666666667.0,4950000000000000.0
b2026,PRATPP,hisI,1.8353922754848e+16,1.1160826426034132e+16,1.3610540878412236e+16,1.3195232113349998e+16,1.3877733678085368e+16,2695829587786299.5,7763445051189534.0,3861053249547768.0,4105821901459199.0,6803796872142266.0,1.0295923326430566e+16,6583621445687199.0,7154635375890399.0,4149057273848200.0,4015141906426200.0,4396888315920001.0,490000000000000.0,700000000000000.0,820000000000000.0,1130000000000000.0,1276666666666666.8
b2476,PRASCSi,purC,6.831211549966827e+16,5.108302280853799e+16,8.519488067748834e+16,4.98545997259408e+16,6.5985371995726936e+16,1.8701436776861296e+16,4.650227828404773e+16,2.2455695345727304e+16,3.46110693072312e+16,3.5376356533681068e+16,5.851760764523803e+16,3.90529929903352e+16,3.961484235685279e+16,3.100512732470789e+16,2.04742712977044e+16,2.93282116139072e+16,9883333333333334.0,1.121e+16,9953333333333334.0,1.0576666666666668e+16,1.157e+16
b2557,PRFGS,purL,4198325217290665.5,2725289743327200.0,2123707180716933.2,2867688773753999.5,751506123018966.8,207368639308600.0,733923476267800.0,256206223825266.7,354672816244800.0,1667553458023699.8,2584959634623067.0,1409774152432799.8,1187368457116000.0,578174182814899.9,322107667750733.3,502429742757600.0,3443333333333333.0,4113333333333333.5,4653333333333334.0,5093333333333334.0,6403333333333334.0
b2024,PRMICI_reverse,hisA,1.1533048517125332e+16,7517211671826267.0,7654817559883934.0,9457918470794268.0,1.0554634844515068e+16,2662704267893599.5,5815660551604801.0,2845386486619700.0,3347585275766399.5,5205235013129367.0,8809449927203200.0,4810387740644001.0,5199174387889600.0,4043509785965300.0,4723502763511399.0,5312501332147999.0,,,,,
b0194,PROTRS,proS,3.560934644289706e+16,2.29917410500652e+16,3.297997933362776e+16,2.7816717912800136e+16,2.9860389304540696e+16,8399473735466800.0,1.9098220927352664e+16,8720959700853066.0,1.3619624278376798e+16,1.6646945066997368e+16,2.6587327708822496e+16,1.7658612095339194e+16,1.70143705026568e+16,1.2722674766000498e+16,9196648074372732.0,1.2899277119886398e+16,7660000000000000.0,8620000000000000.0,9173333333333334.0,9290000000000000.0,9950000000000000.0
b1207,PRPPS_reverse,prs,5.9667828106811736e+16,4.263210885614147e+16,5.783881310463876e+16,4.178362929319974e+16,5.516615148763933e+16,1.622710018832e+16,3.4212922654930936e+16,1.5986677274596634e+16,2.7291162864324e+16,2.736922547742573e+16,4.71514751354015e+16,3.19259880158664e+16,3.5766763775424e+16,2.7842035610073296e+16,1.7880747751570734e+16,2.35563981618248e+16,9360000000000000.0,1.0916666666666668e+16,1.0996666666666668e+16,1.0096666666666668e+16,1.0656666666666668e+16
b0908,PSCVT_reverse,aroA,1.5403918848830934e+16,1.1659748357766134e+16,1.3801942867247598e+16,1.2742961978345202e+16,1.0539649785597634e+16,1970437395657500.0,6410256163486068.0,2560151389278000.0,4188290272633600.0,5076188144601234.0,1.1101915896722134e+16,5055092200131200.0,4908617493984799.0,3697601093205600.0,2495490109343000.0,3554869351898400.0,1333333333333333.5,1323333333333333.5,1490000000000000.0,1756666666666666.8,2336666666666667.0
b4160,PSD181,psd,7964163986533331.0,4744421536729467.0,4744173048297667.0,7167346989032534.0,3102376766667566.5,3269188254608499.5,4538563061943734.0,2762973072962267.0,4322298369307200.0,3224121019424799.5,9167949527329434.0,3559949174352000.5,4561922669677600.0,4013102748307800.0,3264817708378599.5,2804441877750399.5,3350000000000000.0,2920000000000000.0,2366666666666667.0,2226666666666666.8,2076666666666666.8
b4388,PSP_L,serB,159936566110933.34,151266573483200.0,184411270748300.0,265226144330933.4,141190161948900.0,43673966350000.0,66778505156133.34,,41390874630400.0,66029666500366.66,96192138915566.69,176796175260800.0,49593147675200.01,43238639481799.99,,36654334485599.99,356666666666666.7,343333333333333.4,326666666666666.7,313333333333333.4,360000000000000.0
b2585,PSSA181,pssA,289698579258666.7,404051907602000.0,76785545865433.34,520361312063600.0,192691729967333.3,47543409652199.99,104557361337866.66,51308862243466.66,60915004728799.99,463488686585733.3,371959579513000.0,220611803054400.0,487905386173600.0,76000104110699.98,958871202050666.4,98647597358399.98,3170000000000000.0,3243333333333333.0,2180000000000000.0,1780000000000000.0,1400000000000000.0
b2297,PTA2,pta,1.3177540989396268e+16,1.0157429434279868e+16,1.2539118385703398e+16,1.0323099067516666e+16,4905788845047167.0,2095913601610500.0,4939910912652733.0,2791413391501133.0,4842330954303200.0,6922326391751934.0,1.2405038984636536e+16,6808253801011999.0,6545541022196000.0,8263639446974798.0,2641977602298466.5,3206645465471999.5,5870000000000000.0,5123333333333334.0,4303333333333333.5,3146666666666667.0,2746666666666667.0
b3634,PTPATi,coaD,4374402248416000.0,2676532899144533.0,4081531062618533.5,3168224756346533.0,964377251662633.4,481562632789000.0,1385121175199666.5,1128691119450133.5,1599379723939200.0,1742706334754500.0,2445264588886700.0,1857815401351200.0,1542127906946400.2,1044741182832200.0,878565121854933.4,613456013864000.1,,,,,
b3073,PTRCTA,patA,540515523900800.0,324491812055600.0,357125992067499.94,308841472635733.3,,,172854061248266.66,72434509341100.0,275454166102400.0,338223452421799.94,378119193695933.4,213399952780000.0,235768848018400.0,151622462523699.97,,41029239247199.99,,,,,
b4384,PUNP2_reverse,deoD,1667315680370133.0,944097468636933.4,846139616997766.6,1072191371809600.0,408977894587733.4,921690471494100.0,483668401465600.0,176903884091666.7,247698459789600.0,523749165332266.56,900330786320533.6,416942043118400.0,456923281315200.0,235985078303800.0,534630184225133.25,619989040140000.0,5913333333333334.0,6723333333333334.0,6370000000000000.0,6756666666666667.0,5000000000000000.0
b2418,PYDXNK,pdxK,3789379721547733.0,3061092200640134.0,5381777312739799.0,3291623046815599.5,5493268664870667.0,1544622026968999.8,3630151339464867.0,1442701630576167.0,2192183557094400.0,1893707207638900.0,4335752156024667.0,2207236527102400.0,2268627064251200.0,2036218747199700.0,1951126338717600.0,2310049810062399.5,210000000000000.0,,,283333333333333.4,
b3831,PYNP2r_reverse,udp,1.71511084225024e+16,1.2684390990956534e+16,1.2951395860565034e+16,1.5345230030112264e+16,7471275187966600.0,6671091545736799.0,1.0508889487265868e+16,1.0393074674078668e+16,1.5522033019356798e+16,8559222249298034.0,1.803327859545044e+16,8443111219835200.0,9977286646042398.0,7672021338731400.0,6019561301671865.0,6328234761499199.0,2.353e+16,2.133e+16,1.261e+16,1.1196666666666668e+16,8666666666666667.0
b3029,QMO3,ygiN,9879813049924266.0,8104586848472800.0,1.1716944138905698e+16,8125213656025200.0,1.3029267149226736e+16,6869020298527099.0,9774966917678732.0,3675356819771767.0,7603766011124798.0,5000830761691433.0,8726945713793400.0,5265353978420800.0,5862745627715200.0,3897735314603900.0,5867120831318266.0,8633912941975200.0,7250000000000000.0,7500000000000000.0,6520000000000000.0,5300000000000000.0,5303333333333334.0
b0750,QULNS,nadA,2460054559513599.5,1627934358301066.8,1893015483371633.2,1734260905448399.8,1268907303555467.0,327447828856399.94,1488974637076333.5,376352787144033.4,638209596608000.0,1065702386108266.8,1647744472245966.8,995098821192800.0,1214556116483200.2,888063212427299.8,437997549132000.0,749699683184799.9,630000000000000.0,770000000000000.0,696666666666666.8,640000000000000.0,710000000000000.0
b0415,RBFSa,ribE,8.000423049188266e+16,5.700338064881506e+16,8.359697859584213e+16,6.248012084722427e+16,8.970113192346454e+16,2.5964140952019896e+16,7.065716626139167e+16,2.7406293342738264e+16,4.865887888498161e+16,4.858540238656952e+16,7.735996890253096e+16,5.836838816302719e+16,5.5155247601748e+16,4.039540435516319e+16,3.554368546933086e+16,5.589778874512799e+16,1.6356666666666668e+16,2.0096666666666668e+16,2.4413333333333336e+16,2.317e+16,2.203e+16
b1662,RBFSb,ribC,6881249123298132.0,5949591654763868.0,8087306868610366.0,5855195992675867.0,5987585024440366.0,1802795059105600.0,5266668982814200.0,1772714765747399.8,3981781666448800.0,3927544913090133.5,4910044446369967.0,3822551404506400.0,3826974399321600.0,1940134856111200.0,1930951054985332.8,3404573077915200.0,1106666666666666.8,1296666666666666.8,1566666666666666.8,1586666666666666.8,1650000000000000.0
b3752,RBK,rbsK,3496416100443732.5,2346641052849333.0,2926496671820833.0,3185525775950933.0,4067440028005166.5,3958663951963000.0,5710403626120266.0,2385160235240800.0,4332300915152800.0,3811962850306867.0,4909256037284167.0,5239715980147199.0,4536686636182399.0,4041533521279098.5,5492488284866733.0,5521036331472799.0,410000000000000.0,486666666666666.7,456666666666666.7,373333333333333.4,276666666666666.7
b2687,RHCCE,luxS,6.345561236182826e+16,5.168731550488521e+16,8.561951272524136e+16,5.510236363452334e+16,6.6905198875742536e+16,2.2201053728269496e+16,3.4005445940591668e+16,2.60633141220702e+16,3.915577558620241e+16,3.114779622803886e+16,4.716814095865503e+16,2.6631629502192e+16,2.74001473815944e+16,1.77729947397765e+16,2.1097012085207664e+16,2.08145860281888e+16,1.4003333333333334e+16,1.2013333333333334e+16,1.301e+16,1.3663333333333334e+16,1.532e+16
b0222,S7PI,gmhA,3.369159008045973e+16,2.3379523846897864e+16,3.2224697425909736e+16,2.6193434705358668e+16,2.6733263363063164e+16,1.86975623655562e+16,2.764528227925446e+16,1.6118417836034734e+16,2.36955552538648e+16,2.2249644811395e+16,2.878307673050037e+16,2.56484907096616e+16,2.27903811059752e+16,1.6696225487383398e+16,1.80227317886946e+16,2.10624527276232e+16,9136666666666668.0,9113333333333334.0,7380000000000000.0,6433333333333334.0,5540000000000000.0
b2705,SBTPD_reverse,srlD,47149682484266.67,,61401490335633.32,,59320819576366.67,,,,,,62463042605133.34,,,,,,,,,,
b2472,SDPDS,dapE,3789694633242667.0,2792086010141866.5,2991232238539533.0,2614766572098799.5,2663859140514133.0,1002233801286900.0,1983220031877933.2,708758927056633.2,1267113716929600.0,1509858327518466.5,3217607356941433.0,1576542461371199.8,1723728119523200.0,935775318468900.0,864699755954466.5,1021391659870400.0,226666666666666.7,250000000000000.0,213333333333333.3,226666666666666.7,243333333333333.3
b3359,SDPTA_reverse,argD,4.617556801225173e+16,3.1634788725946e+16,3.973186944857039e+16,3.16878468633608e+16,2.1102937662923936e+16,8105542627741299.0,1.683075658980213e+16,1.1980375470794436e+16,9938687626777598.0,1.4885434572430232e+16,2.56588248274147e+16,1.4706161137550398e+16,1.5915682634088798e+16,1.5496794372796798e+16,1.08627322653652e+16,1.09182462720048e+16,4850000000000000.0,4720000000000000.0,5293333333333334.0,7876666666666667.0,7553333333333334.0
b3591,SELCYSS,selA,1203327305012266.5,822855416782000.0,756907695295599.9,899469958205466.8,326720644772900.0,81174059080799.98,351365996361466.7,130707490193533.34,194069378028800.0,455203373617166.7,792323599150033.4,332701293427200.0,410123462032000.0,308233078507199.94,82284252906533.34,117245163686399.98,,,,,
b1764,SELNPS,selD,7436829409838934.0,6335478933097066.0,5431369822022766.0,5872628591565868.0,4506262862030234.0,2181027801662500.0,4542037399267334.0,1519673491551199.8,3253016482428800.0,3735450792575000.0,5230553685546734.0,3809329053014400.0,4173445213214400.0,2469771928710799.5,2543412301777599.5,2761051854461600.0,2326666666666667.0,2536666666666667.0,2350000000000000.0,1940000000000000.0,1890000000000000.0
b2264,SEPHCHCS,menD,,,,59307894464933.34,,,,,,,,,,,124387333264333.31,,,,,,
b3607,SERAT_reverse,cysE,3151940508534400.0,2182256034701866.8,2541841110977666.5,2545363877909067.0,855568460663466.6,127453421297999.98,731343268006000.1,511220877703600.0,756322791535200.0,1688444085775766.5,2059545731908333.2,1387371478921600.0,1060434345526400.0,371296038102500.0,148369767474866.7,260959050641600.0,1516666666666666.8,1493333333333333.5,1200000000000000.0,956666666666666.8,840000000000000.0
b2366,SERD_D,dsdA,1534535393681066.8,1200199810880000.0,1464825546094799.8,1451240885206933.5,1280960167114666.5,685990474717100.0,815882661876533.2,394784252322700.0,535642857787200.0,709025635350999.9,1103354980198866.8,556793008544000.0,612306880843200.0,367650125425100.0,633045325106333.4,453285982702400.0,,,,,
b0893,SERTRS2,serS,2.4104182297345068e+16,1.7318645763747998e+16,2.21782907182539e+16,1.8715753258336404e+16,1.4347505627284368e+16,4168249298035200.0,1.2825268050868866e+16,4978535500893134.0,9551978800047998.0,1.0285516034363068e+16,1.6784313533381434e+16,1.1940718350562398e+16,1.2584283184807998e+16,8274809314506699.0,4860062482780266.0,5228174438083199.0,6246666666666667.0,6840000000000000.0,7260000000000000.0,6746666666666667.0,7146666666666667.0
b3089,THRt4pp,sstT,,,,,,,,,,,,,,,,,706666666666666.8,946666666666666.8,880000000000000.0,630000000000000.0,340000000000000.0
b1746,SGSAD,astD,,,,,,,,,,,63725193208533.34,36655212924799.99,,,,88870975953600.0,,,,,
b3368,SHCHF,cysG,570845755051733.4,136622082981066.69,217273473716800.0,620447719919066.8,235985805613133.4,73496975038199.98,263116875761133.3,273291287970866.7,375239228919200.0,170357249044233.28,575309243084466.8,637942648065599.9,228557272308800.0,377624350553100.0,87014916900266.67,126696915639200.0,,,,,
b3939,SHSL1,metB,5340876042970667.0,2305297678118399.5,2158476396498800.0,3680631723495067.0,1075969643311500.0,531377112287000.0,1753758390174266.5,1163715546656533.5,1847402809546400.0,1406687457597433.2,6269113313694134.0,1201981632471999.8,2013414972213600.0,1875118739858000.0,625363012856266.5,830240784904799.9,1666666666666666.8,2550000000000000.0,3093333333333333.0,3383333333333333.0,2476666666666667.0
b1748,SOTA,astC,717453478600533.4,483284489646000.0,640271131184566.6,462045082327733.3,225597993619700.0,482865497174900.0,510883871248400.0,269675899305500.0,691533942745600.0,445013505321166.56,840817505331600.2,745883780493600.0,471971656779200.0,444078980382800.0,549000649221933.25,648664347339199.9,1733333333333333.5,1480000000000000.0,640000000000000.0,260000000000000.0,136666666666666.69
b1584,SPMDAT2,speG,2105128697694933.2,1878936518665733.2,1789148953818233.2,2090337042192933.2,544995812331100.0,239861768840399.9,693217743472799.9,439977927255866.6,591106824960800.0,1240434893650933.5,1495926849972200.0,1464752783245600.0,942044631714400.0,379753186055600.0,167996362779666.62,295383113831199.94,166666666666666.7,210000000000000.0,210000000000000.0,186666666666666.7,200000000000000.0
b1646,SPODMpp,sodC,8827588009280000.0,7397200549419334.0,9476252424692868.0,6822701761530666.0,8654917621515334.0,1.08933636925113e+16,5790037649687201.0,5418711963335968.0,5740407699807199.0,4644727557099567.0,8515459486691166.0,4227476633574400.0,4198339900148000.0,4049196687159400.0,7145146715358666.0,7154351609128800.0,4873333333333334.0,2243333333333333.2,1776666666666666.8,1443333333333333.5,1353333333333333.5
b1525,SSALx,sad,1794472501830400.0,1272624863930000.0,1557932108507999.8,1429847482256666.5,696814821277566.8,232494664672200.0,1201384970973200.0,274358094062500.0,668834745184800.0,1630037227265833.2,1475925651065233.2,2051304989541600.0,1194454776778399.8,470391975112500.0,587581457976333.2,707989134898399.9,,,,,
b2261,SUCBZS,menC,464021600893866.7,297746022083066.7,310324560574966.6,640282834209200.0,903919878432566.4,63062963893999.99,291279004879199.94,129308053022166.64,148322579415200.0,266024946533600.0,480438805751266.7,473276203670400.0,152338675527999.97,206723516050100.0,254173726660333.28,256973690191200.0,,,,,
b0954,T2DECAI_reverse,fabA,5.894762268268052e+16,5.0871556428558136e+16,5.671512291727257e+16,4.559690598483067e+16,6.058246553614292e+16,4.19825942819892e+16,6.090584764247707e+16,2.4802952789863136e+16,3.87156578975672e+16,3.684389030335699e+16,5.557994154263527e+16,4.576406901772e+16,4.537543809121519e+16,2.7264741634932896e+16,4.445852982290647e+16,5.25787657977888e+16,1.9176666666666668e+16,1.679e+16,1.6453333333333334e+16,1.722e+16,1.4106666666666668e+16
b1134,TDP,nudJ,3398867238985600.0,2640988211211466.5,3033880092081566.5,1499180035485066.8,3525471568733267.5,643373792158999.9,1753154420829933.0,849600818566533.4,1267545651118400.0,1320510496147500.0,2433417718742300.0,2291617736136799.5,1366598183119200.0,2072689531082800.0,2274632240097800.0,2738079541110399.5,,,,,
b3790,TDPADGAT,wecD,309137981011200.0,,42312368595999.99,44064725963066.67,,,81439965476133.34,,41390795598400.0,77406189135833.33,124860526631900.0,153531568515199.97,46662040043199.99,,,38393580498399.99,,,,,
b3791,TDPAGTA,rffA,336463984687999.94,230601974894666.62,253459038552833.28,281426569253200.0,88483248303766.69,,53736556236999.99,39614632205599.99,53803243635200.0,171310650131066.7,276785962669666.7,162077150055999.97,116455933479199.98,47643920602599.99,,,253333333333333.3,220000000000000.0,223333333333333.3,236666666666666.7,263333333333333.3
b2038,TDPDRE,rfbC,7194063382120534.0,5232829519301068.0,6627568560572000.0,4894369413105200.0,6216257228369034.0,2413770625389899.5,5553400729528599.0,2095925551736633.2,4151610427270399.0,3181180965986732.5,5505975421832500.0,4384660284129600.0,3883658580256000.0,2915655126631799.5,3538946348819932.5,3524350043996799.5,550000000000000.0,633333333333333.4,776666666666666.8,666666666666666.8,680000000000000.0
b2040,TDPDRR,rfbD,8364786889060267.0,5882225863369334.0,7166876104014399.0,6253388204910001.0,4738423826564066.0,1333448413044299.8,4333156727450200.0,1738671238980099.8,4163221307171200.0,3607779022398033.0,5997395410962934.0,6016713294712799.0,5294413117521599.0,2711943967000799.5,1716232172311799.8,2053354977008800.5,670000000000000.0,843333333333333.4,960000000000000.0,896666666666666.8,1043333333333333.4
b0166,THDPS,dapD,8.105984543777387e+16,5.942402520644333e+16,8.571857370540346e+16,6.9911274531740136e+16,7.0460918773350536e+16,1.2112911878789398e+16,3.86884917900416e+16,1.5882786189469434e+16,2.8409582187655204e+16,3.0885867834795828e+16,6.012698679111847e+16,2.79141152971072e+16,2.99231442936096e+16,1.98495600597588e+16,1.6404929046127598e+16,2.37568601977616e+16,7863333333333334.0,1.1043333333333334e+16,1.173e+16,1.3043333333333334e+16,1.5136666666666668e+16
b3616,THRD,tdh,3047350110769066.0,2097395312815600.5,3053127117244000.0,2659123550556667.0,1420607733885733.5,803362205839199.9,1474707440334266.5,1148127887476599.8,1522102659176800.0,2034379984340232.8,2961822653921533.0,2249315700955200.0,1610442752639999.8,1482225915940699.8,901810550347666.8,1131494289638399.8,790000000000000.0,840000000000000.0,516666666666666.7,,356666666666666.7
b1719,THRTRS,thrS,5696820729277866.0,4018045107680800.0,2582701727644266.5,3747881429266800.0,1196047219060199.8,455149368152500.0,1954946637709866.5,531703604500466.7,895152448035999.9,1564261060629066.2,2943843486589833.0,1501414575864799.8,2118996567104000.0,1019096990478000.0,478011122822200.0,894751093268800.1,3323333333333333.0,3560000000000000.0,3696666666666667.0,2796666666666667.0,2686666666666667.0
b4382,TMDPP_reverse,deoA,4425217710608000.0,3467031548600667.0,4767780459895033.0,3531389278091733.0,4199599187177900.0,2662049620390299.5,2809705132913466.5,1514581362465833.5,2270557212413599.5,1921448277215833.2,4231244169806367.0,2512243021131199.5,2259259642635199.5,1906535161855100.0,2501838218259599.5,2835498732615999.5,796666666666666.8,540000000000000.0,456666666666666.7,383333333333333.4,376666666666666.7
b2827,TMDS,thyA,1373129365384533.2,1977092041928266.8,1692935389283133.2,2654637016265733.0,900348900384633.2,131645709796999.98,545510849903066.7,213431416909100.03,442160452418400.0,1035688692072033.2,1613401921086033.2,1668743623152799.8,737399434344799.9,487124684399500.0,622052362080599.9,331985704702400.0,630000000000000.0,670000000000000.0,696666666666666.8,643333333333333.4,733333333333333.4
b0417,TMPK,thiL,515967338904533.25,168850805462266.7,323708084058966.56,829345775416666.6,94531914560266.69,50284002229299.99,90092197169866.69,37855271823766.66,,216515053783033.3,291733060414066.7,73043990799200.0,175811192625600.0,229401268729500.0,131639906544666.69,229472927722400.0,640000000000000.0,586666666666666.8,556666666666666.7,533333333333333.4,460000000000000.0
b3993,TMPPP,thiE,,,,,,,,,,,,,,,,,2456666666666667.0,2906666666666667.0,3316666666666667.0,3256666666666667.0,3400000000000000.0
b3919,TPI_reverse,tpiA,9.179510372709869e+16,7.695737160659709e+16,1.1700366306323318e+17,7.780458261858894e+16,1.2579660747271088e+17,5.495952848898119e+16,7.78945103303692e+16,4.100214523149637e+16,7.317171812756962e+16,5.352854022011789e+16,8.091388942649208e+16,6.21311554912488e+16,5.934417902468959e+16,5.262195090341209e+16,5.862830747418259e+16,6.11810939988696e+16,2.1966666666666668e+16,1.9906666666666668e+16,1.6613333333333334e+16,1.5886666666666668e+16,1.5723333333333334e+16
b4239,TRE6PH,treC,325412534788266.6,258578725628533.28,198486410476733.38,264783335033466.7,235037205916500.1,118486822586999.95,191065669736933.3,50590777506966.67,111052080403199.98,144508813811166.66,278674092565233.3,230057472655200.0,190274418391200.0,132997144212099.98,66445911155799.99,125164072984000.0,,,,,
b1897,TRE6PP,otsB,585336151530666.8,1012240895171333.2,1200501291411033.2,544145046903733.4,367288794272033.4,419846172112500.0,324459447701999.94,516724747359933.4,660408123190400.0,322928026885766.6,457711424952433.3,210497809827200.0,254479193122400.0,225931192046000.0,310643641509666.6,291722944068800.0,1046666666666666.8,853333333333333.4,710000000000000.0,,186666666666666.7
b1896,TRE6PS,otsA,3187293317892267.0,3336807484498134.0,4410054035584498.5,2921720833853733.0,884022910270966.8,516057705438100.0,912730823651400.0,1255247916008100.0,1503918144743999.8,1609434449115299.8,2785976316481800.0,1354853049913599.8,1239450143684800.0,928173181058900.0,573708651020999.9,817009696936799.9,2090000000000000.0,1526666666666666.8,1353333333333333.5,1036666666666666.8,910000000000000.0
b3519,TREH,treF,118856047284266.69,74648448553466.66,72962813009333.33,66934124789466.66,,,,,,35782656147800.0,,35392132682399.99,,,,,,,,,
b1197,TREHpp,treA,3464168137094399.5,2913489800172000.0,4586288691809999.0,2720271931355067.0,2961790570156267.0,1.1167096685086998e+16,3895550234810867.0,3910616752863433.5,6045878543571199.0,3515359699671332.5,3516520292273767.0,3267459860602400.0,2953616433987199.5,2983213375538199.5,7119265597292200.0,4300883000376000.0,5790000000000000.0,2920000000000000.0,1536666666666666.8,1000000000000000.0,783333333333333.4
b3708,TRPAS2_reverse,tnaA,3105710264850133.0,2164303467486533.2,2452052027073233.0,2627013513189333.0,2290100335637067.0,8876773309398398.0,7225296695037200.0,2963384957592366.5,8647101051934400.0,4912427125803199.0,4707715258466367.0,8285159027915998.0,7649448762508800.0,2946318168992799.5,8736436516875466.0,7676345811624000.0,1.2576666666666668e+16,,,,
b3384,TRPTRS,trpS,2.8385027776182404e+16,1.8224231754790136e+16,2.527045116827593e+16,2.15757337299784e+16,1.641270652046557e+16,4281709524352399.0,1.1586234548612532e+16,5825562232101034.0,9346276378267198.0,1.2080092653602166e+16,1.918893362440037e+16,1.2565664289759198e+16,1.22906800450208e+16,8002520793752798.0,5415848003343066.0,7048283058175999.0,4233333333333333.5,4383333333333333.5,4496666666666667.0,4520000000000000.0,4880000000000000.0
b3991,TYRL,thiG,,,,,,,,,,,,,,,,,1346666666666666.8,2150000000000000.0,3413333333333333.0,3283333333333333.0,3223333333333333.0
b1637,TYRTRS,tyrS,8200225105773867.0,6722014623392134.0,6393519576703434.0,6746247393232668.0,1328284442278300.0,535962430383800.0,1957906607223666.5,1267265574549166.8,1853245749206400.0,3374359654625267.0,5071238704327766.0,3218721655387199.5,2813454703340800.0,1336345324754999.8,1175441738068399.8,906091358996000.0,2763333333333333.0,3076666666666667.0,3133333333333333.0,3310000000000000.0,3506666666666667.0
b0179,U23GAAT,lpxD,1.0497765532798934e+16,7688281791345867.0,1.0193872283847534e+16,8764898229787467.0,8730225970765034.0,4318302256389100.0,6570665845532532.0,3275527046154734.0,5182656696333599.0,5180648231089634.0,8324465453161366.0,5117141904606400.0,5265604799592800.0,4622368052433599.0,5858893213592466.0,5529576250021600.0,3676666666666667.0,3346666666666667.0,3110000000000000.0,2873333333333333.0,2476666666666667.0
b0085,UAAGDS,murE,3689025024865067.0,2731015416743600.0,3640413305928001.0,3065840249218133.0,3017769134611233.0,752490614827699.9,1733915879613666.2,667600622608533.2,1174768406131999.8,1626329778825099.8,2463861525670499.5,1846087539926400.0,1473479084943200.2,911791094620700.0,818342406197066.5,1156619658111199.8,303333333333333.4,503333333333333.4,363333333333333.4,393333333333333.4,480000000000000.0
b0480,UGLCURPpp,ushA,6786886421228800.0,5106382811783867.0,6253263801571467.0,5861457211964668.0,7137009098041566.0,5764887510088699.0,6171701095189067.0,2728054935500133.0,4924037675964799.0,4267866684337067.0,5392754719676799.0,4020701367190400.0,3970329383514400.0,3307276778118600.0,5209944717776332.0,4615853160067199.0,2070000000000000.0,1690000000000000.0,1740000000000000.0,1516666666666666.8,1346666666666666.8
b3787,UACMAMO,wecC,1140534084755200.0,763334157641999.9,815646355372966.6,855140067222933.2,158452778039100.0,58475305454299.98,300255720885466.7,107886716827266.66,226249144020000.0,402253970293366.6,884416667167933.4,577490776025599.9,498071066094400.0,283992463320299.94,144092644212733.3,159241208552800.0,,,,,
b3786,UAG2E_reverse,wecB,1928648562055466.8,1471377996945733.5,1486908575729466.5,1513766045293600.0,485095488419833.4,91529492184199.98,406315403035533.3,147613645777866.66,320087436430400.0,508939382371266.7,1106081729251466.8,865542331587199.9,686389191073600.0,257898240951400.0,101324049323933.31,210811282670400.0,,,,,
b3189,UAGCVT,murA,7913638460386131.0,5139961661897067.0,5609217785672234.0,6209506523637200.0,3258518287498100.0,879391182369699.9,3121088851029066.5,1468959960120400.0,2090928147251200.0,4115418696597065.5,6650861855467368.0,3712706401645600.0,3405177471736799.5,2020432101647400.0,1233846463534666.8,2156748981706400.0,1226666666666666.8,1380000000000000.0,1440000000000000.0,1366666666666666.8,1503333333333333.5
b0090,UAGPT3,murG,2092442619236266.5,955539485454400.0,909230823609033.2,773955047892133.4,779191658097566.8,161035346259199.97,840654377404399.9,298379409190266.7,822489650524799.9,673581088305833.4,519444451030266.7,310940187966400.0,468356840676800.0,244720942890900.0,258385140108333.28,794122585061599.9,,,,,
