bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b0134,1170144752331733.2,727754610061733.4,899532475818300.2,798336013006933.5,524325717574266.7,228096580261199.97,924319215640600.0,655602270154299.9,795278805226399.9,757695691071066.8,2234509546420167.2,916116204365599.9,766215632978399.9,557510366348600.0,226559214678866.7,159616115736799.97,9843333333333334.0,9140000000000000.0,7260000000000000.0,7213333333333334.0,6723333333333334.0
b0142,2282437962114133.0,1710675611222666.8,2433670947824966.5,2087512868715866.2,2617339657282567.0,1259986849379299.8,2618804779295466.5,835549341855066.8,1281177711495999.8,1284597350620566.8,2457096677537767.0,1820795678382399.8,1430837005531199.8,1318189544906499.8,1790052698716333.2,2244875218904000.0,,,,,
b0143,144665485927466.7,229474604646000.0,248483304867599.97,177169350526933.34,96852069490833.34,,,,,38080369648799.99,85699121576666.67,190791164318400.0,40364976828000.0,88949279247499.98,133166401447199.95,45867785803999.99,,,,,
b0144,507334741854933.4,418078508322533.4,421113077753766.6,295434218400533.3,318071897715066.75,269095282682799.97,439014680574599.94,103281451845400.0,212458883686399.97,335253500837933.4,402219299467866.7,554039772072800.0,371020826171999.94,325377925040000.0,1159575381827133.5,435233864975199.94,,,,,
b0145,4.70984917981536e+16,4.184378746713572e+16,4.650999051468216e+16,3.619524048078587e+16,5.391565759738271e+16,2.9683942934207096e+16,4.606560254044927e+16,1.95472425625707e+16,3.44130001267816e+16,2.8542019565439964e+16,5.132990460757206e+16,2.86069257856512e+16,3.08140144521224e+16,2.8548884045511196e+16,3.9270941498304264e+16,5.05143197582816e+16,1.2263333333333334e+16,1.3823333333333334e+16,1.4946666666666668e+16,1.4363333333333334e+16,1.2373333333333334e+16
b0146,458597933269333.3,453522224951599.94,166133671162666.66,337217685150266.7,580954379160766.8,39920034181999.99,146502705874199.97,80120016024666.66,116290119303200.0,154896429727733.3,240199212560400.0,410734505132800.0,151810771851199.97,66701832205399.99,492003484558666.7,326739935293600.0,,,,,
b0149,,,,,,,,,,,,,,,,,956666666666666.8,950000000000000.0,776666666666666.8,683333333333333.4,600000000000000.0
b0150,325687607165866.6,143149161292666.7,218307563940966.62,399151750803866.6,243935709363066.7,53126995777099.99,125810108051333.34,43689402805733.336,112568817564799.98,98535572478833.31,237425694686766.7,124377929893600.0,83727529571999.98,150876246846499.97,196283097927399.97,98122720807200.0,,,,,
b0151,1647856976861866.5,1184641519925733.5,1354897076479799.8,1461461946901600.2,842660147942233.4,212109908899699.97,592251171748600.0,206933783258233.3,400947077422399.94,975247819332966.5,1086287125623366.8,3921781166562400.0,657809334443199.9,221230587594799.94,1552322835444333.2,427908947539199.94,,,,,
b0152,486981794940799.94,204359139439466.7,765035436822133.1,590386970617733.4,589241895991333.4,181413137582599.97,385608466533333.4,90854519562266.67,167744108272800.0,230761610429466.62,473189836734133.25,374298388191200.06,373165787526399.94,225024997338399.97,,489939238525600.0,,,,,
b0154,1.8868520928911996e+16,1.3666445559148668e+16,1.3787295224409934e+16,1.5412531286726e+16,4673880712628534.0,1568276601890600.0,5598204304931334.0,2912628356546100.0,4363964815286400.0,9382732164916498.0,1.3239009294163298e+16,8624443863487200.0,8135072331876800.0,4148849871970299.5,1943348107719333.0,2522623630905599.5,3936666666666667.0,4206666666666667.0,4573333333333334.0,4660000000000000.0,5116666666666667.0
b0156,1.8208995566568532e+16,1.644926893493893e+16,1.8154469871945336e+16,1.65535606824392e+16,1.5888305407892834e+16,6905805235363998.0,1.3611066471201332e+16,5654401607130200.0,1.04351439637312e+16,9830219399696534.0,1.9278291748192836e+16,1.05763899643408e+16,1.06194953841936e+16,9580254314544198.0,1.1675792656052066e+16,1.54496672476128e+16,2960000000000000.0,3520000000000000.0,3676666666666667.0,3973333333333333.5,4646666666666667.0
b0158,226276777876266.62,140417122784400.0,108587474230366.66,120255383240533.34,100213128333066.69,33938400669599.996,84269687026200.0,43603046775299.99,51074146159199.99,162371462050399.97,157796304655333.34,101898814592800.02,73489593437600.02,76033491327499.98,,,,,,,
b0159,2.7021006760596268e+16,1.9464936307771732e+16,2.7947782482824696e+16,2.08815979293348e+16,2.1421998047766e+16,7178439520449400.0,1.7051405788943934e+16,9238847623933568.0,1.2488841556916e+16,1.3898614698008798e+16,2.1901414978321004e+16,1.5264399218824798e+16,1.4074234849677598e+16,1.0701850485851698e+16,9091738408218400.0,1.1912960355759998e+16,1820000000000000.0,1950000000000000.0,2073333333333333.5,2040000000000000.0,2443333333333333.5
b0161,2.7590001768102396e+16,1.8447563748700796e+16,2.3942377046717496e+16,2.13589687577784e+16,2.3093827215429436e+16,1.7533876556346498e+16,1.3725099221325268e+16,8322910279613334.0,1.0755671063926398e+16,1.110778165826153e+16,1.5892975660205634e+16,1.05211601787584e+16,1.1493610208949598e+16,8610735217534799.0,1.4984149430786798e+16,1.38413006672016e+16,6346666666666667.0,7000000000000000.0,5253333333333334.0,4283333333333333.5,4243333333333333.5
b0163,2.3412105085191468e+16,1.5919689645972e+16,2.4235026877844636e+16,1.70256677883572e+16,2.3167063288253896e+16,2.5583539882478196e+16,2.26856325095946e+16,1.3013412330711498e+16,2.0700025189640796e+16,1.6479395843843728e+16,1.9928635065852396e+16,1.5910232558864e+16,1.5894925135731198e+16,1.2733186286564098e+16,2.21021444554372e+16,2.4341508244731996e+16,1.513e+16,1.253e+16,9456666666666668.0,7090000000000000.0,6206666666666667.0
b0166,8.105984543777387e+16,5.942402520644333e+16,8.571857370540346e+16,6.9911274531740136e+16,7.0460918773350536e+16,1.2112911878789398e+16,3.86884917900416e+16,1.5882786189469434e+16,2.8409582187655204e+16,3.0885867834795828e+16,6.012698679111847e+16,2.7914115297107196e+16,2.9923144293609596e+16,1.98495600597588e+16,1.6404929046127598e+16,2.3756860197761596e+16,7863333333333334.0,1.1043333333333334e+16,1.173e+16,1.3043333333333334e+16,1.5136666666666668e+16
b0167,113738341850666.66,,57008056214300.0,43601123075066.664,66064991715400.0,,111630371757666.66,,50382372873599.99,88484041830499.98,288270957192766.7,,193547766994399.97,135605415678599.98,127572729229733.31,52947705126400.0,70000000000000.0,70000000000000.0,60000000000000.0,50000000000000.0,43333333333333.336
b0168,2.0254690110779736e+16,1.5405163689918804e+16,2.032378189345377e+16,1.5689989003611068e+16,1.4696765910897736e+16,4215821075223099.5,9715752872370134.0,4622201256839368.0,8691862146428000.0,9488241814463634.0,1.441879332782693e+16,9617243251747198.0,9352615019395200.0,5829770105626599.0,4216229951879000.0,5729218917965600.0,2833333333333333.5,3213333333333333.5,3526666666666667.0,3510000000000000.0,4346666666666667.0
b0169,1.4887729155696106e+17,1.1890051725507106e+17,1.4269866172811272e+17,1.0905843395792614e+17,1.4435445477366448e+17,3.61824507056124e+16,9.299590662203398e+16,3.848432545144474e+16,6.42915981709312e+16,6.407393539556935e+16,1.243276709539852e+17,7.28961106090944e+16,7.953467536313758e+16,4.975047331523569e+16,4.292893209001539e+16,7.270085097902e+16,3.943e+16,4.032666666666667e+16,5.1103333333333336e+16,5.0213333333333336e+16,5.8623333333333336e+16
b0170,1.3512723614342718e+17,1.0372601495908029e+17,1.25247002867636e+17,9.803432723005787e+16,1.3945661021374195e+17,4.49686207115789e+16,8.872049644144526e+16,3.718286268607154e+16,6.20716724721104e+16,5.87187385846312e+16,9.65737975871635e+16,5.975486850759999e+16,6.668084227366e+16,4.451159878366739e+16,4.860197764869113e+16,7.184834725587679e+16,2.7766666666666668e+16,2.8903333333333336e+16,3.2966666666666668e+16,3.703e+16,4.2803333333333336e+16
b0171,2.6018525596779732e+16,1.7769331023153738e+16,2.761388741430476e+16,2.16229367253032e+16,1.0903368256894034e+16,3111470846397900.0,1.25000968211184e+16,6439571734425033.0,1.1515716509815198e+16,1.1904688721166166e+16,1.8748078574439864e+16,1.5314536534283998e+16,1.52104085208936e+16,9460415085405200.0,3739502493750467.0,5699325282177600.0,1583333333333333.5,3233333333333333.5,3326666666666667.0,2673333333333333.5,3913333333333333.5
b0172,5.1819645422576e+16,3.911214528990907e+16,4.9674155472164296e+16,4.15755318907264e+16,5.321243221269483e+16,2.22300451060772e+16,3.4136878000925268e+16,1.5244370593435968e+16,2.7596422286853596e+16,2.499195193638003e+16,3.7594007426472536e+16,2.6115423274607996e+16,2.7018785184747996e+16,1.8139229509121696e+16,2.4080810440156064e+16,2.7140209468112796e+16,1.3896666666666668e+16,1.3136666666666668e+16,1.2493333333333334e+16,1.2403333333333334e+16,1.397e+16
b0173,770060924785066.6,292869260849200.0,609189490834899.9,1001526063157200.0,231024520950600.03,108255522684399.98,413591477847600.0,110244976566299.98,260942987804800.0,446201375160033.25,476337210162900.0,368684403408000.0,434456462827200.0,505853858290199.94,2648596060233933.0,397274048478399.94,,,,,
b0174,334932796255999.94,161875336095199.97,231919580145899.97,115772547042133.36,,,105833157075533.34,,84297434737599.98,199494021753866.7,255634141077999.97,44158871861600.0,179099222241599.97,77009133861799.98,214603575878999.97,169984248671200.0,,,,,
b0177,1.6278009283933864e+16,1.2353398523494e+16,1.4883934389929168e+16,1.4098987492716934e+16,9622028541251634.0,1.1195866288728098e+16,9181571266524798.0,5671745672850000.0,7156555881824000.0,8386098326192767.0,1.37874355569871e+16,7512087625550400.0,8439406115299999.0,6479225557202299.0,7761206767254600.0,7131890695672801.0,1640000000000000.0,1673333333333333.5,1596666666666666.8,1353333333333333.5,1413333333333333.5
b0178,6.060587925733975e+16,4.7887004383031336e+16,8.775092033849072e+16,4.6826420078301736e+16,8.954570290674957e+16,4.446880895198559e+16,5.104789053830007e+16,2.379348725588343e+16,3.3137449504120796e+16,2.796351027510386e+16,5.281060762171157e+16,3.0103334686061596e+16,3.1079383924192e+16,3.0433060200078896e+16,3.9882761417533464e+16,4.30709363310312e+16,2.6853333333333336e+16,2.7076666666666668e+16,2.3683333333333336e+16,2.2283333333333336e+16,2.4893333333333336e+16
b0179,1.0497765532798934e+16,7688281791345867.0,1.0193872283847534e+16,8764898229787467.0,8730225970765034.0,4318302256389099.5,6570665845532532.0,3275527046154734.0,5182656696333599.0,5180648231089634.0,8324465453161367.0,5117141904606400.0,5265604799592800.0,4622368052433599.0,5858893213592466.0,5529576250021600.0,3676666666666667.0,3346666666666667.0,3110000000000000.0,2873333333333333.5,2476666666666667.0
b0180,2.12558351107744e+16,1.1583533529390666e+16,1.1034019702485e+16,1.4706816358294668e+16,5306111283166067.0,2437840662527199.5,6340492536032201.0,3802942724722766.0,5606280496764000.0,7378632465442065.0,1.3778653197125332e+16,8543780293358399.0,7559622505577602.0,5574117632794199.0,2964662580913733.0,3342182821559999.5,6630000000000000.0,8953333333333334.0,1.0383333333333334e+16,1.1493333333333334e+16,1.351e+16
b0181,6342977762101334.0,4400887733056266.0,3072974622239633.0,4958315293681867.0,2872012063109100.5,1798956096094499.8,3582537372601199.5,2015548683557100.0,2771007234902400.0,2648311339639333.0,5727446275250568.0,2726673973875199.5,2721442595608800.0,3296983715762099.5,2044386139425666.2,1977877636267199.8,3543333333333333.5,3420000000000000.0,2856666666666667.0,2850000000000000.0,1963333333333333.5
b0182,316083735242666.6,405464498342400.06,308108972857433.3,227924873505466.66,80741781462233.34,,75065292348800.0,44095797341633.33,104439318534400.0,154473672801266.66,266217142343866.62,198979504059999.97,237536197415999.97,59498319855100.0,58088213336999.99,111955260894399.98,2250000000000000.0,,1506666666666666.8,1196666666666666.8,1036666666666666.8
b0183,871339321677866.5,819678813855066.8,592553091329333.4,423288219199999.94,675472897566399.9,65166432442300.0,288620598548533.4,141719648396366.66,249859964820000.0,398725880756233.3,887566731235066.8,634275912306399.9,255867712130400.0,177526943389600.0,82809682348799.98,1984529066008000.0,,,,,
b0184,44692914576000.0,,,,230863552351933.34,,,,,,,,,,,,,,,,
b0185,2.5220679392789332e+16,1.9441524053838136e+16,2.4080356440955732e+16,2.027094543218547e+16,2.27648900248225e+16,1.1333294507387998e+16,1.715545630834533e+16,9067303730388300.0,1.1894180406588798e+16,1.2566294641903498e+16,2.1875829498215668e+16,1.4552791636268798e+16,1.3850680680910398e+16,1.0566008485809698e+16,1.2280544545054134e+16,1.2802895756387198e+16,6996666666666667.0,6976666666666667.0,5866666666666667.0,5456666666666667.0,6043333333333334.0
b0187,2020014084166400.0,1626451035089999.8,3404173801569133.0,2578005681786267.0,2787548167533400.0,1143930471385800.0,1579621237429733.2,1362064098137500.0,1904634380179200.0,1160166535241433.5,2007778128539666.8,1597648958751199.8,1353768223575999.8,1069979578804500.0,2393608254457933.0,3862304731672800.0,1060000000000000.0,776666666666666.8,746666666666666.8,700000000000000.0,780000000000000.0
b0188,84360978406399.98,74785101663066.67,105049523305166.66,65647742124533.336,63240123076800.0,,,,,56032295944599.99,98604389890466.66,,45839896488800.0,99552330256399.98,37221128860666.67,,,,,,
b0189,5638303925727999.0,4401785217824400.0,5760362225780500.0,4601645146592666.0,7343916745330333.0,2118049021923099.8,4473446848859733.5,1785148547726866.8,3526478078791199.5,2718506952859833.0,5094953206133199.0,2778287309858400.5,2559154415464000.0,2457102577920199.5,3936578834783466.0,4339661601272799.5,2490000000000000.0,2453333333333333.5,2626666666666667.0,2480000000000000.0,2740000000000000.0
b0190,734142860385066.6,374036090000533.4,318866398747833.3,262988375324266.72,612470198436933.4,290405006994199.94,474307838868066.7,244371584582866.7,479333595748000.0,215408151274266.66,900994749775966.8,184603220882400.0,403002861870399.94,532392481280099.94,377101791824999.94,777777796814400.0,,,,,
b0192,326341033718400.0,286211982746666.6,354415010716166.6,356425891288133.3,575875913730366.8,93702071498699.98,134550848360066.64,86590888837999.98,123766447971999.98,138086852986399.98,154215403486000.03,177632397501599.97,79054748756000.0,221448965793300.0,625108527918599.9,237884276584000.0,,,,,
b0194,3.560934644289706e+16,2.2991741050065196e+16,3.297997933362776e+16,2.7816717912800136e+16,2.9860389304540696e+16,8399473735466800.0,1.9098220927352664e+16,8720959700853065.0,1.3619624278376798e+16,1.6646945066997368e+16,2.6587327708822496e+16,1.7658612095339194e+16,1.70143705026568e+16,1.2722674766000498e+16,9196648074372732.0,1.2899277119886398e+16,7660000000000000.0,8620000000000000.0,9173333333333334.0,9290000000000000.0,9950000000000000.0
b0195,3394530182348799.5,1769452486412799.8,1546345836797666.2,1424010690826266.5,525208959406366.7,100328743151699.98,388930671460933.25,287539761963699.94,509835693150399.94,1310226666942033.0,1199327201944133.2,658438396543200.0,694030217462399.9,172035384774399.97,1018970469352733.1,187105334588800.0,,,,,
b0196,3628283117262933.0,2260824080927999.5,3428120294094967.0,3410993606039599.5,2064827419817066.2,2941683414417999.5,2937124165932667.0,1173873808182400.0,1695991026959200.0,1162064675602833.5,2325254438933567.0,797716306302400.1,1554371256013599.8,1766563157641100.0,1681440736879933.2,2163678006136000.0,,,,,
b0197,3.0868633247886936e+16,2.5285704572475196e+16,1.9583591925682196e+16,2.4538471077843336e+16,7098006641154034.0,3323857373202799.5,4481951507807799.5,3980336000603833.5,4286017711793599.5,8091910866481834.0,1.4908602167095168e+16,5654440791257599.0,6071896128608799.0,8868365958125800.0,3805466680916267.0,4687044860195200.0,3.0946666666666668e+16,3.5113333333333336e+16,3.6413333333333336e+16,3.682666666666667e+16,2.9276666666666668e+16
b0199,4389279702409600.0,3180956231590667.0,2030212278416600.0,2970725133684933.0,966505235272466.8,240895016438299.97,874829139225600.1,383567456449566.6,390077054207199.94,1401924455428266.5,2841737788243700.0,1367069378304800.0,1175111611272800.0,472410145952499.94,256153780291199.97,330136176271999.94,1013333333333333.4,1090000000000000.0,1423333333333333.5,1506666666666666.8,1633333333333333.5
b0200,9108650082220800.0,5982922077552934.0,8070420456827634.0,7433931017136400.0,8304133443073499.0,3749488910038199.5,8147410750971267.0,3243319828840167.0,5904671342438399.0,4765478752887199.0,9727279727758768.0,5982348740388000.0,6269037938678399.0,4174747490986100.0,4737222385326934.0,5267193516009599.0,,,,,
b0207,1998914442963200.0,1230806060766800.0,1478335422498433.0,1663004079217599.8,1545279980221633.2,540539919235400.0,1278979926200600.0,381265503155433.4,1022105724869600.0,1254720572870333.2,2362882381559600.0,1518861460173599.8,870157240037600.0,753791462745299.9,734765100874933.2,1194553981173599.8,1426666666666666.8,1956666666666666.8,1283333333333333.5,583333333333333.4,436666666666666.7
b0208,317554672710399.94,203379310870399.97,228215868925399.97,270512380832399.97,133133103752866.67,39883076477999.99,110035704051866.64,48164013408533.336,63603016256000.0,131993498921600.0,201779800115100.0,168599386761600.0,127991048761599.98,67520893698299.99,41677507053599.99,70805140234399.98,130000000000000.0,103333333333333.34,83333333333333.34,63333333333333.336,66666666666666.67
b0212,1698144812163200.0,1205022963947600.0,1545335765031466.8,1331075493666800.0,1175941654542400.0,1940450441928600.0,1767078468605666.8,800877859241466.6,1372246729783999.8,1095282667965100.0,1282544361078600.0,1493683505928800.0,1173260227090399.8,865551738634799.9,2336542086211666.5,1357502467925599.8,2160000000000000.0,1896666666666666.8,1270000000000000.0,1250000000000000.0,876666666666666.8
