bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b2304,1161611347948800.0,516806913284666.7,932840446576933.4,774392969201600.0,243127713252900.0,333676190297799.94,614457499217466.6,365129881130566.7,613271649685599.9,850427124145833.2,906461006823633.2,977911256794400.0,656277958301599.9,338616196440199.94,782259812627333.2,547745057582400.0,2066666666666666.8,1576666666666666.8,800000000000000.0,536666666666666.7,393333333333333.4
b2306,3123927979929599.5,2359768059818399.5,2952891074219266.5,2525715121851600.5,1425447329264466.5,1397318129597599.8,1667393585949866.8,1581548442198666.8,1418044734075199.8,1721048227051166.8,2532858268759933.5,2171344339087200.0,1585592505054400.0,967060909868199.9,1623537640934733.5,1572060489686399.8,780000000000000.0,960000000000000.0,680000000000000.0,643333333333333.4,530000000000000.0
b2309,6.441932559851947e+16,4.84677955790112e+16,6.165475195141568e+16,4.6281217577824136e+16,8.02845100627083e+16,5.93942229062511e+16,6.17541986930518e+16,2.945488079467697e+16,3.2145383409791196e+16,3.2086586702803196e+16,4.774083331048399e+16,3.37992210816072e+16,3.5744130992652796e+16,3.3497317481105788e+16,6.301722859530266e+16,6.16541661387344e+16,1.4606666666666668e+16,1.5576666666666668e+16,1.5413333333333334e+16,1.5726666666666668e+16,1.7583333333333334e+16
b2310,3.75235579336448e+16,2.8860215791555864e+16,3.67784750664938e+16,2.6519324891285336e+16,3.274844146356413e+16,1.8769789558999917e+17,8.08178960280588e+16,8.338108252790486e+16,9.56418045277432e+16,4.983934962936039e+16,4.30545908119693e+16,5.52096959266544e+16,5.215090633934159e+16,3.977502710914879e+16,1.5798723491552906e+17,1.2672010375955438e+17,5.1133333333333336e+16,4.296666666666667e+16,2.082e+16,2.0116666666666668e+16,7510000000000000.0
b2312,4991785327959466.0,3492229367608799.5,2268105012473733.5,3057876557992666.5,844479524773133.5,213775200493399.94,705489890593800.1,270999009892833.34,346980261375999.94,928748197665366.5,2308260826826933.5,1034020894279200.2,978484737528000.0,801562517474599.9,324546124221733.3,485111609371200.0,586666666666666.8,453333333333333.4,650000000000000.0,1086666666666666.8,1043333333333333.4
b2314,2068482395169066.8,1658415877331733.5,1872284107535399.8,1870110384005733.5,1691748169204333.5,1052699678853899.9,998927472456333.1,467443982846033.3,547842485950400.0,785558929437500.0,1217117905494900.0,671362710411199.9,902737505993599.9,634047297101399.9,675759425311666.8,914162331914400.1,,,,,
b2315,1153739929184000.0,873736240233733.4,903966184431799.9,822625230739199.9,218913498315766.7,,137531025815733.34,55974726741766.67,70840821396000.0,577147392927699.9,632652231210333.4,612987199797600.0,341778652043200.0,89694567661299.98,,53446004015200.0,,,,,
b2316,1.8711121465384532e+16,1.4492280805370666e+16,1.4967345860074498e+16,1.3209550914070934e+16,1.32690559547654e+16,5636782276540098.0,1.0604855818583868e+16,4955984096663867.0,7857674521205600.0,7970595517412167.0,1.3951501492615932e+16,8357167600288000.0,8789975839296799.0,6119430539601399.0,6729372125837533.0,7769302911977600.0,3366666666666667.0,3226666666666667.0,3063333333333333.5,2813333333333333.5,2943333333333333.5
b2318,484834995901866.7,385656296843999.94,620107078992033.4,840938340259733.1,205875040740133.34,,340479307546733.3,130788694170666.67,240599161981599.97,245440425266333.34,535440730360300.1,585421660275999.9,342556303151199.94,4049694449945900.0,361761472989400.0,337247991004799.94,,,,,
b2319,1.1101689799502934e+16,7363538591531732.0,1.0276823237445366e+16,9405832565663334.0,9312814119808300.0,3497561353892899.5,6419814032332134.0,3718473308220700.5,4463530830240800.0,6100683425007299.0,9152531228550568.0,5735907945382399.0,5552661495450400.0,3755042164428100.0,4227808894108800.0,4412237178019199.5,1743333333333333.5,1596666666666666.8,1726666666666666.8,1406666666666666.8,1433333333333333.5
b2320,6243368444115199.0,4056964655326800.0,5377391977111167.0,4762302835572799.0,2015364424884966.8,649182395059099.9,1938903268691133.5,1006790579531266.9,1516273403927199.8,3051080707028133.5,3543356310794767.0,2360870295600000.0,2394938685347999.5,1167343378701499.8,727115569066333.4,978133654313600.0,2480000000000000.0,2243333333333333.5,2296666666666667.0,2043333333333333.5,1903333333333333.5
b2323,1.2990676470058024e+17,1.003860336612756e+17,1.27126353954392e+17,1.0058674833798547e+17,1.1038703100522619e+17,6.0223253824888696e+16,8.799123108846459e+16,5.041679106870134e+16,7.168380468807759e+16,7.297857278111722e+16,1.054299161893714e+17,8.344000873821678e+16,8.49338063435536e+16,5.917467299415628e+16,6.254261841164258e+16,6.598702098375839e+16,1.7843333333333334e+16,1.4593333333333334e+16,9850000000000000.0,8670000000000000.0,7496666666666667.0
b2325,1.1511977113354668e+16,1.0229055844376134e+16,1.3049187315593466e+16,8386003292683334.0,1.5092028115483134e+16,3630953971451799.0,8857253443339600.0,2773171975096099.5,5660359330384000.0,5062504356087899.0,1.07169454540354e+16,5920582560730399.0,6989326061813599.0,5561207602883799.0,3668089120692333.0,8589641282904800.0,743333333333333.4,1243333333333333.5,1050000000000000.0,1360000000000000.0,2026666666666666.8
b2328,563092815069866.8,367176177138400.0,424275140536000.0,305511149173066.7,612322653165900.0,133359624969199.98,441452534609666.5,44890622572733.33,59433891403200.0,100178796832899.98,365281833930066.7,165363466312800.0,202197480770400.0,196530066902399.97,216648276968199.97,126079760793599.98,,,,,
b2329,1.04858423376384e+16,7861606354582402.0,1.0193902994175266e+16,8392497656318535.0,8526287911925565.0,2834530199685099.5,7067701037792200.0,2900361340485667.0,4338395880344799.5,4802596822261566.0,7805936889183934.0,5265649606969600.0,5676948499404799.0,3866571729243299.5,3449283236820666.5,3408458123719999.5,1366666666666666.8,1363333333333333.5,1580000000000000.0,913333333333333.4,1386666666666666.8
b2330,5157444150534400.0,3993160430014933.5,4535152088384566.0,4194148375657334.5,2942183727682599.5,1366518332489799.8,3802298274010600.0,1510957940961466.8,2108599600452000.0,2363251509053767.0,3719790403777967.0,2466756819409599.5,2907655329687199.5,1902997786095699.8,1509068017044866.5,2302613691321600.0,1863333333333333.5,1920000000000000.0,1686666666666666.8,1450000000000000.0,1556666666666666.8
b2331,372459866421333.4,572264233872799.9,503997236152766.7,345319178758400.0,111907999182466.66,179328658024600.0,707844843706000.0,108779731853100.0,215769602162400.0,205645770705733.3,397489068183466.7,69093212310400.0,310560200732000.0,49840215054699.99,,133492993308799.98,,,,,
b2335,1107094430332800.0,212227825303200.0,258053259966600.0,623311932508533.4,682302618305700.0,245368545044699.97,821123234052333.4,233808557228966.7,317425076487199.94,327174573418233.3,713712300965200.1,436717610036000.0,436342192779199.94,1272373693208799.8,732481584488133.4,1074994133072799.9,,,,,
b2340,4307582222878932.0,3547374407903200.0,4239493838043332.5,3404054425116800.0,2742704803619000.0,1517493763718800.0,3004621359858733.5,1071441251840300.0,2222340805092800.0,1865229492642866.8,2821920159984400.5,2072752578369599.8,2255981384459999.5,1587070310339499.8,1643087813197600.0,1754893356378399.8,,,,,
b2341,,,,,,,,,,,,,,,,33411917857600.0,93333333333333.34,80000000000000.0,53333333333333.336,,
b2342,527782939982933.4,298242673993600.0,322358448649866.6,357240436937066.6,141496346672000.0,420764529189899.94,681909961089066.6,425663497904366.7,746264608968800.0,547010740399266.56,699131050246133.4,1038563823303999.9,708642123330399.9,652571299378599.9,561576057633799.94,1000987590103200.0,540000000000000.0,500000000000000.0,366666666666666.7,200000000000000.0,126666666666666.67
b2343,9078671617404800.0,8887360108402534.0,9112024427887334.0,7809963690307334.0,2.49670932277454e+16,9369651907383598.0,1.0783755952960466e+16,3756214452434767.5,7497863706384799.0,6232705381765266.0,9809236281449468.0,5275835962312799.0,6066884453243999.0,4184537219376499.5,7137211177689999.0,9971345929059198.0,,,,,
b2344,249751840570666.7,134805858246266.67,427522110660766.56,309260731541066.7,180579854927766.7,335734212097900.0,224151396523599.97,500483781426000.0,374167882336799.94,180166828811299.97,184104660535799.97,105034698004799.98,129467332260800.0,149886299407600.0,108014834766666.62,86480901220799.98,393333333333333.4,263333333333333.34,140000000000000.0,63333333333333.336,
b2352,179236442417066.7,277475920235733.28,291591983874199.94,,53029834831799.99,,,,,54442844574699.99,,50434037373599.99,,,,,,,,,
b2366,1534535393681066.8,1200199810880000.0,1464825546094799.8,1451240885206933.5,1280960167114666.5,685990474717100.0,815882661876533.2,394784252322700.0,535642857787200.0,709025635350999.9,1103354980198866.9,556793008544000.0,612306880843200.0,367650125425100.0,633045325106333.4,453285982702400.0,,,,,
b2369,1134526271965866.8,1305782623405866.5,998102066418199.9,1041635442712666.8,1330631009120300.0,130854340133999.98,855160919430133.4,60738600244099.99,682420778450399.9,240640109711100.0,499961728308166.7,431875103819199.94,544386757882399.94,407335153635899.94,93243701151333.33,223724887056800.03,,,,,
b2379,795949535681066.6,632768593649733.4,429902041765900.0,618165723970666.8,142269470163266.66,,138558391575066.64,99821572763766.66,131933723178400.03,284390708322666.7,556257317370133.4,331513459024800.0,225023206386399.97,84992341251999.98,52939997463466.67,35001900311999.996,166666666666666.7,133333333333333.34,160000000000000.0,136666666666666.67,123333333333333.34
b2381,544993897471999.94,230818301785866.7,292036628578766.6,195128776136933.34,127314921920600.0,,232410088131000.0,119330046266466.67,40347639022399.99,97690512581499.98,80517166988900.02,200254055687999.97,262922306990400.0,97862280033000.0,39886419604533.33,231019492604000.0,,,,,
b2383,,,,,,,,,,,,,,,,,83333333333333.34,,,,
b2388,2519238528093867.0,1633783888798133.2,1282884859204999.8,1560221794049333.5,537157766573033.4,740591537069300.0,909715628429399.9,618749665811200.0,1045509168069599.9,1928983978172599.8,2023203123071500.0,1931223337850400.0,1123412709421599.9,697290435501799.9,1094904432560399.9,1153984454308000.0,4240000000000000.0,4110000000000000.0,3456666666666667.0,3140000000000000.0,1953333333333333.5
b2394,,,,,,,,,,,,,,,,,356666666666666.7,,,,
b2398,35483323861333.33,,34488130967800.0,,,,48155318971933.33,,42914174615999.99,57964067431933.33,101574539961500.0,,70375049424800.0,,187729434651000.0,,,,,,
b2399,154975487705600.0,254250920169866.7,438090142289866.56,140082012756933.34,372939508342699.94,,325533145939733.3,96803540501700.0,105150386192800.02,165394190846466.7,197562606736433.38,570382161967199.9,64966552367200.0,,566283112709599.9,,,,,,
b2400,2.1845189789138136e+16,1.5964955831299064e+16,1.731920593105923e+16,1.496124361749173e+16,1.7668726866980038e+16,5016766463701299.0,1.0282778726238202e+16,3586977909469299.5,6097925138082399.0,7825034401802700.0,1.3130173619629568e+16,9094449534057598.0,9132373139228800.0,5697113792292999.0,5137175114083467.0,6129404231608799.0,5280000000000000.0,5710000000000000.0,6246666666666667.0,6296666666666667.0,6980000000000000.0
b2411,1592397179453866.5,1015962135094666.8,1079457813203766.5,1261168676585066.5,1149111570127066.8,365002446008899.94,718240412724466.8,258447526958466.7,442554777409599.94,619437535976799.9,1551565364888333.2,844949835812799.9,724965237801599.9,802233571120100.0,902633545515533.4,887174660047200.0,410000000000000.0,350000000000000.0,326666666666666.7,293333333333333.4,300000000000000.0
b2412,,,,,,,,,,,,,,,,,2406666666666667.0,2350000000000000.0,1793333333333333.5,1543333333333333.5,1426666666666666.8
b2414,3.040558102021621e+17,2.2306734373700093e+17,2.9430686677951846e+17,2.3958381104507082e+17,2.6004743523624704e+17,1.150188964386784e+17,1.9117319721383e+17,1.1106046588440094e+17,2.0666931241971597e+17,1.6305476067879408e+17,2.6293410438778774e+17,1.7860156015190637e+17,1.9282885539840237e+17,1.4265978468125366e+17,1.0957957714383018e+17,1.2645375897429278e+17,7.197666666666667e+16,8.149333333333334e+16,7.893e+16,7.806333333333334e+16,7.695e+16
b2415,1.994057868560032e+17,1.7181535421557085e+17,1.914417124662619e+17,1.4961144384462733e+17,2.4021599704130637e+17,1.013554552131695e+17,1.9338236978954486e+17,7.957817963345464e+16,1.262090231870656e+17,1.0653302782748859e+17,9.891471123695678e+16,8.115229558642718e+16,8.91848155978776e+16,6.17786942910466e+16,1.0667374091242661e+17,2.082945372065144e+17,2.7746666666666668e+16,3.3196666666666668e+16,3.796666666666667e+16,3.763666666666667e+16,2.9813333333333336e+16
b2416,5.843269191551679e+16,4.4611022384960264e+16,4.9089772591337464e+16,4.45683857097556e+16,2.7007419981771004e+16,7480097989527798.0,2.3277580630915868e+16,1.1032945957064068e+16,1.32897891387736e+16,1.898324483409097e+16,2.65143549544562e+16,1.6374830876568798e+16,1.4661586957208798e+16,9261780492083698.0,8325883224094332.0,1.19278118500936e+16,1.0913333333333334e+16,1.446e+16,1.7483333333333334e+16,1.728e+16,1.353e+16
b2417,1.4360365077882776e+17,1.0917806880894758e+17,1.4810874397742355e+17,1.0798680587775826e+17,1.6263086292906557e+17,1.1231169438930699e+17,1.4130477790077046e+17,8.38476839233445e+16,9.782380702558318e+16,7.708588381525686e+16,1.0161837012668173e+17,7.116675933622879e+16,7.323390627647518e+16,5.21552877164865e+16,1.062727510759119e+17,1.3313475460394078e+17,8.668666666666667e+16,7.235333333333334e+16,6.7103333333333336e+16,5.931e+16,4.9383333333333336e+16
b2418,3789379721547732.5,3061092200640134.0,5381777312739799.0,3291623046815599.5,5493268664870667.0,1544622026968999.8,3630151339464867.0,1442701630576167.0,2192183557094400.0,1893707207638900.0,4335752156024667.0,2207236527102399.8,2268627064251200.0,2036218747199699.8,1951126338717600.0,2310049810062399.5,210000000000000.0,,,283333333333333.4,
b2421,2.206833607214506e+16,1.4272205109280534e+16,2.1110057091126736e+16,1.5578607570274934e+16,2.02997788164577e+16,6090335839151199.0,1.4636142178720398e+16,4951825289955467.0,1.1232318974545598e+16,9386373609078098.0,1.7792950275968834e+16,1.1100454663282398e+16,1.1105536209827998e+16,8903025750156999.0,7963456421419399.0,9455642836128000.0,1553333333333333.5,1763333333333333.5,2113333333333333.5,2623333333333333.5,3033333333333333.5
b2422,6978375858084266.0,4775486747641867.0,6097641405322099.0,5654422211858000.0,1264704651198266.8,487065107417699.94,1341740512202133.0,1196535537185300.0,2116199694956799.8,3233718692794299.5,4231365735603334.5,3941621877914400.0,3292854991739199.5,914461020284699.8,407802279615133.25,396387937037599.94,410000000000000.0,593333333333333.4,786666666666666.8,740000000000000.0,806666666666666.8
b2425,3.2181980192448e+16,2.5971947425592936e+16,3.19920046221465e+16,2.7526956264719336e+16,2.41749724562996e+16,2.5000928396086296e+16,2.87046353511554e+16,1.6033013559716234e+16,2.91246408367104e+16,1.6058292067733034e+16,2.69898718896576e+16,2.466269025488319e+16,2.4581831106996e+16,1.7037441910523298e+16,2.2360919658995136e+16,2.20924386673368e+16,1.017e+16,1.0293333333333334e+16,1.014e+16,1.0346666666666668e+16,1.1313333333333334e+16
b2426,3059366818696533.0,1879766424640533.5,1885624859627066.2,2262844469193467.0,2219878549966266.8,4878961939631499.0,4959479864222867.0,1708940419354400.2,3526856878904000.0,2311404809597166.5,2597464572110133.0,3358928882520799.5,3136412976850400.0,2086761883570699.8,4545422984775933.0,4165841275504799.5,1686666666666666.8,1870000000000000.0,1383333333333333.5,766666666666666.8,466666666666666.7
b2427,51516098152533.336,182021060636800.0,,,93366273930733.33,,,,,,45893623416500.0,96290817012800.0,,845995778883499.9,54550735414999.99,,,,,,
b2428,631021417064533.2,470333753627733.4,471042541187466.56,599552985994666.8,487327098816200.0,773004453993800.0,1083762299264666.8,353964741896300.06,721080293808800.0,759329294227666.6,1062967938115433.4,1119516046169600.0,892006061311199.9,520745985383399.94,1059973034337066.5,1437072821916000.0,420000000000000.0,400000000000000.0,283333333333333.4,190000000000000.0,136666666666666.67
b2430,153307314006399.97,89616189792266.67,199507211831699.97,954616676909466.8,292330184600866.7,366795618177799.94,175971516632600.0,70078019688300.0,55615706017600.01,144780619661500.0,377720137497500.0,149143453602399.97,285557837912799.94,109065551772799.98,621061816604533.2,569138355942399.9,,,,,
b2431,5460405222603734.0,4127151295683733.5,4239854899545567.0,4601376557024800.0,3349816090951033.5,960627738216300.0,2851394998646133.0,956431241820399.9,2168083760044800.0,2739147261503399.5,3770768858933967.0,3197056423457599.5,2830368634953599.5,1655129735284199.8,1133654564164466.2,1470893973963200.0,1206666666666666.8,1306666666666666.8,1390000000000000.0,1150000000000000.0,1223333333333333.5
b2434,1061147936412800.0,128384583677466.67,197070623279999.97,153786679053466.7,170852659768499.97,102519514545699.98,160666493312000.0,164371138477866.7,99065820846399.97,96472676720366.64,641001406309700.0,512785612644800.0,333757314890399.94,152083019135599.97,230514076385266.66,172154495025600.0,,,,,
b2435,285541725384533.4,252961901445866.7,221492690654999.97,311796751277200.0,236002335803566.7,171743290434799.97,241454030696666.7,68875790605200.0,99666689517599.98,103880528098466.67,189933748434799.97,196612316046399.97,133215808217600.0,103093699471699.98,200202599766400.0,267875419824800.0,,,,,
b2436,1236273551802666.5,670260613823733.4,1069466224813866.5,1288315904290800.0,681536913661133.4,111939878762599.98,369981971004533.3,130394048809800.0,268925298841600.0,261773413811966.62,474450363053333.4,432014096520799.94,227703483284000.0,315299775796599.94,118542580977333.28,390306943192799.94,,,,,
b2439,1257694986406400.0,970933069714533.4,1203332252793966.5,1523089535790666.8,2252595450539967.0,639239145354600.0,827270817680666.8,553842762315433.44,539328043276000.0,781653041620533.2,825957748041400.0,1380544948853599.8,509638410775999.94,876907935636599.9,1207667041803199.8,647819528090399.9,646666666666666.8,596666666666666.8,900000000000000.0,463333333333333.4,310000000000000.0
b2440,855621121944533.1,258957161419600.0,262856374921700.0,314344741341866.6,327963988402633.4,274764441627899.97,598864142244333.4,430273986052733.25,421206000796800.0,319117679556933.3,763805101204900.1,485807513035199.94,547625207399200.0,1657494129311300.0,97006640978133.33,855105650484799.9,,,,,
b2449,569748620675200.0,1088267151438133.1,692686630288299.9,1176794752062533.2,375206563933000.0,746326559040299.9,444356616700533.3,125018981367566.67,145221006094399.97,412749250819933.4,434168357740299.94,373031818875200.0,438418846720799.94,1024363680193699.9,121394094173000.0,693928776777600.0,,,,,
b2450,2458261190680533.5,1796184319798399.8,1829461616979299.8,1789305017531733.5,1918124841465400.0,1412175416798999.8,1984180012269866.8,957257427497066.5,1673507845826400.0,1710859620865599.8,1920958466559266.2,1730718904206399.8,1443499168455999.8,916444005371999.9,1222651083838800.0,1640271461431199.8,1183333333333333.5,1176666666666666.8,1003333333333333.4,750000000000000.0,583333333333333.4
b2457,51882290271999.99,,,68736751995333.336,73641142812833.34,620711941294199.9,211540458923733.3,50515885302599.99,135645371867999.95,,425531183754033.3,35920852065599.99,65020225470399.99,156162265710499.97,344105342271533.3,273210008916800.0,,,,,
b2463,5466428089689599.0,4298067822444667.0,2889376963429732.5,3827824355643867.0,1036869013667433.4,2220542760157399.8,5440483639643867.0,1874177690436400.0,4254987871889599.5,3654798398450500.5,5071462053880066.0,4595842644609599.0,6611741385968001.0,3750572857419499.5,2896741582944733.0,4118232758427199.5,8960000000000000.0,1.1146666666666668e+16,9946666666666668.0,6133333333333334.0,3303333333333333.5
b2464,1.3540456728929066e+16,1.4068489340162136e+16,2.0339175265690496e+16,1.22792635765772e+16,8576158493443800.0,8288399275463999.0,7244777901557734.0,8955565963771399.0,1.1145236006687198e+16,9205440197277966.0,1.29018055057134e+16,6528284811257600.0,6286611013738399.0,4525993953857599.0,6094590289414000.0,6004397394143199.0,1.2093333333333334e+16,7353333333333334.0,5356666666666667.0,4683333333333334.0,3963333333333333.5
b2465,1.0658312367921066e+16,1.1183590469025334e+16,1.3501185528481998e+16,8831425149142402.0,2798100504818899.5,1643558860633199.8,2954258193044600.0,4251861992850633.5,5211119071803200.0,6363931024378933.0,7906928482548234.0,4516678005791199.0,3941882800580000.0,3065691670883099.5,1709533079420466.5,1588497643652800.0,9810000000000000.0,7440000000000000.0,6696666666666667.0,5920000000000000.0,4606666666666667.0
b2467,2063784570332799.8,1951862413410933.5,2618590529162033.0,1853731009986800.0,1364266693033866.8,469507782498299.94,1114432090698333.4,568508989805433.5,869150418621599.9,1251699314754066.5,2018766454340433.5,1429211737197599.8,1200460092658400.0,666699229957599.9,533120565289399.94,633791287595999.9,,,,,
b2468,56057067486933.33,,,76626767693466.67,,,,,,,,,,,,,,,,,
b2470,,,,,,,,,,,,,,,,,476666666666666.7,,,,
b2471,8478394721496534.0,6284025058646534.0,8258117404013434.0,7516835583759602.0,7689477094342467.0,3353518966740599.5,5713916304540600.0,1963346356621767.2,4182303771816799.5,4176927256153367.0,6727054885729267.0,4691040891176799.0,4756246856151199.0,2484177075125199.5,3340709723620867.0,4785197533822400.0,1163333333333333.5,,,,
b2472,3789694633242667.0,2792086010141866.5,2991232238539533.5,2614766572098799.5,2663859140514133.5,1002233801286900.0,1983220031877933.5,708758927056633.2,1267113716929600.0,1509858327518466.5,3217607356941433.5,1576542461371199.8,1723728119523200.0,935775318468899.9,864699755954466.5,1021391659870400.0,226666666666666.7,250000000000000.0,213333333333333.34,226666666666666.7,243333333333333.34
b2473,3888901939265067.0,1777211645132933.2,4182637677445632.5,2726350546807067.0,2172384363460433.5,1149739663276400.0,2190826440653066.2,1388873801191966.8,2023930565662400.0,1657393777424733.5,2591237325174100.0,1496924889798400.0,1341177634866399.8,1251299700629299.8,1171928267820199.8,1248924353048800.0,520000000000000.0,360000000000000.0,330000000000000.0,316666666666666.7,320000000000000.0
b2475,86295316630399.98,64499099279999.99,,34342929261200.0,49486678027633.336,,,,,,66413575558866.67,,,,39913147365666.67,,783333333333333.4,506666666666666.7,576666666666666.8,430000000000000.0,423333333333333.4
b2476,6.831211549966827e+16,5.108302280853799e+16,8.519488067748834e+16,4.98545997259408e+16,6.5985371995726936e+16,1.8701436776861296e+16,4.650227828404773e+16,2.2455695345727304e+16,3.4611069307231196e+16,3.5376356533681068e+16,5.851760764523803e+16,3.90529929903352e+16,3.961484235685279e+16,3.100512732470789e+16,2.0474271297704396e+16,2.93282116139072e+16,9883333333333334.0,1.121e+16,9953333333333334.0,1.0576666666666668e+16,1.157e+16
b2477,1949172158492800.0,1134078617829733.5,993389438488399.9,1166728502710400.0,1204904446637600.0,623621134289299.9,582791114033266.6,182031082779800.03,351049839433599.94,469459218733099.94,1253497829121833.5,352965812499199.94,540074922412800.0,522569653874099.94,453180096986466.56,815210642506400.0,2586666666666667.0,2633333333333333.5,2423333333333333.5,2286666666666667.0,2503333333333333.5
b2478,3.670726548346987e+16,2.6297085417893732e+16,3.492517853284896e+16,2.8297374379533468e+16,1.3939183603836438e+16,5749931730680199.0,1.7558091351278398e+16,8788516114671767.0,1.75901534223952e+16,1.84985642758149e+16,2.765772166887787e+16,1.9299295463421596e+16,1.9660366486399196e+16,1.27215634335895e+16,6885948516019467.0,9305109704771198.0,2813333333333333.5,3493333333333333.5,4106666666666667.0,4090000000000000.0,3170000000000000.0
b2479,3402366039967999.5,2157068798997467.2,2532959688825899.5,2001521635027600.0,730117349666666.8,292043220889699.94,767199759663999.9,513501770672566.7,746170492555200.1,1599843697607299.8,1109243363062900.0,895858100432799.9,917741203044799.9,245086986314100.0,310000199951200.0,424705043705599.94,,,,,
b2480,5.201715853119679e+16,3.5125492916947068e+16,5.020425543524639e+16,4.212005289432359e+16,5.011668337803663e+16,1.6689899944072594e+16,3.3518094261346936e+16,1.5160592880259698e+16,2.25853920676896e+16,2.3824368420283864e+16,4.0754895547634504e+16,2.1484730432088e+16,2.3878314244858396e+16,1.9005400936286796e+16,2.1535883042171664e+16,2.9529195892516e+16,8223333333333334.0,7676666666666667.0,8486666666666667.0,8723333333333334.0,9943333333333334.0
b2487,,,,,,,,,,,,,,,,,630000000000000.0,,,,
b2494,2933843114811733.5,1989019312164266.8,3000939859388167.0,2466427570681199.5,3080794235654900.0,3576628190671899.5,2496877047697933.0,1574829018206333.2,2249765414883200.0,1686915336408366.5,2568337657072733.5,1740288997558400.0,1670786669495999.8,1532398587862799.8,2651526607732199.5,1887472571996000.0,1316666666666666.8,1120000000000000.0,760000000000000.0,540000000000000.0,530000000000000.0
b2495,2.00863832573344e+16,1.3827531463410934e+16,2.0019141187264264e+16,1.59861128353528e+16,2.4233383368743e+16,6975543291160498.0,1.2508237491057534e+16,5516208697394266.0,8228551747891997.0,7976455763126634.0,1.6158600593733168e+16,9885782070358398.0,9223612056652000.0,7847849568572999.0,9318004118473598.0,8582701718188800.0,3546666666666667.0,3356666666666667.0,4480000000000000.0,3700000000000000.0,4566666666666667.0
b2496,113585115441066.64,62177979396400.0,,269852237514533.34,,,,47308495548966.67,37605157042399.99,95546702863666.66,151738779450799.97,176560381078400.0,108480880344800.0,107124829650299.98,108115537397999.98,140336640392000.0,,,,,
b2498,1.2367101876308054e+17,9.11003810020192e+16,1.2117783665067438e+17,8.541483739933014e+16,1.2840091351602971e+17,3.06461195515405e+16,9.639588016601659e+16,3.7643256481077464e+16,6.03099549408488e+16,7.492168843053606e+16,9.692078048396944e+16,8.051140194385598e+16,8.588863037518638e+16,6.11258939407641e+16,4.061879049039387e+16,5.2623226662252e+16,1.3233333333333334e+16,2.2953333333333336e+16,2.7666666666666668e+16,3.104e+16,3.537e+16
b2499,2.7638818220642136e+16,2.1076077979253736e+16,3.083635104984076e+16,1.8957304242115868e+16,1.1509466839143002e+16,5891231974754699.0,1.1644928563610334e+16,6496731218697934.0,7399645488779999.0,1.515655079723423e+16,1.9946257416281236e+16,1.2814234916365598e+16,1.3058005194354398e+16,7827991621633399.0,4033080736116667.0,5979732385695999.0,2263333333333333.5,2820000000000000.0,3336666666666667.0,3756666666666667.0,4950000000000000.0
b2500,4460946498865066.0,3391855509322933.5,3515067947829666.5,3196277976831333.5,2533993633792567.0,881928681108999.9,2045638684797933.5,823228181154533.4,1380393223708800.0,1465726216204500.0,2580536637098100.0,1372692962580800.0,1581633695343999.8,1521597992543299.8,869968515603733.4,1307964868728800.0,443333333333333.4,443333333333333.4,556666666666666.7,480000000000000.0,640000000000000.0
b2501,,,,,,,,,,,,,,,,,290000000000000.0,293333333333333.4,260000000000000.0,220000000000000.0,216666666666666.7
b2502,167624868381866.66,263045759261600.0,101433587225833.33,119092163184400.0,78067155414633.33,,,,,149343522949233.3,69881220016066.67,69058607880800.0,,,170383652810799.97,,136666666666666.67,120000000000000.0,130000000000000.0,123333333333333.34,110000000000000.0
b2507,2.1390306141388796e+16,1.76013864470948e+16,1.829990300663803e+16,1.4809952531737066e+16,7082651424782734.0,1692828150449099.8,4361418419057267.0,1989711515245533.5,2894310376117600.0,6585185807424632.0,1.0137282607430268e+16,7591716930255199.0,5538044920168000.0,2823797010810299.5,1843732820307399.8,2421492222773599.5,4690000000000000.0,5676666666666667.0,7143333333333334.0,7700000000000000.0,1.078e+16
b2508,2.3755636175484796e+16,1.86716375234144e+16,2.146705114377803e+16,1.8623475147503336e+16,1.05026085802255e+16,2412952382612099.5,8566811643063265.0,3933306405471566.0,6348483561896800.0,7398844641248799.0,1.8562845101446564e+16,7860245508361600.0,9346538034828798.0,7133005675889099.0,2798012727350866.5,3761285370965600.0,9380000000000000.0,1.1026666666666668e+16,1.2403333333333334e+16,1.5113333333333334e+16,1.8436666666666668e+16
b2510,2690296141585067.0,1951101638824799.8,2341450321288433.5,1973370809985866.2,2884990119565933.5,2197070366163399.8,2097830213910600.0,804399257080433.4,1577462946431999.8,310226253442633.3,2006773207100100.0,1205051440176799.8,1238579157766399.8,675563835322600.0,1501464419798199.8,1517909826129599.8,,,,,
