bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035
b3172,6787.9850350955,5946.552609561,7456.1478868447,5727.5530454716,4262.4623151003,1104.8688172372,3210.4872131182,2137.484486041,2274.6563330295,3341.8206404567,4975.9311859393,2952.3659496715,3099.3703120435,2939.8931841474,1567.699254035,1666.131913519
b3926,740.6834970586,625.0791931642,664.2874311698,615.022210522,538.4174209586,735.7007344377,674.3081801815,524.3587592723,573.7113154378,13970.0674696715,724.3060755137,679.6420433635,564.9255290636,470.4224606709,688.4223855952,676.5198310437
b2551,18107.7985695864,15861.5639809931,19444.0477326063,14698.2758680682,17489.2950305526,4621.254344789,10258.6677991734,9048.7053646042,8992.2041215266,10476.6235740358,17539.3471283043,11212.0183495699,11908.8067261894,9862.8701024881,5276.5727417221,5965.0398654312
b0726,1252.8567423934,1076.799940509,1045.6679970023,980.7794916257,441.9797487299,299.1851422196,859.6695724878,276.2843163575,811.1668413716,749.8201666865,1143.675239705,1026.6881531421,1236.0536610663,1140.6680828358,369.1803986181,535.552476477
b0194,3338.3762290216,2463.4008267927,3191.6109032543,2980.3626335143,3089.0057901249,1199.9248193524,2203.640876233,1376.9936369768,1702.4530347971,2171.3406609127,2750.4132112575,2207.3265119174,2126.7963128321,1817.5249665715,1254.0883737781,1612.4096399858
b2926,17198.7420896976,15371.732589734,18858.0335328968,15476.8895403179,21771.7945322359,13374.6605521486,15828.7452126614,13389.6857973659,15873.0920453032,15051.4819033506,16038.895187061,13600.6778139725,12737.0640599912,12338.0209159135,13645.4750901598,14865.7777114711
b1415,2311.6269147077,2253.7811336805,1760.8510031341,1879.9799849142,1181.0077596884,6357.3941925901,5590.788110363,8159.2673266889,7785.3085435061,6691.3350491519,4082.6009071415,8361.0696990556,7172.3642949155,5392.3138856267,6834.2938745504,6050.6593392938
b1761,8123.5411871452,6463.2477435234,7747.4848287826,6229.5077146649,3011.1941128848,1036.3904623939,4776.0848595681,2482.1738915601,3645.4954304839,4022.5238176359,5883.9171227637,3467.0897193561,3476.9382406675,3672.4167427047,1582.6106252621,2808.4529517719
b3213,4515.0115185277,4115.3749006973,4655.3752299644,3866.427635899,3658.3738340005,785.4662886142,2217.3688875317,1237.5467537923,1340.3342510589,1726.9258024242,2819.0585041617,1399.5024285952,1511.1244328824,1204.6490128249,1057.8549020693,1285.5074692693
b2779,17936.9697926371,16344.9446603435,18789.8563092419,16123.9860260752,23996.2576432477,10199.6317476323,13997.4470191212,11169.6935647396,12485.7254487947,13198.8632374478,17805.8438304221,11792.9303972222,10490.3534816377,12201.8102483283,9631.1306689514,10123.2387308009
b3870,14058.3249583855,10010.9769407443,13460.4376474702,9786.6227062061,8340.6380060338,2946.4740812921,6956.7537678351,4822.982827791,3828.7822209527,6108.1003091445,9387.7419428184,5103.4511609886,5476.0170997407,4649.8268062838,4315.1815302682,4768.1727060309
b2029,10172.4128877622,8388.1546160228,10541.9095110302,8896.5770315067,6294.1984008832,1315.9957104747,4025.9665823734,2765.7695821071,3426.2823229816,4885.7452769172,7498.0969494346,4959.9984703961,5197.4314959428,4492.9591862533,1514.6258288944,2207.4688628184
b0177,1526.0633703688,1323.5784132315,1440.3807474125,1510.6058027911,995.3822628881,1599.4094698183,1059.4120692144,895.53879045,894.569485228,1093.8389121121,1426.2864369297,939.0109531938,1054.9257644125,925.6036510289,1058.3463773529,891.4863369591
b1779,27519.9259554923,26436.2149337785,27759.3780261007,24089.9894859798,34408.6360615001,12320.8448125529,21291.2129873164,12155.1491789867,17337.750650836,18962.9576827706,21291.6575140223,15492.9560823282,16336.3997618043,12615.3457433513,11335.8067991556,15332.4911143702
b1676,5794.0640136007,4879.1355563182,5719.2792519599,5124.0883478851,5388.5355382453,2330.4292292257,3694.2879861968,2533.8571084725,2643.5122373315,3691.6345364294,4921.1411454416,2418.9091604809,2428.7423098863,2218.8185990123,2114.1328137508,2577.4801551952
b4177,6543.6389602238,5477.7766578301,6360.2162971055,5407.8188871386,5298.4780029199,3173.4849528378,5886.186168487,2933.0663032619,4578.6424652434,4696.7599609009,6939.428364198,4279.5537140539,4237.4274606386,6259.4066247252,3526.6397328735,4160.0608577532
b4015,15278.9601759513,15075.6604452104,12330.8425324671,12902.3058654777,12864.0940349469,43034.267202351,33233.9059041556,42504.565106548,64299.1654589428,22481.9762423329,16048.8243678947,29937.5625320229,27866.1977070747,14745.1671534292,45685.0192370262,39645.6639108865
b0723,2049.6082347858,1870.9088132478,1823.1378054604,1587.0447818217,1014.4739294339,1238.4930671722,2660.6303845484,864.0112358883,2516.3678006373,1747.2118279915,2026.0020887496,2676.9263204853,3151.0752478984,2614.6703860687,1566.0163996329,1977.8356764242
b2150,1710.7594703315,1378.2610422019,1499.3757265659,1481.3189554005,1602.2124082424,25369.1732658978,11588.1511278758,32270.1560912813,13089.566773104,7233.9512796335,3416.5926377747,10434.3399204588,9837.7656449232,6025.013332197,23983.6015797573,21732.7882629169
b3426,156.7570364265,151.8547705676,167.5283379936,157.3650948451,135.4298817233,87.156775231,111.4557707269,102.0549802543,120.5933876364,4153.9499817213,180.6077520755,162.265754297,135.378159836,104.7310731195,142.5475934378,175.998696324
b4006,3103.5716386443,2634.1088008207,2871.7636021678,2466.2413514283,1829.6063061582,344.9007123459,1403.5826649312,587.1082021643,836.5654466636,1464.5485408242,2520.3372972048,1375.6485209268,1574.3134782761,1788.3192761721,440.5616270692,713.6757631832
b0074,2654.7224367184,2289.9449468336,2149.493225749,2543.8791687926,1792.8998972701,1695.8153733006,1774.1275974597,1770.4905762778,2401.0183782121,1964.2142822179,2224.6382009208,1737.4047791948,1780.308170061,964.4495387909,1413.9354582351,1477.4660211569
b0170,12668.1783884463,11113.5016027586,12120.677696868,10503.6779175062,14426.5458841802,6424.0886730827,10236.9803586283,5870.9783188534,7758.9590590138,7658.9659023432,9990.3928538445,7469.35856345,8335.1052842075,6358.7998262382,6627.5424066397,8981.0434069846
b1866,1563.3702543615,1409.9974215818,1586.8179593842,1418.2519107822,1051.6811949175,344.726905484,953.7696791733,467.8676098108,647.1534522553,893.2884955579,1211.8525750055,913.1567231905,947.8342921513,709.74209522,417.6044274796,549.0675796975
b2935,3319.2176577484,2925.022328286,3021.9015782537,2753.8941966082,1766.1514422425,339.1765558627,1622.7517499306,833.5767626041,1338.7152709718,2301.8191952786,2734.5763033132,2742.6976205613,2624.4546728152,1509.4587810233,431.8970045727,662.6625301016
b2942,8936.8428296264,7819.7189062723,10753.6202118606,7930.8425753038,9280.2407279284,3123.1384929044,5964.8671852977,3615.2688978404,3425.0988865196,4596.9898607695,7464.0405809937,4790.532165012,5565.5715336928,5297.2483007334,3455.4251354885,3773.9988822773
b0095,4101.2221603264,3450.9175433573,4148.9245097697,3752.6337412529,4443.2433102546,2428.3563220683,3396.0957744317,2149.0801703848,2672.8185573119,2705.5316199862,3840.0805929433,2837.5114650322,2815.9055127923,2188.4060620715,2461.7413030117,2618.6281540108
b1612,1268.9007522211,1201.6716091145,1191.076681296,1117.6528151408,956.146916089,882.9746659689,2314.9435360466,808.8442958535,2161.5408756701,1204.7673451062,1500.8297798887,2136.7018014893,2549.1742868984,1823.8684475278,1099.7913553815,1568.0827179017
b3783,2960.4704972391,2636.0844794149,2905.7414476813,2548.6977466555,2090.0951971469,941.4857663443,1805.0508402501,1219.7539364728,1632.9466568074,1806.9560706701,2391.0879454906,1948.9606071351,1864.029257454,1419.5292805655,953.5067598185,1137.9515141672
b3942,1095.4074171015,842.8983112786,791.6680155724,1067.5277588895,705.2823953901,1032.9836662984,1027.0404194834,1064.0201337056,857.4054359596,832.4653228169,1172.9222147782,831.4541764307,975.4071957852,820.9956419162,912.0374495777,896.6977879777
b1830,796.3649734031,705.5443132269,830.1383409487,759.7203416656,860.2240866023,649.2789057528,696.4723677356,443.2934700404,589.7380868822,606.6792741042,784.7400368526,616.5142955186,608.997570324,543.0313263788,628.2674204519,611.6539116974
b3612,2880.650724551,2365.758141002,2510.675887627,2597.6932642033,3394.6331712539,623.6388499407,1777.3749424736,960.7697431548,563.7252630693,1718.4425316902,2137.8612737334,912.9293099708,792.9754190688,592.6960664235,678.4493087677,757.5427081473
b0680,1466.0047389434,1204.191826244,1151.4077169255,1245.4230517192,932.8058133681,415.9294871215,796.7178552923,373.4537050983,538.2996417046,781.3026951103,1133.9942903174,850.8696308004,859.3789540394,704.0177376567,390.0718478342,536.3115016461
b1713,2273.2992564377,2008.3791337337,1471.9979185121,1862.6420312899,578.4320017957,233.0170091225,770.4489194696,506.9279450016,597.4509006415,1396.5847752184,1405.9099589124,1041.7721251032,1107.1344110096,584.8331237163,352.0768482876,504.3277940635
b3403,1835.3269445456,1586.1644471623,1678.772057768,1689.1365807085,1831.2966381981,4297.3755141287,4321.5659914394,3391.3192622681,4936.0422852521,4213.7124714925,3161.4371250256,6687.9836497002,5899.1072811268,5266.3662953518,4764.7207976983,4555.868262585
b3871,2441.4244171179,2283.9267944032,2213.1115194912,2100.1186307998,1331.7425697296,310.0208069604,868.087834307,548.4026060224,572.0462961065,983.266022565,1681.9994178493,852.0463762994,946.3940017015,837.6133696828,416.028362878,511.4682483835
b2976,618.4840807433,467.5832135092,484.3337162799,517.6879378229,335.0078633792,887.7208230917,903.3285610124,747.1333102591,1487.9782200117,831.2621076172,482.2028614577,865.7858212065,850.2425575578,488.2466326847,1140.3494834545,1114.0551723332
b3236,20054.160135899,18203.0017251661,20048.2192042867,19205.3938155928,25649.4636837178,26369.305257837,34911.1059512403,22029.8357678153,47923.8769679267,22148.7564514533,21895.6226618739,30916.8779145231,31874.45129604,35555.0831847166,33010.1509437609,35427.4800575006
b2463,512.4776334084,460.5072666905,279.6171254932,410.1240381047,107.2623117587,317.2203943082,627.7481122666,295.9227932268,531.8734839862,476.7128345805,524.6340055738,574.4803305762,826.467673246,535.7961224885,395.0102158561,514.7790948034
b0116,8117.3552980422,7423.9613391561,6223.1173089669,7314.4241806455,4574.5164764746,2766.9727808522,5976.6966243695,4032.3691710212,4965.6203061416,4950.3157940597,7923.1416487135,6802.8819152663,7522.6668462579,8786.5054742114,3471.0870153308,4197.1581868135
b1084,915.6859139744,869.5194971963,697.4783950857,840.1182884101,596.5897720097,290.4368563048,402.6484273067,239.47285637,274.385043156,346.9441132423,626.5936375114,314.8924396488,370.5361092128,312.0360499259,280.247898318,298.2225548658
b1702,830.5387455847,634.5573870934,947.5073654607,736.6447739727,352.2468889889,221.4655126491,483.1338539843,359.8922055226,703.4731470426,729.4616695153,879.7139250233,1075.2597463247,1196.7336803433,1106.2564186136,270.10647628,297.7396356866
b0655,3514.4431379788,3112.5556545981,4192.8954466148,3139.4031581207,5270.2375189823,9187.1939702742,5414.4711201498,4321.7651938307,4974.1981415977,3620.9453074696,3261.7445049538,3805.3386582213,3806.8061335799,3701.6022292947,7249.5950793953,6028.8615796627
b0439,880.985261745,747.4067036294,693.2979385052,779.8266332615,455.8066141916,166.5898155955,371.2229497509,191.1238125783,224.1064572338,441.5898224652,557.7447375248,407.4314925084,433.3925463613,305.5787941882,173.461821271,256.4286270094
b2763,1962.4258393884,1780.5038898795,1526.3894070118,1748.3893016472,1327.4959546048,433.7680144829,1051.3539600025,525.4416393258,722.0386716392,1124.2696660834,1508.4405379184,1179.7115383544,1137.9985457131,800.3231221834,527.9796837287,771.7090254636
b4391,2027.995950013,1534.7465904193,1204.1645321697,1706.4440875669,930.4650664914,460.3163819635,993.3300974442,586.726646673,733.5388357334,1194.4137715576,1325.3377155124,1241.024000606,1330.9885399085,972.9049719547,467.543603156,583.037767205
b0053,2300.206320212,2115.7444078758,2457.8398304066,2118.7583802401,2603.6208975302,3195.6695960277,2374.877452989,1896.9380683497,2014.3044040836,1670.7099975163,2311.5067608943,1813.0005965586,2008.7673516384,1812.4637735716,2698.8650528479,2265.4830483084
b4034,824.7209496322,854.1113440849,813.0840596657,707.0810690487,530.2812728488,4652.9984431759,3682.0973977972,1436.4871640387,1806.976682017,1299.5941217193,885.7533562486,1699.5193629715,1557.5402536982,1470.3420339908,5553.9744961938,5395.9177186099
b3169,2507.4754173038,2221.9813921464,2588.0281503074,2205.4834525969,2352.8248533306,1079.9502935489,2094.711671463,1329.3181729745,1604.4938118988,1728.1398858059,2267.4852571104,1884.1855390612,1873.2537529573,1381.6269978538,1224.055491573,1469.2472484072
b0928,4188.3804482916,3584.0903937014,3868.2312508514,3755.2436556643,1826.7740380035,639.4284356528,2428.8052845304,1633.5520423728,2647.2310463156,3859.9732002242,3649.0098591744,3428.2417744892,3437.0444312758,2093.2319038511,879.0441193467,1324.369029978
b3956,646.9477193044,566.9439294131,523.8979035143,504.7154599805,169.8910186542,53.6456808833,72.8715379317,63.6804636829,64.0116491467,265.2303483249,383.5081093174,198.9825414946,133.0079379358,60.3614810141,55.9819578992,82.8733430082
b3458,3670.2738610139,3456.8113698554,3786.5587915128,3216.7397267846,4053.2734745342,3579.2311617506,3819.531342268,2288.5483746754,2291.4564791556,2785.2533880953,3317.653500697,3608.7368660401,3389.3187499718,2287.6205642866,3743.6282880263,3838.5547110901
b3453,1049.254586017,916.0405834943,837.0898703118,775.6509771573,950.2193210203,3331.8795096839,1074.7198023473,1144.4519184168,1074.2181386658,822.2224547447,1070.6173433097,867.422159623,803.8681197574,866.578385571,2088.815664319,1349.7773651067
b2425,3017.060643042,2782.7086527421,3096.0004473045,2949.3167426485,2500.8592196172,3571.5611994409,3312.0733097487,2531.5284567973,3640.5801045888,2094.5598349217,2792.0557127232,3082.8362818604,3072.7288883745,2433.9202729319,3049.2163171357,2761.5548334171
b2764,3236.6781291687,2565.2899458,2062.2062915817,2651.4525418549,936.9425195887,357.917818861,1072.0654352588,750.9943658641,960.5086364511,1436.7548122564,2224.3761282923,1117.1518239403,1443.7530108285,1021.48358053,344.4487678028,549.1005797638
b0004,6394.4065589908,5115.2529648655,6334.5989238831,6017.663535806,3500.0572939789,947.6762943295,3162.507450727,1848.8501187438,2026.0071870573,3996.8250633577,5276.1255112251,4432.7661275256,4280.2532801119,3330.1197286517,1080.039439287,1483.2388466214
b2400,2047.9865427317,1710.5309819249,1676.0521868767,1602.9903875884,1827.7993310669,716.6809233859,1186.4744684121,566.3649330741,762.2406422603,1020.6566611047,1358.2938227203,1136.8061917572,1141.5466424036,813.873398899,700.5238791932,766.1755289511
b4245,13270.3451638087,12137.3292808626,15329.8453971637,10995.2543323444,7681.5027419026,4811.9322179039,9984.0602065268,7914.5242719042,8167.8807509202,10147.0455339662,11869.5963479169,10924.2832425604,11189.9225835882,7889.8285000715,3398.0559789479,5470.3104395432
b0893,2259.7670903761,1855.569188973,2146.2861985407,2005.2592776789,1484.2247200639,595.4641854336,1479.8386212541,786.0845527726,1193.997350006,1341.5890479604,1736.3082965567,1492.5897938203,1573.035398101,1182.1156163581,662.7357931064,653.5218047604
b2323,12178.7591906794,10755.6464637081,12302.5503826831,10777.1516076413,11419.3480350234,8603.3219749841,10152.8343563613,7960.545958216,8960.4755860097,9518.9442757979,10906.5430540729,10430.0010922771,10616.7257929442,8453.5247134509,8528.5388743149,8248.3776229698
b2925,14634.71771291,13704.5624564465,15955.5783249815,12446.0267872159,14947.6031502225,7707.8496425114,10803.1879740392,9213.0550294901,10477.7639259934,10832.382499869,11998.4451150635,9380.9422716742,10270.7373956956,9006.1959486836,7071.3560674496,7272.1491532096
b0720,3805.221136577,3642.4330680702,3124.6965835675,3003.2972988806,977.4913046176,821.4985569855,2243.440167659,1878.4741912945,4316.9243146914,4057.4702288218,3086.6507610044,5141.6134190779,3437.3451741063,2402.8698488747,1062.8164414713,1207.8905506155
b3699,922.3641324329,772.6675904418,714.474069058,765.8039061403,292.7387517022,109.5697278894,293.744461913,183.0157820941,210.4462424006,443.9023271782,598.5139560961,409.9266917096,411.0610528463,314.9597016163,130.4851305458,150.2467552975
b2557,393.592989121,291.9953296422,205.5200497468,307.2523686165,77.7420127261,29.6240913298,84.6834780309,40.4536142882,44.3341020306,217.5069727857,267.4096173748,176.2217690541,148.4210571395,82.5963118307,43.9237728751,62.8037178447
b1479,1063.1394135613,960.7746427479,932.0205780101,834.4829543762,571.5932924645,309.1976532676,849.9063636156,429.3881969616,724.7308585586,787.3049616862,767.0806627004,909.0115876181,1086.4258528124,642.2683640294,319.4296416165,440.8329097811
b1048,1856.4847953502,1669.482452548,1912.1899787861,1708.0135411493,2227.9657313044,2011.8423341803,1787.406437302,1186.7533030127,1402.3020423276,1306.4042110966,1515.90787177,1277.2617040619,1381.7848812546,1105.3509208952,1631.6102361342,1533.7722253656
b0688,1302.9391002198,1035.1236572778,1158.8182999304,1129.727218784,737.9428652882,472.3238364214,892.9499464056,629.0272472872,850.4162232505,996.489670685,1115.2609447075,1082.7799019047,1012.514015172,788.6009331818,570.8794235926,559.7410347716
b3671,1922.3879102685,1601.0358426073,1394.8246880201,1791.7640228301,686.8917284981,455.5686352548,1351.7867847829,710.073282551,1191.1565419355,1654.1045561709,1582.2063487985,1733.7159823893,2001.0706046133,837.6120619196,610.2410673066,854.1004312243
b4213,305.5796376632,256.2641834396,286.8847555269,296.1188155059,348.5932952694,957.1070410809,658.7436058789,346.6366745427,515.0607690221,364.8944028768,333.1131010173,493.7631157936,462.135418842,381.6369767687,791.6068536028,596.0278345135
b3212,431.7645173157,376.2083711294,273.233592146,295.8906153271,138.5958713007,24.7558541816,54.549475445,29.3929224917,31.1924603955,106.573061705,172.8286247149,89.9031544261,66.3379204522,39.3604042657,28.1318893149,47.3580508043
b2780,1492.8877345986,1243.3325534531,974.3133811064,1135.9465446982,416.0956035707,162.7348884441,527.2337744789,310.5640103304,373.5434167176,797.0263949914,1172.9346620509,699.6149835292,729.5910468383,600.7894399919,217.3160249037,309.4651639185
b3984,10424.3484442593,9623.8063990539,11197.2372449564,9033.5735553375,14733.9589349343,5850.6423750856,9312.3544190329,5109.98479843,6716.0807091608,6207.5762852614,9071.0865053774,6088.400745473,7005.8316710535,5957.8218451598,5833.7205002056,7897.7173643464
b3295,9179.863945619,7684.1050079401,9646.0305089176,8004.2317821213,8203.7930974007,4881.0687988056,7541.700991452,5295.6966104168,6688.9123542474,6623.7886634379,8215.5726252126,6378.5192064368,6651.2175606256,4813.6107523982,4739.993899213,5857.8567368653
b3708,291.1603373297,231.8896572307,237.2953574587,281.465733556,236.9069312728,1268.1104727712,833.6880801966,467.9028880409,1080.8876314918,640.7513642352,487.0050267379,1035.6448784895,956.1810953136,420.9025955704,1191.3322523012,959.543226453
b0008,8334.2621574173,6531.5115075865,7853.4708211827,7533.4668846661,6929.4440097698,3171.1214955756,6084.0796788718,4275.1619028598,4950.3574468449,6601.0836289547,7297.2682040843,6299.315250087,6452.9774985086,5070.6796812495,3298.5855379024,4123.4550206957
b2297,1235.3944677559,1088.2960108157,1213.4630695842,1106.0463286625,507.4953977635,299.4162288015,569.9897206907,440.7494828686,605.2913692879,902.9121380546,1283.2798949624,851.0317251265,818.1926277745,1180.5199209964,360.2696730407,400.830683184
b2414,28505.2322064527,23900.0725432501,28481.3096883405,25669.6940405433,26901.4588175428,16431.2709198112,22058.445832365,17535.8630343791,25833.6640524645,21268.0122624514,27200.0797642539,22325.1950189883,24103.6069248003,20379.9692401791,14942.6696105223,15806.7198717866
b0811,4459.8033855413,3913.5664254265,4293.849758665,4228.1513583042,3671.1379407402,12976.232372482,6460.9425355678,6516.0114181397,7489.7065587567,5047.8045611355,5168.4780414889,6637.8404834367,5848.6508038996,7601.1048036752,11355.3104817046,10206.4435512514
b1002,851.1515544318,676.166811693,821.5161086171,713.1875473743,822.8037068006,6473.9980981681,2202.492667748,2166.6641481011,2575.5568786241,1292.7354439052,1163.1010646977,1811.6538434515,1465.7014677368,1424.2494299464,4244.5863066154,2523.6938741294
b0907,8827.2846029356,7742.8203267574,8798.5926193034,8228.3838203358,7426.3029631804,1838.34070171,4624.0155847242,3173.9157214155,3751.3504160941,4358.7779701246,6423.8577928073,4279.9706866208,4267.2528122201,3866.1298767377,2350.9901153483,2605.5072691307
b3308,16322.9185906456,14549.5273904487,16965.2049937038,13968.4506903162,17093.9124650837,6820.0201124903,12533.1479265628,7858.578027044,10770.0057018633,10279.7557333077,15306.424193655,11064.0242485637,10726.9571619057,8507.5359643179,8546.4878182867,9459.0943434014
b2890,1955.8990823086,1600.1972464876,1799.4351218749,1758.0866167735,724.8931451604,243.5283088842,669.2757347325,549.8626444571,599.8840774125,1165.4132382018,1531.6718937487,1216.8070736458,945.8999981839,486.8389319915,219.2556584874,278.0806987009
b3433,14132.670827763,11319.1303330069,14251.92965405,12692.2490325274,10144.1411442307,2343.8970668181,7406.598824556,4498.8773710791,6076.8728535038,7268.9704081546,10784.9009904664,7281.9269356363,7579.4738447712,6063.5080042797,2838.1270909655,3799.0693946065
b3460,22264.4500692286,19839.0895961256,25844.8026543546,20727.6738348685,27551.5215148791,42989.7080768009,31469.2148652575,23314.3269176843,27438.9887161122,20893.3090644757,20432.3662936612,24296.8178706589,23572.6926482711,21751.0270013713,46289.7293558471,39165.1582294107
b1440,541.6781937444,358.0583376824,428.297409949,431.6787582002,370.627951798,5444.9762376077,1184.7538709109,1712.3590662835,1177.3175813542,1191.7270797611,875.9623322205,1017.9979706905,754.7375199488,1087.8878530281,3579.2386587153,2174.594401297
b3863,411.7215026995,325.6346097792,374.6649600651,387.6847109855,201.0444918559,65.150732544,168.8169758804,138.0974395769,164.5856377652,310.1946008379,358.4205386017,295.2257887639,246.2542036349,167.9015307866,75.3047024495,85.8614650997
b2507,2005.3412007552,1885.8628336173,1770.9583554811,1586.7806284004,732.6880784258,241.8325929213,503.2405868143,314.1649760914,361.7887970147,858.9372792293,1048.6844076652,948.9646162819,692.255615021,403.3995729729,251.4181118601,302.6865278467
b2133,565.4278497849,509.6125988607,457.4250584614,550.7568317194,491.4304783728,289.3345948845,418.4652546648,264.5688288448,356.0921337146,416.0682355916,490.329646623,497.4135561793,451.9991724644,346.9430091961,313.7555495296,321.7979115188
b2296,3047.9095136965,2596.3353060372,2924.9513653356,2859.7805320734,2046.3567747264,1479.4934103556,1688.0038262776,1735.4083510362,1735.8763372709,2296.3420388672,4177.5560522322,2304.8841492743,2091.1662583531,4205.8393386391,1279.9442353005,1201.229655918
b0438,2258.5107211737,2050.1164440575,2266.8523726825,2176.4443095603,1674.1052237803,587.8870346411,1449.101054416,907.0060156554,1130.1234153586,1603.111170389,2118.1239511763,1433.9991056656,1436.6233458408,1101.0108995237,727.2783649978,1028.5962298311
b2533,1846.3737118092,1598.6951854935,1633.918276141,1545.6483348028,1179.0957331444,362.6058544021,1102.7071156326,521.9727215457,889.0600020422,1043.2827214962,1505.5515142681,1093.1917328016,1074.2320362966,632.4929509807,437.6740124022,631.227160709
b1920,2893.0615682936,2714.7332230625,3819.850280695,2572.0880802162,3688.1383687431,5335.5469392255,4821.9022775621,3273.4807996784,4420.1244263721,2663.3472388777,4336.9210389085,2526.1273435156,2944.8557848615,3883.2787475643,5223.6259457822,6190.8798319864
b0161,2586.5626657596,1976.5246873608,2317.0042303275,2288.4609383334,2389.0166084927,2504.8395080495,1583.6652947683,1314.14372836,1344.4588829908,1448.8410858602,1644.1009303661,1315.1450223448,1436.7012761187,1230.1050310764,2043.2931041982,1730.1625834002
b4019,307.1193102597,268.4431188431,180.7191800031,261.1079371482,58.6947070381,19.1259588944,70.0402458174,31.8267417421,36.6445933923,118.5134707158,187.1194800674,105.8808623419,121.040251465,59.4337406397,24.2207031884,48.2774078075
b2283,397.6972692989,374.9662867511,345.5445553741,315.1907377909,197.7638935569,161.7165661416,360.0244133255,133.6984520451,210.34456038,296.1045787357,408.8624657708,332.402004132,376.4185946318,331.7707244403,200.0833747186,243.5695231919
b0574,2141.0538259291,1710.8153702436,1938.5803921534,2044.6639753869,1672.5938251349,1837.8613723004,1636.4550027151,1308.1760538008,1599.9968998928,1453.6300282909,1874.8755023311,1368.8835802106,1363.3138985523,521.2674236404,1828.3355985743,1643.3359111769
b1062,4087.7987024317,3242.5822759197,4054.5888489027,2960.3440497426,2782.8105967285,1682.3336278101,2944.6521867147,2011.1063327713,2417.7427172826,2665.6799708162,3314.8080612039,2467.3028936883,3024.5487380517,2985.2513156626,2193.0511901398,2648.5231727321
b3931,1485.4538436091,1285.2918618465,1319.266688273,1375.7140884232,1370.6082463394,556.3961154062,1031.991730343,540.4697550235,876.2058662429,1018.7150927375,1282.7422121687,1020.3696408209,1035.7559905545,823.5716119297,596.5146327594,751.7399765359
b2498,11594.1580090388,9760.7551073592,11726.8874178072,9151.5897213568,13282.8531223479,4378.0170787915,11122.6015576173,5943.6720759596,7538.7443676061,9772.3941431134,10026.2876362727,10063.925242982,10736.0787968983,8732.2705629663,5538.9259759628,6577.9033327815
b1719,534.0769433698,430.5048329658,249.9388768688,401.5587245643,123.7290226614,65.0213383075,225.5707658896,83.9532007106,111.8940560045,204.0340513864,304.5355330955,187.6768219831,264.874570888,145.585284354,65.1833349303,111.8438866586
b3733,2988.3305754392,2823.7783789588,2930.3810287846,2728.5829534679,3335.2510743749,2027.4046083113,3392.9214981597,1972.6701177657,2981.9457626241,2803.9162580177,3579.3241463402,3164.9672004579,3277.4760730672,3359.9933583992,2350.8074906909,3067.3785402671
b2095,1027.5070369701,1148.7679994694,1084.2554623383,737.4380902966,3070.5660919718,1598.5369425838,2484.6543718176,1343.5570047702,1861.0755012711,1600.7124565138,1354.6049732372,3264.5677333231,2937.5984647851,1957.7204281735,1594.5770307343,1973.8559075662
b0098,422.7585946897,324.7487876199,259.9374776557,352.0609826967,142.1136736669,57.7531508486,124.2319880583,85.8527045901,95.5583134047,232.3340766632,293.603421022,207.3830370412,187.4389824007,114.2080055344,63.4289495306,75.006768205
b3359,4328.9595011486,3389.4416492085,3845.0196240552,3395.1264496458,2183.0625168542,1157.9346611059,1942.0103757464,1891.6382322307,1242.3359533472,1941.5784224909,2654.3611890429,1838.2701421938,1989.4603292611,2213.8277675424,1481.2816725498,1364.7807840006
b1276,219.8291994044,231.9864398258,164.5292741314,168.5498713254,155.6747753176,266.2620117107,176.6932668764,289.5097353753,534.1405161444,181.0081347223,249.7954587052,285.2232566581,209.969592792,166.1663514064,272.8190224422,207.5445680994
b3962,645.5171477934,647.4126789679,555.1641784836,537.862954045,266.9741088622,440.2457067024,805.438371361,444.3587913009,803.7222347495,854.7558563439,714.0134441093,1353.9967339198,1304.6861420311,816.6993211783,498.7299391983,525.2153696699
b1286,1099.5252043052,933.0154540763,748.0685596131,917.4484914866,424.5422751988,152.9257534005,391.0828207968,192.1252726054,272.5924879334,555.6193436216,740.2161054091,445.823209043,525.2868832639,330.4028953149,157.0896482382,212.3980287534
b2465,999.2167844926,1198.241835967,1306.566341466,946.2241231224,289.4586729123,234.7941229476,340.8759453513,671.3466304501,651.3898839754,830.0779597016,817.9581188843,564.5847507239,492.7353500725,437.9559529833,233.1181471937,198.5622054566
b0763,1523.3623583271,1342.4622790003,1335.8237247611,1250.3738489858,1696.8042026819,18083.4777502854,11274.530260301,730.4500031387,865.5962790662,1163.421242743,1283.7116912257,952.016529514,988.2829238982,749.2643843331,16628.8518044124,13841.5335419316
b0724,1586.1000385198,1468.7234486725,1638.0272710973,1283.8064941021,1543.3223960644,3132.4657259411,3355.2210913725,1434.1077969377,3957.9082598749,1888.3382691013,1915.267852713,2667.1927952368,2881.7701221031,3234.3505540632,3585.9136391338,3814.699807197
