bnumber,Chemostat u=0.21 (1),Chemostat u=0.31 (1),Chemostat u=0.41,Chemostat u=0.22,Chemostat u=0.26,Chemostat u=0.36,Chemostat u=0.46,Chemostat u=0.51
b1498,280.2165006461,,97.8491401711,719.9859260518,,184.2046619701,,
b1512,,,,,,,,
b1516,395.922734075,,,151.8416711624,,,,
b1517,,,,262.3406056253,,,,
b1537,,,,61.9301111265,,,,
b1538,416.3474561903,407.0448055822,340.8262084554,433.3369415677,447.8744835277,361.0932849993,313.0086359113,298.1893209436
b1539,1883.7277404602,1754.0260906712,1559.032698347,1997.1518742291,1914.0349857517,1715.6020977257,1515.9161714663,1518.5976190661
b1550,5863.0108161924,11048.6022824127,5020.0613665802,6138.3155333907,7850.3264077344,6682.0189323374,4944.388931843,5369.9487580908
b1564,,,,,,,,
b1566,,,,,,,,
b1570,,,,,,,,
b1583,257.7105744599,202.8599697092,185.931098501,243.3544330241,261.3580127002,217.3643770861,193.162264033,182.7103384485
b1584,306.9872951643,369.4450650971,312.2712604576,305.4058285695,350.2115853827,340.7282543847,358.6419541835,389.1915149206
b1602,1217.0240684548,1291.7436169953,1505.5562159263,1259.6029189535,1315.7337724935,1478.2795660624,1768.4495396201,1996.4467665931
b1603,1429.5229841708,1580.4487349005,1796.566571247,1496.6701886993,1488.652891268,1606.1995162836,2069.4890876956,2319.2010451214
b1604,2351.9307252654,2276.9383898998,2140.4248585303,2373.0486476307,2336.7395976276,2088.018071913,1906.282825189,1999.9850822067
b1608,,,,27.3807089226,,,,
b1611,3293.6834462366,2432.5646815842,1363.5262761615,3314.4881006558,3138.9639007438,1766.7325660314,977.9548972993,613.593754972
b1612,7044.7833849618,8172.2951799191,7389.4489949955,7018.9543208252,7889.8300828855,8515.7545874298,6240.0011930083,4310.9234303881
b1613,1170.933836416,1114.3946121965,1015.9123946044,1171.0459471799,1137.0235030946,1115.9680068863,1019.3009461406,986.0726952093
b1614,1243.0809182123,1192.6726026083,1207.9549965103,1186.6644122114,1119.399460905,1161.7408939047,1240.1822976142,1222.7365848182
b1615,,,,,,,,
b1619,1371.4786651739,927.8580116244,721.7347204712,1245.9253636711,1103.1584706103,747.3065663673,717.5801230246,620.5819050859
b1623,,,,,,,,
b1635,1750.8833733231,1556.8900543804,1321.974312952,1735.0248192558,1693.2565383366,1371.1480900353,1134.0919363657,1059.2460817903
b1636,,,,,,,,
b1637,839.4265691592,891.0667584224,920.8876146793,825.1452228047,845.1811918743,904.4302847932,987.6293439876,1068.7878218065
b1638,468.6753985253,421.378210733,400.1370014399,457.2298291446,452.844468824,414.3027438654,397.8999980067,390.4966921309
b1641,5531.0447410823,4927.6532096175,4370.8160944692,5350.1472637216,4881.004346782,4465.5785600031,4435.0597812866,3991.2900389721
b1642,1186.1315890716,1253.2972215824,1123.8643468716,1157.8772724982,1366.3564720506,1088.1685356085,1052.5064277427,945.079937525
b1647,462.7488211684,345.7274172692,230.0996197175,426.9342867875,364.2442911713,266.6261090667,196.4066958111,172.0156680212
b1650,,,,,,,,
b1651,480.4782624365,482.0672110395,444.8979245082,471.6709906715,422.6072609599,480.908067265,402.148600328,358.7060626978
b1652,,,,,,,,
b1654,3535.0167114134,3595.3491493503,3578.2372077873,3603.5156523763,3497.5951170255,3556.4578770392,3758.8091042946,3997.2812705308
b1656,7357.4053032047,8259.8337358316,8481.8169222387,7560.1540569633,8130.1943549371,8917.3669352023,8656.5596005824,8126.101591175
b1658,805.1789685359,781.3586181029,691.6355147242,794.6062152943,776.2579206456,735.5852641906,650.9316175964,677.7013440423
b1661,,,,,,,,
b1662,457.7175632495,496.6444405753,601.6965962961,455.2724156106,459.2297548353,530.5835283352,612.6946748274,573.8733408617
b1664,70.4263993207,70.5474865467,89.3014489033,64.0131825454,62.2637082044,91.6024148813,93.976970091,88.5632230514
b1667,3282.1201334741,2567.1021153985,2104.857061802,3594.3520813499,3375.7476597291,2436.3350629221,1914.7378318501,1664.3832882744
b1676,6198.0930138676,5843.577280663,6645.2497323525,6575.8882619681,5883.0900937506,6386.9731569027,7201.8220183352,7240.7516749284
b1677,206732.273647966,224330.796645657,224657.121809577,200629.704646906,206313.749834497,222987.25313395,226555.143605409,227453.47106885
b1678,84.9378745154,107.7016456325,125.3264704835,94.8323665546,102.7695237953,156.150289844,127.1380409607,142.3942166692
b1680,58.1851938159,,39.0873057541,,60.3423269617,44.4202475388,37.3094652647,
b1682,162.017543451,,,,,,,101.4147285884
b1683,12.1625123086,11.4647842762,8.9069105521,11.4954302948,9.258061794,,9.7153051066,7.6880422572
b1686,,369.215515175,329.9149301839,244.5096337283,,347.5341861337,136.5055445139,168.8237625512
b1687,214.092979833,208.6509695144,199.9522351928,210.1759493352,214.1230041925,211.9378504729,233.2216344657,214.9826520796
b1688,,,,,,,,
b1693,321.6243393746,309.57697459,263.5251891437,334.8240982986,329.9810584189,292.6452737452,224.0588814827,227.9314771389
b1702,2367.9336093459,2077.423783307,1266.2835367616,2333.7471909053,2234.5851530788,1458.4726711413,947.8535540125,919.3395052233
b1703,,,,,130.1162108455,,103.7607852419,87.6733717918
b1704,126.4291651479,133.7793864838,147.5948511142,97.6021298729,138.3739677239,215.3027442731,141.9187021946,203.6909938753
b1710,1771.3803414844,1432.5263016396,1230.6468535975,1762.2626032348,1603.240232677,1419.3481576332,1120.5614218836,1002.8720602559
b1712,13779.5379715843,11639.5853602396,10414.2959147588,13735.6001175647,12014.9112996717,10835.3466495001,9052.2484976625,8632.6163776873
b1713,3402.2832057362,3298.4971822593,2848.4247486763,3459.1137516691,3474.2195227489,3020.9986738669,2859.6492388194,2760.9453519108
b1714,4238.3860629465,3955.1284737097,3347.5370693883,4228.61376981,4199.3665524281,3751.0348768192,3382.0525159286,3243.2333424159
b1716,9995.2148955388,11854.746535198,13945.6508476638,9937.5636586667,11161.3965583382,13019.5430976567,15030.852108143,16039.9649498243
b1717,142.3070134804,172.4919139787,,,,,,
b1718,3623.4042597245,3915.5725936814,4227.7488052914,3577.7168847121,3570.9376957934,3937.4307003646,4295.2531909575,4501.3680369731
b1719,1083.2792293989,1169.8497664273,1107.7653371372,1096.8324035819,1166.9312065052,1181.8954221696,1100.3431898087,1099.205592252
b1723,472.3222128994,438.7085537493,405.9223950378,453.8572932097,454.9749701039,402.2760054444,390.870349617,374.068813385
b1725,220.0490048916,,,136.560439934,229.5712889079,,,
b1727,366.4379977893,387.2515800838,353.7115358772,368.8537379178,339.361372535,338.4010498375,332.8306652962,336.4877726395
b1729,1365.2695253199,1560.0438742685,1702.4388869249,1390.5054911631,1552.7404817976,1612.3646660605,2028.0516451969,2505.4958625683
b1732,913.021356146,741.3111335714,541.6677266529,926.5436399676,815.326908957,575.4452570166,470.7330691948,407.5597228264
b1738,229.2231633511,310.3495351086,229.3947030226,475.3091267943,442.1895299682,309.271341274,183.1901090431,188.3074952154
b1739,13177.6272056001,11129.7064871977,10659.839872769,13983.5254681492,10664.3757638925,9812.9204466636,9461.4028166797,7716.2934544882
b1740,1307.6413930396,1301.6629180807,1311.9233085092,1334.73509118,1330.3331396644,1209.1874246241,1276.4850017694,1313.3812142998
b1743,,,112.398187175,216.985042016,175.107045064,149.1194959377,,73.6817049594
b1748,465.8352533882,262.0611424747,69.6810244473,396.3333683993,285.3392740415,,,57.5169618061
b1749,336.9537791359,316.8506998144,283.4211567737,321.7310661093,323.5626522935,311.2604982272,298.2936252649,287.8770751867
b1754,,,,,,,,
b1757,,,,,11.4459019191,,,
b1761,4054.4579611513,4822.5073345343,5217.5261587499,3948.243604618,4718.4675601532,4913.8642680039,5285.1199539258,5143.0353190301
b1764,812.652700753,734.0041227238,663.921995657,766.3314236142,765.7480670311,650.9195935313,653.4829422019,584.5145396039
b1765,1517.6791937391,1491.8567831056,1459.4733041769,1492.7027845504,1521.4174042306,1398.5264757158,1360.2826607659,1260.3855766153
b1766,,19.8631898772,20.9127438156,22.2698817995,,,21.3625391104,21.6419820437
b1767,65.4658303029,76.1300489554,63.3705634019,74.5122568572,,78.5354994691,,65.2258250301
b1768,,,,,,,,
b1770,,,,,,,,
b1777,,,,,,,,
b1778,1611.217274155,1462.4909125162,1009.9040981249,1502.201523732,1553.5051371533,1286.6992271796,916.2888768909,731.3034973988
b1779,31484.9613779837,32003.3416476726,35340.0715527717,30646.2546347401,30784.8128337918,33999.2226757555,39099.3291737053,39768.3765385792
b1780,547.2725246295,652.8025687759,708.8165307868,584.6295995304,634.9075939079,714.2864761071,767.2360912886,744.2456462553
b1782,1238.514529869,1384.0085050407,1349.0395321674,1213.6529476012,1335.188000585,1348.2153247131,1610.1156654086,1633.6328530714
b1783,612.7555390922,427.7532101932,390.1177041912,576.7459422041,474.7811296391,370.1910035112,299.8628602427,239.5343742951
b1787,,,309.0812829434,316.0225444306,370.3270821654,311.1992129038,287.1624644675,325.896026361
b1805,90.8845288862,90.1263605755,,92.3701578067,,,,
b1806,63.3103139243,,29.9268851216,,45.9869332989,,23.2136985106,25.1576344334
b1809,1219.5391919329,1151.6988428284,1077.6281355486,1272.5870554554,1314.9240417348,1139.3370365788,1066.719478544,1065.0401201424
b1811,,,,,,,,
b1814,,,,,,,,
b1817,17904.450029354,20925.5726079377,18328.9119002178,19095.5296881688,19701.4064120681,21431.1624052417,16595.6233548298,10885.0562938599
b1818,413.3353730803,,,,,,,
b1819,2861.7048167604,3166.9280237655,2761.0227021417,3022.8635152097,2610.3943729568,3261.4036342909,2221.3701353266,1649.5409218133
b1823,35274.6653126371,41456.7509074412,40674.5736110234,34093.7868919967,38240.0712125806,43194.2663895958,37899.5812075474,35966.8906848997
b1825,,,,,,,,
b1827,394.8406068604,407.6551203203,384.0451701023,454.714788428,452.5629725694,392.5989454501,322.8931726133,331.3783552285
b1829,367.5686129802,321.033861406,325.8194559149,97.0026838534,321.1171058232,369.6507483375,,270.2244718658
b1830,283.2431266575,292.6994254442,290.9334596455,288.2853018071,276.4249714841,292.1854075595,290.338787083,275.6354722164
b1831,816.1721223626,993.8629441075,1038.0996530839,842.9380408492,922.4010734033,1031.1822008867,1107.4178182301,1182.3103044407
b1832,406.576996263,422.4290995059,399.8252490567,401.0616142286,389.8822830873,370.0418311044,377.1049657343,407.4109056516
b1846,,,,,,,,
b1847,435.2512715164,224.7049748583,213.0144476653,334.8711421151,367.5677052754,252.9530316198,190.0985817191,192.6602210415
b1849,391.1693730825,428.2941171764,520.4074507084,369.8031196114,439.1968935757,453.8455325589,596.0737629469,667.1365475843
b1850,2668.9667433872,2565.836463204,2416.3445057533,2614.7735544185,2531.6013834646,2428.2204277344,2624.5567138447,2594.9189247326
b1852,1235.1647795336,1163.6455429772,1134.3592178041,1282.5576437837,1225.714124725,1182.6028561971,1134.249379822,1094.6484895385
b1853,,,,,,,,
b1854,3441.1608419853,3393.3892094839,2969.3374050399,3561.720882442,3498.509155272,3208.8453903736,2711.8477543635,2335.6360299919
b1855,,,53.5829431814,,,,,
b1857,22.9926713899,26.6461636443,32.083072496,23.2696767691,19.9786733385,30.5421632344,29.4270242614,41.2134067328
b1861,,,,,,,,
b1864,2139.1311574925,2260.6746508799,2221.5608092614,2130.0917014428,2221.4700008014,2193.443826501,2182.8984725867,2175.0921166002
b1866,1501.6193990065,1576.0561374797,1463.6991735123,1551.0923527129,1559.7333796375,1520.9151709443,1539.991299768,1583.1163920873
b1867,,,,,,,,
b1870,85.0169454374,,,103.1055167596,,117.3197782333,115.1297938556,106.1267683213
b1871,,,,,31.8561508744,,,
b1875,,30.3304958861,,,32.5380236445,,,
b1876,412.3107658216,415.7826631281,436.1797020941,416.3969819702,419.1490940566,488.4310562431,455.1249363212,465.1405907319
b1877,1234.9851813519,,1219.6298821412,1299.4401486063,1268.5574376795,1266.9495406046,1270.697469354,1249.0505046467
b1881,65.4600356722,84.9719002274,102.7226082022,68.8514760257,155.3738995779,81.1613404552,98.6170363846,67.2741871819
b1882,223.2535615535,170.3851910828,117.3457979778,134.553165619,252.8113861986,275.2345658133,179.7079109893,190.9793006568
b1885,,,6.2513505114,14.6187307106,16.5363814635,15.5447129498,5.2438438144,4.8992834847
b1886,101.6585138336,146.0791334116,123.5371098158,133.128961792,118.0404597802,171.0662086849,143.3415480353,167.1780073295
b1887,144.0621715117,88.3448857611,213.9512254946,77.0484215604,122.7643678888,82.4573920686,121.4135657566,287.1727434048
b1888,64.9023701665,61.8401765472,83.4180084713,100.1841248693,46.0474670533,45.2128017192,88.8864760259,104.4944507291
b1889,,271.5112585739,145.4478351854,,,,,
b1890,,,,,,44.8963886164,,
b1891,,,,,,,,
b1896,119.1638154757,93.2883893239,100.3118197512,162.201972412,178.6244367056,,92.9302865123,71.5042118719
b1901,626.6912711238,,,609.8497701525,202.211339047,,,
b1905,882.7351628122,957.0349290605,981.5965383707,949.4072908769,947.5400435086,992.7192550867,995.9307940774,993.6439322111
b1908,153.9430660056,147.4897233556,172.315780739,154.8479542109,147.4517071422,150.876804172,122.6205289923,122.9116811995
b1914,,,,,,,,
b1915,,,,,,,,
b1917,139.5250747774,109.4298600411,119.9530386525,106.1137399015,110.2407748461,115.2979353905,127.2228310972,108.2414897273
b1918,158.0684653558,153.6712818138,168.6333491576,150.9042294611,143.5014798721,154.485147583,184.764436264,169.4994505801
b1919,568.524250022,496.4841417687,450.3817144629,514.3612505774,537.5488308316,497.5906786347,392.820557942,403.0017615634
b1920,7614.0611661992,8141.2044565637,6751.2260159004,6562.6720166976,7622.0518898916,7599.2117700657,6668.5950139129,6937.0300894974
b1923,419.3583937594,509.8493313914,323.6105255669,321.3329592115,488.5233501329,343.2280679953,707.7436782616,515.4743036436
b1927,106.272213077,115.3153203479,66.9158716333,,,89.2145801176,,81.6327883521
b1928,674.1491868296,651.7953166008,651.3766665649,723.3978054267,671.2166873368,627.9134973524,712.4275467593,697.7690169171
b1930,,867.3931001547,,,,1489.1195747054,2106.896601975,1731.9136412961
b1938,,,,,,,,2.8628331813
b1939,13.5767949398,14.628971891,,15.717794572,19.2051620676,15.6833045466,24.611541133,12.4196331283
b1940,,,,,,,,
b1941,,,,,,,,
b1944,,,,23.3225895889,,,,
b1946,,,,,,,32.4032960824,
b1955,,,,,,,,
b1958,,,,64.3485453323,,,,90.9429888981
b1967,1586.7699505335,1291.6805219125,1133.4342094356,1835.9090190838,1482.6801851171,1127.382144889,950.302927046,732.3487206296
b1976,190.681554927,,,,,155.5821034215,,
b1982,194.1710009396,171.8031440156,193.8361595479,184.170684247,176.1579501425,172.4086584233,163.4747189156,148.0418057094
b1983,,144.8190875167,156.6656897615,124.1031216326,,,169.2284949539,176.3478294631
b1990,25.9654100863,24.3204217829,10.6123571872,,,26.3524434905,,
b2000,20.2387387404,22.7825629213,14.8852504058,28.3304561445,14.927261039,,,11.270776102
b2007,6434.0070583381,6467.6708411297,6683.7225375348,6466.0571897771,6463.3374804574,7146.9738350253,7054.3901594635,6633.4929082324
b2012,,,,,,,,
b2014,,,,,,,,20.6261777345
b2016,192.4779304805,204.9824818452,187.333581418,248.0913570711,221.6018219902,205.6146345908,198.7248474824,200.412131031
b2019,1401.0584370248,1512.5077403845,1835.2503111441,1504.8210166194,1428.1020551286,1666.7932413059,1831.5573165509,1937.4733411719
b2020,724.4520948305,731.7087497829,834.4294391852,741.7973876538,739.0931273331,806.1531582521,872.7225448185,881.5320759554
b2021,1184.69717388,1194.3780841769,1330.7415613347,1145.868942609,1172.2000628042,1248.2032599645,1364.451849088,1335.8712540968
b2022,806.2802301232,872.9990938855,971.544537546,782.762798984,805.5510005563,947.2297715011,958.6883525774,1053.1263109578
b2023,403.8860603326,397.133471025,479.4414968548,383.1803491977,361.283706886,389.549838998,449.0662068469,454.2022627193
b2024,186.1892705712,218.5154361803,260.9875311458,200.983444226,247.2015547643,248.0184789642,236.9540558053,283.589616676
b2025,355.3871606123,382.8994797539,413.2822136139,351.5148499551,361.6815307823,382.1911556154,408.9954492647,433.2679842516
b2026,84.1932013498,93.179127813,109.4630574261,75.9414645855,77.0887877751,100.9254380779,111.5224313052,128.4123021922
b2027,1281.6414120922,1418.2926391107,1429.0864968023,1279.2903876649,1382.0106519479,1418.8125694507,1610.4364763575,1667.2068612707
b2029,7155.2675966453,8227.9158379702,9680.4535827811,7006.8199992451,7365.5718007297,8995.7154703599,10852.7257360082,12083.8137838124
b2032,124.9674626546,150.4655334918,143.5124111887,122.7927819841,143.6144461824,133.6188134661,185.3856670976,185.5973468074
b2033,,,,,,,,
b2034,421.0202785945,534.9221383897,632.9624591341,442.3154646292,513.3126530548,588.2136593856,635.2760925388,750.8973062888
b2036,574.3316171409,699.5322303048,714.2843653028,643.5769434817,659.4885052091,700.5848366998,725.0333820537,759.5502155581
b2038,100.5481211551,,103.5224411924,118.295716487,,106.6285235898,,92.8837585289
b2039,848.4466968465,904.9429935941,957.9324145839,830.4624474701,899.4082964028,938.6413053318,960.4715995539,999.5903263903
b2040,426.6985783202,475.2373086247,458.0495060654,392.396493764,405.6016954844,475.0301302491,477.6356548802,514.0047579557
b2041,482.0269341043,602.8110155187,692.8113214002,471.8070872648,535.9698990415,650.0292101615,711.3768241386,784.6135035996
b2042,1716.0659623289,1639.9086712225,1765.9715808607,1598.4024273003,1713.5043128031,1725.2061028562,1791.5501671519,1960.9623863292
b2049,,,,,,,82.5889354633,
b2065,196.3433046376,156.4579312796,138.03049351,181.8552642533,170.0061255412,139.6011087798,111.2437501469,103.8497247216
b2066,154.5876145017,208.6976800256,240.1146259774,139.7828638584,157.3850453627,,207.9859433582,208.752674828
b2067,,,,,,,,
b2078,,,,,,,,73.4914243715
b2080,2454.5688033551,1178.2798856638,639.2404012375,2469.9658518637,1632.888333557,890.3006003184,467.6903135955,304.9307339527
b2081,157.4837666784,176.6083558064,180.6063232529,170.345332092,149.7141749511,179.721269864,184.3584185468,180.3973893279
b2091,3987.6995294297,3410.0159907274,2774.86384873,4532.0044263463,2001.735086574,1440.17237261,1532.9184573738,1189.3544522445
b2092,5097.3667981736,4637.5952861629,2650.2815757004,5249.1300549837,4972.0608469501,3488.1480228747,2178.0193687271,1658.0724238643
b2093,75515.2520634312,55899.9909812067,28224.554560589,69603.0171018966,72783.7629502206,44784.7406877511,23053.2736336918,16590.0963329576
b2094,25950.6384987607,23820.8092275875,16920.0917168276,27235.3381901422,26394.6458539993,20557.2141209805,14761.681411345,11868.6684482266
b2095,28955.9178548035,33818.9046665445,24086.1677545046,57559.3837300397,28952.7298890919,21046.3277640691,22458.9459479743,19977.9749711372
b2096,55071.5804280299,39431.3785463315,21272.5429567316,58053.4276109051,52111.0348862756,28004.6912546086,15550.1503184393,11898.1892060351
b2097,4428.0477022144,3105.3616979011,2386.6083410025,4830.3220017014,3464.7245724571,2767.1579663834,1701.7598682514,1553.8334338887
b2103,617.5610281803,523.1690854936,437.2921086829,576.1255744296,545.4049421543,449.442190856,418.9890242076,411.0307951123
b2104,497.6784874638,470.8691530723,375.2368497145,458.4178898329,407.2561405746,379.5968097437,372.8159151752,363.5106675251
b2105,858.3341433973,748.9333918235,600.7157357004,1001.2230330192,,,806.158246337,763.4272807059
b2107,,,,,,,,
b2113,472.3261405769,459.6928458894,457.0003219914,483.7462290668,478.8982246321,477.0251713309,488.2922519874,526.4872823241
b2114,954.4186736363,967.687329595,950.7362310167,965.135085425,951.4315053361,986.381892606,1027.539429054,1094.1391141668
b2131,478.7270570261,360.98577336,244.9063848504,597.4314087748,197.2211201115,198.7756077233,196.2546559597,210.4102339568
b2132,179.1717178841,168.4892201097,188.9462289828,128.1564140534,155.9113762741,167.8091974977,171.6226972779,169.1378115417
b2133,1126.9533262303,991.8107734447,821.2475647022,1128.1638903414,1138.0423440573,922.5322487542,755.501607487,652.3381624509
b2134,,,23.9574159834,,,,,30.3283450854
b2143,260.6943392913,202.7915611508,137.5630711686,281.4172804371,134.5905319177,137.1154116888,112.6496524669,113.8905128548
b2148,,,,,,,,
b2149,664.7079434322,671.1316171226,484.8368129273,837.4324309235,566.8419396232,559.46537526,356.9821825843,200.4343139076
b2150,67532.653473723,57706.8773590736,27858.1343411233,53533.0959895782,41132.2356572561,29689.7170646571,17860.575056477,7764.032155983
b2153,2225.678032278,2358.3658119734,2536.6139577867,2131.0943241195,2336.1100912336,2318.3836362811,2554.0733770227,2769.7767040771
b2154,,,,,,,,
b2155,52.0146220185,62.1922332979,79.3633585859,42.8061048081,41.9870445233,77.0978729771,80.856631951,78.2564448036
b2156,,,68.6952526807,43.896512558,,,,183.3333203385
b2159,,,,,,,,57.3768759582
b2165,,,,,,,,
b2167,63.2339630849,58.4519918541,51.6816089399,82.5795619213,66.566751133,,52.4099105737,40.6681865387
b2168,72.5930570628,76.9597285709,88.8488755178,86.6844082357,,90.972375326,95.1951264965,76.0243623244
b2169,119.7893009838,112.5407470967,104.163926345,159.64928693,155.5993195632,,114.7173670546,107.7428198807
b2171,778.7411698745,895.2199008742,956.3952672031,805.2113776945,868.6244732041,867.171409405,885.0512666943,926.2763837849
b2175,,,,,,,,
b2180,27.8119049386,26.3809247963,24.0847986221,,,,,251.5514498606
b2183,237.6633378138,252.3048512323,274.8676615784,254.3481760265,248.4043319246,265.3931886994,276.4850031309,281.6767418034
b2185,17335.4652861055,20728.2663142505,23427.178500255,17042.1392753774,18424.559211399,21783.7837728454,24810.32193534,26387.8174362439
b2186,504.5078230939,507.5335748823,388.0884251667,517.3824052575,553.6071474277,461.7190463568,409.4312049266,429.1046069222
b2187,829.1355027693,,,309.014200197,,438.9771311487,662.5244508133,618.3804225111
b2193,,87.1284649365,73.2630028515,,,,,
b2209,,231.0032781227,,246.7176302573,,231.6505936853,,167.3164914308
b2210,,,,,,,,40.9340819141
b2215,54766.6034442383,42290.854927494,35802.4848747718,54705.1608065094,49697.5140511435,36116.7416839169,36079.9312941522,39701.6767812516
b2216,23.7318440965,18.3765216083,18.422391562,21.3772972929,,,19.6339507362,22.1727501376
b2217,1547.795460417,1459.5977930728,1391.9080316271,1509.1858387841,1525.0011321203,1440.6954193225,1325.2884740285,1335.3269441956
b2231,875.1917612853,914.9359002785,985.0514437677,824.0544033391,853.7298112401,910.6239891937,1034.4336675249,1056.128506798
b2232,357.2603272145,460.2367912969,531.9377614983,471.9112185806,419.8382577828,467.9682348713,459.230825237,486.7007877627
b2234,1018.4828087751,1060.6526422239,1070.3746547452,1021.8681284981,987.4057277581,1034.7563388036,962.2572783998,886.5541675943
b2235,667.3931364815,683.9722648551,660.5516453259,648.4878038999,663.9837512002,652.3831665507,631.5076730267,576.6338444828
b2249,,,,,,,,
b2253,,,,,222.5453115541,266.4888681891,,
b2254,,,,,62.135032787,,,
b2255,21.300286351,23.535180503,20.2894524951,69.4712268002,32.0587386091,83.8468296235,27.0819948155,
b2262,432.3465370738,389.4426976865,407.1650151835,393.6518252613,385.6006712028,345.0523548694,396.7609138645,389.2350002332
b2266,7059.1631269242,5214.6056325149,4065.8093448249,6276.3320517661,5236.124920639,4147.9369573583,3825.3890176038,2978.111911294
b2267,,117.9044699135,,,,,,
b2277,309.4222901431,337.8648144899,357.3066893301,,312.9645803863,250.8707106428,,
b2280,40.9757382279,52.0849715876,,44.247342403,43.9685300916,,48.1126298621,38.6531429126
b2281,1097.9744392299,1132.9696128389,1130.4122408817,1092.8049642275,1114.7545324133,1168.6152243098,1191.884154824,977.3959538655
b2282,,,,,,,,
b2283,874.5943398496,881.8452489033,966.6829696954,893.1597466585,900.8573100976,975.8173113065,932.3467437564,826.3487887727
b2284,1534.6201731314,1595.288160949,1699.4841666671,1639.3857343575,1650.8989060533,1703.6571902775,1502.762703895,1239.8444146293
b2285,591.0212418993,574.4058956831,538.3377949531,512.6449580437,567.0259095219,572.6726222947,458.611734265,460.8358458528
b2286,1500.361021035,1558.2298636431,1624.5392143053,1584.5912263349,1563.0334094128,1595.5961760085,1586.1546999567,1297.6303087341
b2287,1640.0108363961,1674.5168756944,1755.6123023214,1708.6593872566,1758.5504185979,1756.2278673868,1618.6400854325,1347.1297082443
b2288,429.2139210248,444.1290971821,422.9136487488,388.0320938836,224.5728569318,407.8271906358,461.9185737366,355.2307455136
b2290,147.4023730104,143.0805410115,109.1891310862,153.1187236201,146.5828252086,117.1794333725,87.3491189502,81.7468056517
b2291,45.7829364613,52.4901803156,,,,,,
b2293,93.7743816567,91.8964312455,30.0096458637,,,,,
b2294,1996.4888445476,1924.5131570797,2101.0139329329,2017.7913000117,1995.0278925925,2108.4555684654,2004.9315566253,1794.4208283749
b2296,1587.9687752693,1226.2275615016,985.7344385483,1482.4270242447,1368.7621675702,1166.2811910993,892.6016084196,795.5465985286
b2297,1300.4565233494,1147.2003123777,900.8621461043,1337.3942075697,1228.097633896,1064.3215148315,850.5948989734,758.5251366242
b2299,,118.9562258555,112.0340513275,99.8611415074,,,,96.4338285825
b2300,260.9258767579,200.6205391767,212.5328705132,219.8018139606,259.7133899925,243.1125076679,173.235073915,172.57164099
b2302,15.0070406773,17.9629288623,14.0305476104,32.2164066314,,,,
b2303,1173.0902957466,1277.6625360001,1343.6111343218,1153.5312480543,1209.0756901059,1154.7689624551,1374.1942629739,1372.766819937
b2304,174.0540432644,114.0289441179,98.4326609921,182.7370355885,156.5936104873,102.6134074027,74.7254971638,63.5347312305
b2306,123.2169997953,104.5458473105,83.5695362397,131.665551401,120.6510262626,100.8425896945,93.5317856929,80.3129029473
b2308,,,,,,,,
b2309,3590.4853959194,3503.1648582857,2590.0544500863,3202.0163022384,3827.2400228408,3209.7489218693,2637.5932323248,3008.2422704431
b2310,17858.4981646125,12222.9473780467,4470.7826417897,15109.9779544102,14651.6232383394,7511.5639561706,2911.6400515676,2079.1863065061
b2312,217.7599349683,305.8133041484,368.6880364417,234.6555985072,260.4709540695,301.3263146769,458.1742697237,463.4965130524
b2314,,100.4009996258,98.7621069067,,,,,
b2315,65.8359981568,83.4574815426,73.0988560636,71.0208447585,72.0958105942,87.0508439123,83.7623573254,83.1513653454
b2316,1469.5258138813,1435.9032074586,1393.8504836197,1484.683059196,1467.7455994623,1375.9178260911,1425.9320643932,1438.4400091634
b2319,162.3503221826,163.3587835294,158.7103093025,179.0912533936,166.6254531713,164.0264671199,159.4119602651,142.1055792944
b2320,459.3158213828,451.876344404,428.1710447579,465.255940771,424.773792692,429.4106800624,428.4276644733,417.3678713728
b2323,12733.2744377273,12451.5548878242,10193.7967683251,12636.1073615047,13147.212192476,10825.009589512,9592.4748381182,8939.2298226694
b2329,252.104919291,262.1030799602,260.0432104605,276.6424222213,245.1915161555,278.6837551988,260.2259666442,258.2750035002
b2330,309.2764479033,303.5578692625,285.4840707697,318.2007046956,324.7288963421,293.1391930716,277.3952202978,297.470409213
b2341,9.1312488074,,,,,,,
b2342,101.6909463969,,,83.0950760834,,20.1225395769,,
b2343,807.3557307392,,569.8148225942,,,,,
b2344,1593.2994682102,1059.1865316164,549.640376801,1650.8548550616,1292.4292812257,744.3110031085,319.5675234481,209.6517237366
b2346,306.6037055275,269.7292791656,,328.192970831,299.7083581864,313.104183641,355.5630243081,393.370489557
b2349,,,,,,,,13.7506478631
b2351,83.0351978085,86.0618877407,91.081894182,84.1324451595,107.8876026362,80.5731436854,96.1824428339,98.4526458002
b2352,24.9500691858,40.5597701931,28.8850434097,,26.6685779445,25.4511148104,31.9094426022,
b2369,,70.2868262277,,65.1163253863,85.8238304162,,93.0019312171,176.9789062502
b2379,,38.8262788495,,,,,,34.8494720785
b2383,,,,,,,,
b2388,929.2550192682,821.6645774199,818.5167024803,881.6499507528,844.9277887926,818.0020775969,771.3252523478,621.0526334985
b2393,74.0785757571,,73.0951734272,67.3143579887,75.8220865379,69.2688914193,77.0379152291,80.4680963275
b2400,1392.8931177561,1555.132335126,1583.2785076096,1394.3830987764,1504.5492466026,1524.2143565725,1716.5981477914,1773.8149155306
